InspectionID,DeliveryID,InspectorID,InspectionDate,InspectedQuantity,PassedQuantity,FailedQuantity,InspectionScore,InspectionResult
INS012147,DEL012147,EMP0183,2025-06-08,930,928,2,80.43,Minor Issue
INS012148,DEL012148,EMP0054,2026-05-15,2522,2521,1,90.27,Minor Issue
INS012149,DEL012149,EMP0009,2025-05-14,657,657,0,96.48,Pass
INS012150,DEL012150,EMP0112,2026-07-11,222,222,0,99.67,Pass
INS012151,DEL012151,EMP0055,2026-04-11,221,221,0,95.52,Pass
INS012152,DEL012152,EMP0040,2025-12-30,55,55,0,96.46,Pass
INS012153,DEL012153,EMP0057,2026-06-01,950,950,0,97.04,Pass
INS012154,DEL012154,EMP0194,2026-03-15,723,723,0,99.24,Pass
INS012155,DEL012155,EMP0041,2025-08-30,1298,1298,0,97.79,Pass
INS012156,DEL012156,EMP0193,2026-03-02,210,210,0,95.52,Pass
INS012157,DEL012157,EMP0010,2025-10-26,997,997,0,98.78,Pass
INS012158,DEL012158,EMP0006,2024-12-12,91,91,0,98.03,Pass
INS012159,DEL012159,EMP0091,2026-02-14,483,483,0,99.35,Pass
INS012160,DEL012160,EMP0129,2025-06-08,1102,1102,0,99.35,Pass
INS012161,DEL012161,EMP0194,2026-02-03,2792,2792,0,96.61,Pass
INS012162,DEL012162,EMP0066,2026-04-17,1412,1412,0,97.68,Pass
INS012163,DEL012163,EMP0162,2026-03-18,1003,998,5,85.99,Minor Issue
INS012164,DEL012164,EMP0027,2025-10-10,241,240,1,90.05,Minor Issue
INS012165,DEL012165,EMP0107,2026-05-30,997,997,0,97.51,Pass
INS012166,DEL012166,EMP0188,2026-03-22,3492,3492,0,96.2,Pass
INS012167,DEL012167,EMP0085,2024-11-16,1997,1997,0,96.84,Pass
INS012168,DEL012168,EMP0009,2025-01-11,2991,2991,0,99.22,Pass
INS012169,DEL012169,EMP0134,2025-08-04,1294,1294,0,97.06,Pass
INS012170,DEL012170,EMP0044,2025-07-30,493,493,0,98.56,Pass
INS012171,DEL012171,EMP0180,2025-10-22,1217,1216,1,93.68,Minor Issue
INS012172,DEL012172,EMP0112,2024-12-04,2367,2367,0,96.81,Pass
INS012173,DEL012173,EMP0011,2025-02-03,1064,1064,0,99.71,Pass
INS012174,DEL012174,EMP0007,2026-04-16,770,770,0,99.64,Pass
INS012175,DEL012175,EMP0195,2026-01-02,368,368,0,95.92,Pass
INS012176,DEL012176,EMP0046,2025-08-11,161,161,0,97.37,Pass
INS012177,DEL012177,EMP0009,2025-10-20,430,430,0,98.37,Pass
INS012178,DEL012178,EMP0165,2025-03-17,1391,1389,2,90.88,Minor Issue
INS012179,DEL012179,EMP0184,2026-03-27,3834,3834,0,99.19,Pass
INS012180,DEL012180,EMP0186,2025-08-14,293,293,0,96.18,Pass
INS012181,DEL012181,EMP0156,2026-05-29,1588,1588,0,99.25,Pass
INS012182,DEL012182,EMP0041,2026-01-24,806,806,0,97.85,Pass
INS012183,DEL012183,EMP0054,2024-12-10,811,811,0,97.26,Pass
INS012184,DEL012184,EMP0057,2025-03-20,3797,3797,0,95.49,Pass
INS012185,DEL012185,EMP0193,2026-01-10,3521,3521,0,95.56,Pass
INS012186,DEL012186,EMP0198,2026-06-07,323,313,10,57.14,Fail
INS012187,DEL012187,EMP0190,2025-05-24,1728,1728,0,97.11,Pass
INS012188,DEL012188,EMP0160,2024-10-16,1066,1066,0,99.1,Pass
INS012189,DEL012189,EMP0170,2026-07-15,2049,2049,0,98.42,Pass
INS012190,DEL012190,EMP0116,2024-08-05,873,873,0,97.93,Pass
INS012191,DEL012191,EMP0186,2025-05-10,2540,2539,1,85.96,Minor Issue
INS012192,DEL012192,EMP0057,2026-07-27,4199,4199,0,97.77,Pass
INS012193,DEL012193,EMP0028,2025-11-19,2710,2710,0,99.38,Pass
INS012194,DEL012194,EMP0134,2025-05-03,1786,1786,0,98.16,Pass
INS012195,DEL012195,EMP0060,2025-05-26,1037,1037,0,98.81,Pass
INS012196,DEL012196,EMP0143,2025-11-09,794,784,10,82.49,Minor Issue
INS012197,DEL012197,EMP0089,2026-03-05,503,503,0,95.34,Pass
INS012198,DEL012198,EMP0184,2025-07-27,547,547,0,98.1,Pass
INS012199,DEL012199,EMP0007,2025-07-20,40,40,0,97.2,Pass
INS012200,DEL012200,EMP0174,2026-01-01,473,473,0,99.35,Pass
INS012201,DEL012201,EMP0134,2024-11-01,1719,1698,21,88.29,Minor Issue
INS012202,DEL012202,EMP0077,2025-12-25,3105,3105,0,99.99,Pass
INS012203,DEL012203,EMP0028,2025-06-21,2257,2257,0,95.15,Pass
INS012204,DEL012204,EMP0042,2024-07-24,218,218,0,96.13,Pass
INS012205,DEL012205,EMP0160,2026-06-30,2445,2445,0,99.7,Pass
INS012206,DEL012206,EMP0066,2025-11-22,502,500,2,91.86,Minor Issue
INS012207,DEL012207,EMP0136,2025-08-15,1270,1269,1,86.19,Minor Issue
INS012208,DEL012208,EMP0162,2026-06-17,2065,2065,0,96.53,Pass
INS012209,DEL012209,EMP0190,2025-03-02,1796,1795,1,83.93,Minor Issue
INS012210,DEL012210,EMP0146,2024-10-05,1754,1754,0,99.6,Pass
INS012211,DEL012211,EMP0117,2024-12-27,597,597,0,98.38,Pass
INS012212,DEL012212,EMP0180,2026-01-20,2271,2271,0,98.54,Pass
INS012213,DEL012213,EMP0156,2025-07-23,718,718,0,95.8,Pass
INS012214,DEL012214,EMP0111,2026-05-27,2186,2184,2,81.64,Minor Issue
INS012215,DEL012215,EMP0092,2025-05-31,1614,1614,0,97.01,Pass
INS012216,DEL012216,EMP0180,2026-01-06,1032,1032,0,95.68,Pass
INS012217,DEL012217,EMP0134,2025-09-07,450,450,0,96.54,Pass
INS012218,DEL012218,EMP0193,2025-10-19,1227,1227,0,97.63,Pass
INS012219,DEL012219,EMP0028,2026-06-23,2039,2019,20,83.33,Minor Issue
INS012220,DEL012220,EMP0022,2024-11-16,2217,2217,0,96.46,Pass
INS012221,DEL012221,EMP0089,2024-09-28,1166,1165,1,92.66,Minor Issue
INS012222,DEL012222,EMP0107,2025-10-08,794,774,20,83.56,Minor Issue
INS012223,DEL012223,EMP0027,2024-10-20,725,720,5,93.82,Minor Issue
INS012224,DEL012224,EMP0160,2024-12-26,266,266,0,95.08,Pass
INS012225,DEL012225,EMP0092,2025-09-14,4261,4260,1,87.61,Minor Issue
INS012226,DEL012226,EMP0055,2026-04-18,1024,1023,1,91.77,Minor Issue
INS012227,DEL012227,EMP0195,2024-08-26,2616,2615,1,91.59,Minor Issue
INS012228,DEL012228,EMP0092,2025-01-26,2911,2911,0,97.13,Pass
INS012229,DEL012229,EMP0187,2026-04-22,638,638,0,95.23,Pass
INS012230,DEL012230,EMP0144,2024-11-25,1657,1657,0,99.75,Pass
INS012231,DEL012231,EMP0107,2026-05-27,1063,1063,0,96.48,Pass
INS012232,DEL012232,EMP0001,2026-06-14,2470,2470,0,99.08,Pass
INS012233,DEL012233,EMP0014,2025-10-19,2006,2006,0,96.44,Pass
INS012234,DEL012234,EMP0163,2024-07-22,2717,2717,0,98.89,Pass
INS012235,DEL012235,EMP0054,2024-10-05,2871,2871,0,95.56,Pass
INS012236,DEL012236,EMP0040,2024-12-09,2057,2057,0,96.41,Pass
INS012237,DEL012237,EMP0022,2026-05-13,1827,1827,0,99.23,Pass
INS012238,DEL012238,EMP0079,2026-07-11,3852,3852,0,95.18,Pass
INS012239,DEL012239,EMP0042,2025-09-04,1648,1646,2,84.99,Minor Issue
INS012240,DEL012240,EMP0186,2025-04-14,297,297,0,95.8,Pass
INS012241,DEL012241,EMP0129,2026-04-19,1012,1012,0,97.31,Pass
INS012242,DEL012242,EMP0110,2024-10-21,924,924,0,97.25,Pass
INS012243,DEL012243,EMP0110,2026-06-07,1679,1679,0,99.75,Pass
INS012244,DEL012244,EMP0115,2025-01-03,1548,1547,1,91.59,Minor Issue
INS012245,DEL012245,EMP0162,2025-09-12,3824,3822,2,91.33,Minor Issue
INS012246,DEL012246,EMP0184,2025-11-30,1451,1451,0,95.14,Pass
INS012247,DEL012247,EMP0079,2026-07-22,1318,1318,0,96.26,Pass
INS012248,DEL012248,EMP0162,2024-07-29,2456,2451,5,88.13,Minor Issue
INS012249,DEL012249,EMP0107,2024-07-31,2971,2971,0,95.18,Pass
INS012250,DEL012250,EMP0184,2024-10-26,2100,2098,2,89.15,Minor Issue
INS012251,DEL012251,EMP0090,2026-04-17,2281,2279,2,87.49,Minor Issue
INS012252,DEL012252,EMP0116,2026-04-26,286,286,0,98.14,Pass
INS012253,DEL012253,EMP0096,2024-09-01,825,825,0,99.58,Pass
INS012254,DEL012254,EMP0109,2024-07-22,110,110,0,99.49,Pass
INS012255,DEL012255,EMP0045,2026-02-23,2158,2158,0,99.75,Pass
INS012256,DEL012256,EMP0110,2024-11-15,2103,2093,10,90.88,Minor Issue
INS012257,DEL012257,EMP0156,2024-12-21,2076,2076,0,99.5,Pass
INS012258,DEL012258,EMP0041,2026-07-03,678,678,0,95.44,Pass
INS012259,DEL012259,EMP0046,2026-04-30,1091,1091,0,97.35,Pass
INS012260,DEL012260,EMP0109,2025-04-07,2952,2952,0,95.64,Pass
INS012261,DEL012261,EMP0011,2026-07-12,4315,4305,10,84.67,Minor Issue
INS012262,DEL012262,EMP0092,2025-07-29,438,433,5,91.92,Minor Issue
INS012263,DEL012263,EMP0096,2025-09-15,2582,2582,0,97.33,Pass
INS012264,DEL012264,EMP0129,2024-08-17,359,359,0,97.01,Pass
INS012265,DEL012265,EMP0061,2026-01-22,2824,2824,0,95.18,Pass
INS012266,DEL012266,EMP0092,2026-01-12,1990,1990,0,97.87,Pass
INS012267,DEL012267,EMP0115,2025-02-01,2138,2137,1,90.97,Minor Issue
INS012268,DEL012268,EMP0009,2025-09-10,1150,1150,0,96.59,Pass
INS012269,DEL012269,EMP0112,2025-12-13,98,98,0,98.31,Pass
INS012270,DEL012270,EMP0021,2024-07-23,88,83,5,65.39,Fail
INS012271,DEL012271,EMP0162,2025-10-30,511,511,0,98.66,Pass
INS012272,DEL012272,EMP0195,2024-08-03,1714,1714,0,95.4,Pass
INS012273,DEL012273,EMP0051,2025-12-27,2063,2061,2,83.75,Minor Issue
INS012274,DEL012274,EMP0197,2025-02-27,1352,1352,0,96.46,Pass
INS012275,DEL012275,EMP0092,2025-06-08,2334,2333,1,88.77,Minor Issue
INS012276,DEL012276,EMP0188,2025-08-30,573,573,0,98.64,Pass
INS012277,DEL012277,EMP0144,2025-02-02,2687,2685,2,87.36,Minor Issue
INS012278,DEL012278,EMP0143,2025-02-24,1019,1019,0,96.78,Pass
INS012279,DEL012279,EMP0096,2025-09-27,2578,2578,0,95.38,Pass
INS012280,DEL012280,EMP0183,2025-06-25,2751,2751,0,98.0,Pass
INS012281,DEL012281,EMP0028,2024-12-30,2382,2382,0,99.81,Pass
INS012282,DEL012282,EMP0041,2025-02-15,577,577,0,99.91,Pass
INS012283,DEL012283,EMP0110,2026-06-10,2771,2771,0,97.09,Pass
INS012284,DEL012284,EMP0079,2026-07-13,549,549,0,99.06,Pass
INS012285,DEL012285,EMP0117,2025-04-07,907,907,0,96.69,Pass
INS012286,DEL012286,EMP0089,2024-09-25,988,988,0,95.61,Pass
INS012287,DEL012287,EMP0044,2026-08-14,3388,3388,0,99.27,Pass
INS012288,DEL012288,EMP0193,2026-05-09,2035,2035,0,97.18,Pass
INS012289,DEL012289,EMP0109,2024-07-22,1243,1243,0,95.08,Pass
INS012290,DEL012290,EMP0160,2026-07-13,1394,1394,0,96.7,Pass
INS012291,DEL012291,EMP0045,2025-12-16,2473,2473,0,99.45,Pass
INS012292,DEL012292,EMP0193,2025-01-07,2001,2001,0,97.62,Pass
INS012293,DEL012293,EMP0051,2025-07-14,2991,2986,5,91.69,Minor Issue
INS012294,DEL012294,EMP0187,2026-02-08,1501,1501,0,96.58,Pass
INS012295,DEL012295,EMP0184,2025-05-22,1792,1792,0,98.1,Pass
INS012296,DEL012296,EMP0143,2025-10-25,3056,3056,0,97.53,Pass
INS012297,DEL012297,EMP0096,2025-02-01,2707,2707,0,95.75,Pass
INS012298,DEL012298,EMP0006,2024-10-09,2483,2478,5,90.77,Minor Issue
INS012299,DEL012299,EMP0143,2026-07-19,314,314,0,98.05,Pass
INS012300,DEL012300,EMP0136,2024-10-19,167,167,0,99.64,Pass
INS012301,DEL012301,EMP0112,2026-02-13,822,822,0,97.45,Pass
INS012302,DEL012302,EMP0195,2026-06-05,3122,3122,0,99.08,Pass
INS012303,DEL012303,EMP0112,2025-03-18,926,926,0,98.87,Pass
INS012304,DEL012304,EMP0091,2026-03-18,2285,2285,0,98.93,Pass
INS012305,DEL012305,EMP0028,2024-10-09,269,269,0,96.13,Pass
INS012306,DEL012306,EMP0011,2025-08-25,4399,4399,0,99.45,Pass
INS012307,DEL012307,EMP0011,2025-01-12,1597,1567,30,80.64,Minor Issue
INS012308,DEL012308,EMP0043,2025-04-15,1080,1080,0,98.95,Pass
INS012309,DEL012309,EMP0054,2025-10-14,2967,2967,0,99.75,Pass
INS012310,DEL012310,EMP0021,2025-06-15,1152,1152,0,99.71,Pass
INS012311,DEL012311,EMP0060,2026-06-08,156,156,0,97.7,Pass
INS012312,DEL012312,EMP0160,2025-10-16,2773,2773,0,96.49,Pass
INS012313,DEL012313,EMP0066,2026-04-19,551,551,0,97.42,Pass
INS012314,DEL012314,EMP0028,2026-03-02,2745,2744,1,88.36,Minor Issue
INS012315,DEL012315,EMP0180,2025-07-22,2811,2811,0,96.89,Pass
INS012316,DEL012316,EMP0174,2025-05-04,877,872,5,88.66,Minor Issue
INS012317,DEL012317,EMP0111,2025-11-08,244,244,0,98.7,Pass
INS012318,DEL012318,EMP0146,2025-09-30,3358,3358,0,96.54,Pass
INS012319,DEL012319,EMP0007,2025-12-20,685,685,0,95.77,Pass
INS012320,DEL012320,EMP0197,2026-01-29,512,512,0,98.48,Pass
INS012321,DEL012321,EMP0085,2025-02-11,1651,1651,0,99.6,Pass
INS012322,DEL012322,EMP0044,2025-05-07,1782,1781,1,84.34,Minor Issue
INS012323,DEL012323,EMP0055,2026-02-23,1226,1226,0,98.97,Pass
INS012324,DEL012324,EMP0040,2026-07-28,276,276,0,98.67,Pass
INS012325,DEL012325,EMP0170,2026-03-28,297,297,0,99.71,Pass
INS012326,DEL012326,EMP0007,2026-03-21,1127,1125,2,87.62,Minor Issue
INS012327,DEL012327,EMP0096,2026-01-17,2387,2387,0,98.46,Pass
INS012328,DEL012328,EMP0091,2025-10-20,2968,2968,0,96.55,Pass
INS012329,DEL012329,EMP0187,2025-02-28,4856,4846,10,91.16,Minor Issue
INS012330,DEL012330,EMP0027,2025-11-11,2369,2369,0,95.81,Pass
INS012331,DEL012331,EMP0016,2025-03-03,1326,1326,0,95.4,Pass
INS012332,DEL012332,EMP0076,2024-08-29,1631,1629,2,88.78,Minor Issue
INS012333,DEL012333,EMP0107,2025-03-08,191,191,0,98.49,Pass
INS012334,DEL012334,EMP0027,2025-07-30,1462,1462,0,99.11,Pass
INS012335,DEL012335,EMP0107,2026-01-03,287,287,0,99.77,Pass
INS012336,DEL012336,EMP0091,2025-08-06,1432,1432,0,96.43,Pass
INS012337,DEL012337,EMP0089,2026-02-14,935,930,5,87.08,Minor Issue
INS012338,DEL012338,EMP0163,2025-07-04,3791,3791,0,96.06,Pass
INS012339,DEL012339,EMP0165,2026-05-29,2914,2914,0,96.74,Pass
INS012340,DEL012340,EMP0162,2024-08-23,533,533,0,97.14,Pass
INS012341,DEL012341,EMP0009,2025-03-27,315,315,0,95.98,Pass
INS012342,DEL012342,EMP0193,2025-05-17,893,893,0,95.63,Pass
INS012343,DEL012343,EMP0044,2026-04-29,1259,1259,0,97.02,Pass
INS012344,DEL012344,EMP0144,2026-06-17,4332,4332,0,97.37,Pass
INS012345,DEL012345,EMP0163,2026-06-21,2648,2638,10,89.91,Minor Issue
INS012346,DEL012346,EMP0187,2025-03-30,1255,1255,0,96.2,Pass
INS012347,DEL012347,EMP0054,2025-08-01,2244,2244,0,98.77,Pass
INS012348,DEL012348,EMP0156,2026-06-25,1974,1972,2,85.3,Minor Issue
INS012349,DEL012349,EMP0007,2026-05-31,2486,2486,0,98.85,Pass
INS012350,DEL012350,EMP0046,2025-12-12,35,35,0,99.37,Pass
INS012351,DEL012351,EMP0107,2024-09-21,3788,3788,0,98.98,Pass
INS012352,DEL012352,EMP0184,2024-09-25,3651,3649,2,86.81,Minor Issue
INS012353,DEL012353,EMP0079,2025-07-16,2112,2107,5,82.38,Minor Issue
INS012354,DEL012354,EMP0172,2024-10-28,1436,1436,0,97.66,Pass
INS012355,DEL012355,EMP0077,2025-08-30,2799,2799,0,98.19,Pass
INS012356,DEL012356,EMP0146,2026-03-24,1738,1738,0,99.7,Pass
INS012357,DEL012357,EMP0170,2025-07-12,1070,1050,20,83.76,Minor Issue
INS012358,DEL012358,EMP0066,2025-04-05,2986,2986,0,95.37,Pass
INS012359,DEL012359,EMP0190,2024-07-08,507,507,0,95.1,Pass
INS012360,DEL012360,EMP0091,2024-12-07,1065,1063,2,92.25,Minor Issue
INS012361,DEL012361,EMP0092,2024-08-20,384,384,0,98.35,Pass
INS012362,DEL012362,EMP0187,2024-12-03,393,393,0,99.16,Pass
INS012363,DEL012363,EMP0174,2024-12-10,1620,1620,0,99.07,Pass
INS012364,DEL012364,EMP0143,2024-07-16,429,428,1,83.65,Minor Issue
INS012365,DEL012365,EMP0061,2025-03-19,2840,2838,2,85.03,Minor Issue
INS012366,DEL012366,EMP0046,2024-12-20,1414,1412,2,82.77,Minor Issue
INS012367,DEL012367,EMP0014,2024-11-11,1082,1082,0,97.54,Pass
INS012368,DEL012368,EMP0028,2025-04-20,3638,3636,2,83.15,Minor Issue
INS012369,DEL012369,EMP0045,2026-02-12,1910,1910,0,96.01,Pass
INS012370,DEL012370,EMP0090,2025-05-03,1125,1125,0,95.35,Pass
INS012371,DEL012371,EMP0190,2026-02-20,1064,1064,0,97.87,Pass
INS012372,DEL012372,EMP0112,2025-09-26,1183,1183,0,95.37,Pass
INS012373,DEL012373,EMP0089,2025-10-25,2381,2379,2,84.08,Minor Issue
INS012374,DEL012374,EMP0090,2024-09-06,1311,1311,0,99.91,Pass
INS012375,DEL012375,EMP0188,2026-03-20,640,640,0,96.18,Pass
INS012376,DEL012376,EMP0136,2024-08-21,2332,2332,0,96.66,Pass
INS012377,DEL012377,EMP0027,2026-04-15,491,491,0,95.11,Pass
INS012378,DEL012378,EMP0044,2025-04-08,1092,1090,2,93.18,Minor Issue
INS012379,DEL012379,EMP0041,2025-07-20,2353,2353,0,99.58,Pass
INS012380,DEL012380,EMP0154,2025-03-21,3079,3077,2,92.13,Minor Issue
INS012381,DEL012381,EMP0080,2025-05-12,1672,1662,10,86.77,Minor Issue
INS012382,DEL012382,EMP0007,2024-11-23,761,751,10,89.8,Minor Issue
INS012383,DEL012383,EMP0006,2026-04-08,1193,1193,0,96.89,Pass
INS012384,DEL012384,EMP0066,2025-12-11,305,305,0,97.44,Pass
INS012385,DEL012385,EMP0060,2026-06-22,1143,1143,0,96.2,Pass
INS012386,DEL012386,EMP0041,2025-05-10,1178,1178,0,96.98,Pass
INS012387,DEL012387,EMP0174,2025-11-27,877,877,0,96.47,Pass
INS012388,DEL012388,EMP0111,2025-09-23,3095,3094,1,93.8,Minor Issue
INS012389,DEL012389,EMP0010,2026-02-24,1772,1772,0,99.98,Pass
INS012390,DEL012390,EMP0091,2024-08-11,190,190,0,97.19,Pass
INS012391,DEL012391,EMP0046,2025-09-29,1074,1074,0,95.87,Pass
INS012392,DEL012392,EMP0045,2025-04-04,211,211,0,99.51,Pass
INS012393,DEL012393,EMP0096,2025-08-06,322,322,0,95.22,Pass
INS012394,DEL012394,EMP0160,2025-10-16,4494,4494,0,97.34,Pass
INS012395,DEL012395,EMP0045,2024-11-10,1074,1074,0,96.21,Pass
INS012396,DEL012396,EMP0146,2026-03-14,3210,3210,0,96.86,Pass
INS012397,DEL012397,EMP0156,2024-08-14,2944,2944,0,96.97,Pass
INS012398,DEL012398,EMP0085,2025-05-05,465,465,0,99.39,Pass
INS012399,DEL012399,EMP0180,2025-01-08,1236,1235,1,89.84,Minor Issue
INS012400,DEL012400,EMP0183,2024-08-27,431,431,0,96.03,Pass
INS012401,DEL012401,EMP0041,2026-04-09,1222,1222,0,95.53,Pass
INS012402,DEL012402,EMP0154,2025-12-26,4406,4399,7,89.16,Minor Issue
INS012403,DEL012403,EMP0187,2024-10-20,1557,1557,0,99.9,Pass
INS012404,DEL012404,EMP0163,2025-04-22,4448,4448,0,95.13,Pass
INS012405,DEL012405,EMP0107,2026-02-07,646,646,0,95.81,Pass
INS012406,DEL012406,EMP0107,2025-06-10,2734,2734,0,96.58,Pass
INS012407,DEL012407,EMP0054,2024-11-10,1639,1634,5,92.0,Minor Issue
INS012408,DEL012408,EMP0156,2025-04-21,785,783,2,81.79,Minor Issue
INS012409,DEL012409,EMP0054,2026-06-03,1610,1610,0,96.33,Pass
INS012410,DEL012410,EMP0045,2024-10-19,2581,2581,0,99.65,Pass
INS012411,DEL012411,EMP0172,2025-04-16,714,714,0,98.25,Pass
INS012412,DEL012412,EMP0136,2025-12-10,2064,2064,0,98.42,Pass
INS012413,DEL012413,EMP0090,2026-05-24,3616,3616,0,97.04,Pass
INS012414,DEL012414,EMP0003,2025-04-23,742,731,11,89.49,Minor Issue
INS012415,DEL012415,EMP0010,2025-06-01,1255,1255,0,95.79,Pass
INS012416,DEL012416,EMP0107,2026-04-08,3441,3441,0,99.94,Pass
INS012417,DEL012417,EMP0092,2025-05-02,2302,2302,0,99.76,Pass
INS012418,DEL012418,EMP0085,2024-07-27,1008,1008,0,97.95,Pass
INS012419,DEL012419,EMP0077,2024-07-22,2473,2473,0,97.74,Pass
INS012420,DEL012420,EMP0184,2025-11-27,993,993,0,98.18,Pass
INS012421,DEL012421,EMP0046,2026-05-15,1565,1565,0,97.21,Pass
INS012422,DEL012422,EMP0079,2025-07-15,3143,3143,0,99.03,Pass
INS012423,DEL012423,EMP0165,2024-11-13,415,415,0,97.47,Pass
INS012424,DEL012424,EMP0194,2024-11-06,2081,2080,1,85.41,Minor Issue
INS012425,DEL012425,EMP0110,2025-02-09,1557,1557,0,96.14,Pass
INS012426,DEL012426,EMP0123,2025-11-07,1002,1002,0,99.22,Pass
INS012427,DEL012427,EMP0174,2024-09-16,1937,1937,0,96.65,Pass
INS012428,DEL012428,EMP0123,2025-01-21,2493,2491,2,86.99,Minor Issue
INS012429,DEL012429,EMP0154,2025-12-30,2523,2522,1,87.58,Minor Issue
INS012430,DEL012430,EMP0184,2026-05-06,109,109,0,96.92,Pass
INS012431,DEL012431,EMP0054,2025-04-19,2449,2449,0,97.99,Pass
INS012432,DEL012432,EMP0027,2026-06-25,1514,1514,0,97.94,Pass
INS012433,DEL012433,EMP0046,2026-04-23,1279,1279,0,99.15,Pass
INS012434,DEL012434,EMP0010,2026-04-25,752,752,0,96.44,Pass
INS012435,DEL012435,EMP0017,2026-05-29,2006,2006,0,98.74,Pass
INS012436,DEL012436,EMP0017,2026-06-09,1493,1493,0,99.41,Pass
INS012437,DEL012437,EMP0046,2025-11-08,3251,3251,0,97.87,Pass
INS012438,DEL012438,EMP0091,2025-12-28,1463,1463,0,97.17,Pass
INS012439,DEL012439,EMP0107,2025-07-08,1505,1505,0,96.69,Pass
INS012440,DEL012440,EMP0184,2024-12-16,3051,3051,0,96.28,Pass
INS012441,DEL012441,EMP0170,2026-06-27,2043,2043,0,97.05,Pass
INS012442,DEL012442,EMP0180,2025-12-28,1514,1514,0,97.03,Pass
INS012443,DEL012443,EMP0180,2025-05-25,757,757,0,98.32,Pass
INS012444,DEL012444,EMP0022,2025-12-19,1744,1744,0,98.76,Pass
INS012445,DEL012445,EMP0096,2025-02-26,1411,1411,0,98.01,Pass
INS012446,DEL012446,EMP0160,2025-04-06,663,663,0,95.99,Pass
INS012447,DEL012447,EMP0057,2025-08-24,571,571,0,97.89,Pass
INS012448,DEL012448,EMP0198,2025-10-16,90,90,0,98.48,Pass
INS012449,DEL012449,EMP0143,2025-08-17,281,275,6,89.33,Minor Issue
INS012450,DEL012450,EMP0162,2025-01-25,1729,1729,0,95.43,Pass
INS012451,DEL012451,EMP0079,2025-06-11,2856,2851,5,81.5,Minor Issue
INS012452,DEL012452,EMP0060,2026-04-14,2164,2164,0,98.1,Pass
INS012453,DEL012453,EMP0142,2025-03-30,2633,2633,0,96.53,Pass
INS012454,DEL012454,EMP0046,2026-06-28,255,255,0,97.33,Pass
INS012455,DEL012455,EMP0180,2024-08-30,470,470,0,96.59,Pass
INS012456,DEL012456,EMP0077,2024-09-04,337,332,5,81.43,Minor Issue
INS012457,DEL012457,EMP0143,2024-12-15,4078,4077,1,82.76,Minor Issue
INS012458,DEL012458,EMP0009,2025-03-28,3151,3146,5,86.69,Minor Issue
INS012459,DEL012459,EMP0180,2025-01-05,984,984,0,97.48,Pass
INS012460,DEL012460,EMP0136,2026-03-16,3119,3119,0,96.13,Pass
INS012461,DEL012461,EMP0046,2025-08-01,798,798,0,95.82,Pass
INS012462,DEL012462,EMP0043,2025-07-09,1554,1554,0,99.13,Pass
INS012463,DEL012463,EMP0022,2026-07-29,1156,1156,0,99.2,Pass
INS012464,DEL012464,EMP0144,2024-09-27,2651,2651,0,96.38,Pass
INS012465,DEL012465,EMP0146,2025-02-22,2892,2892,0,96.67,Pass
INS012466,DEL012466,EMP0043,2025-08-26,1035,1035,0,98.89,Pass
INS012467,DEL012467,EMP0111,2025-07-23,3786,3786,0,99.97,Pass
INS012468,DEL012468,EMP0194,2025-02-08,844,844,0,96.98,Pass
INS012469,DEL012469,EMP0111,2024-10-10,989,989,0,96.0,Pass
INS012470,DEL012470,EMP0172,2026-01-06,1860,1859,1,89.66,Minor Issue
INS012471,DEL012471,EMP0027,2025-05-27,2338,2338,0,98.04,Pass
INS012472,DEL012472,EMP0066,2026-07-24,2124,2124,0,96.48,Pass
INS012473,DEL012473,EMP0142,2025-04-22,1994,1994,0,98.55,Pass
INS012474,DEL012474,EMP0061,2025-01-09,2049,2049,0,98.94,Pass
INS012475,DEL012475,EMP0129,2025-06-11,1738,1738,0,96.61,Pass
INS012476,DEL012476,EMP0091,2024-08-20,4619,4619,0,95.85,Pass
INS012477,DEL012477,EMP0190,2026-07-16,337,337,0,98.17,Pass
INS012478,DEL012478,EMP0180,2026-06-07,4141,4141,0,97.54,Pass
INS012479,DEL012479,EMP0162,2025-04-29,338,338,0,100.0,Pass
INS012480,DEL012480,EMP0190,2025-07-10,2421,2418,3,81.53,Minor Issue
INS012481,DEL012481,EMP0186,2025-09-29,1371,1366,5,92.38,Minor Issue
INS012482,DEL012482,EMP0089,2026-05-23,2883,2883,0,97.24,Pass
INS012483,DEL012483,EMP0006,2024-12-17,3300,3300,0,99.66,Pass
INS012484,DEL012484,EMP0007,2025-11-21,2851,2851,0,98.38,Pass
INS012485,DEL012485,EMP0146,2024-10-15,2833,2833,0,99.49,Pass
INS012486,DEL012486,EMP0112,2024-08-09,3163,3163,0,95.79,Pass
INS012487,DEL012487,EMP0041,2026-02-16,3838,3826,12,93.73,Minor Issue
INS012488,DEL012488,EMP0090,2026-05-13,978,978,0,99.76,Pass
INS012489,DEL012489,EMP0011,2026-06-27,840,838,2,85.3,Minor Issue
INS012490,DEL012490,EMP0028,2026-03-30,2096,2096,0,98.74,Pass
INS012491,DEL012491,EMP0014,2026-05-21,3638,3638,0,95.92,Pass
INS012492,DEL012492,EMP0136,2026-06-05,2630,2630,0,98.96,Pass
INS012493,DEL012493,EMP0016,2026-04-02,1751,1751,0,99.52,Pass
INS012494,DEL012494,EMP0162,2024-12-03,53,48,5,73.1,Fail
