InventoryID,PartID,PlantID,CurrentStock,SafetyStock,ReorderLevel,LastUpdated
INV001133,PRT0967,PLT001,2095,750,585,2026-04-07
INV001134,PRT0152,PLT006,3256,1960,1568,2026-04-06
INV001135,PRT0382,PLT001,3163,1848,1345,2026-06-11
INV001136,PRT0457,PLT005,1261,682,479,2026-06-20
INV001137,PRT0760,PLT004,909,279,185,2026-05-21
INV001138,PRT0826,PLT006,1341,1745,1278,2026-06-10
INV001139,PRT0425,PLT002,7343,1938,1409,2026-05-07
INV001140,PRT0148,PLT002,705,1811,1405,2026-04-05
INV001141,PRT0344,PLT001,2151,721,535,2026-04-02
INV001142,PRT0007,PLT004,724,1309,1082,2026-05-30
INV001143,PRT0180,PLT005,3395,1408,1231,2026-04-01
INV001144,PRT0205,PLT002,1121,1046,850,2026-05-03
INV001145,PRT0503,PLT001,4537,1804,1289,2026-06-12
INV001146,PRT0600,PLT003,6836,1785,1513,2026-05-04
INV001147,PRT0230,PLT001,3796,1111,853,2026-04-07
INV001148,PRT0308,PLT006,2151,1720,1033,2026-05-29
INV001149,PRT0670,PLT006,1017,1808,1430,2026-05-29
INV001150,PRT0504,PLT006,1469,1928,1323,2026-05-02
INV001151,PRT0784,PLT003,977,1420,956,2026-06-19
INV001152,PRT0614,PLT006,546,1109,996,2026-06-20
INV001153,PRT0447,PLT003,2316,840,650,2026-05-17
INV001154,PRT0383,PLT005,979,1386,1116,2026-04-22
INV001155,PRT0167,PLT005,2126,1601,1236,2026-04-15
INV001156,PRT0900,PLT006,472,219,141,2026-05-21
INV001157,PRT0280,PLT003,108,377,266,2026-06-21
INV001158,PRT0050,PLT003,1458,959,758,2026-05-21
INV001159,PRT0527,PLT002,314,697,528,2026-06-10
INV001160,PRT0097,PLT005,6264,1669,1315,2026-06-25
INV001161,PRT0894,PLT003,2642,1641,1066,2026-06-08
INV001162,PRT0309,PLT003,6552,1793,1530,2026-04-23
INV001163,PRT0099,PLT005,2969,1503,1216,2026-05-25
INV001164,PRT0014,PLT002,1177,1287,907,2026-05-26
INV001165,PRT0422,PLT003,3972,1161,794,2026-05-26
INV001166,PRT0224,PLT002,839,1986,1734,2026-06-01
INV001167,PRT0815,PLT005,1543,1130,752,2026-06-18
INV001168,PRT0867,PLT005,4306,1356,1094,2026-05-26
INV001169,PRT0822,PLT001,6195,1559,1193,2026-04-21
INV001170,PRT0120,PLT002,312,954,704,2026-05-05
INV001171,PRT0320,PLT006,2852,1991,1204,2026-06-20
INV001172,PRT0912,PLT005,1810,842,540,2026-04-29
INV001173,PRT0177,PLT006,2802,1171,970,2026-04-20
INV001174,PRT0228,PLT002,485,723,440,2026-05-04
INV001175,PRT0233,PLT003,5636,1854,1498,2026-04-14
INV001176,PRT0436,PLT006,160,356,236,2026-04-21
INV001177,PRT0020,PLT004,636,1662,1388,2026-06-10
INV001178,PRT0111,PLT001,1608,1651,1204,2026-05-18
INV001179,PRT0061,PLT004,4859,1724,1375,2026-04-03
INV001180,PRT0068,PLT003,88,343,299,2026-05-14
INV001181,PRT0802,PLT001,790,1467,884,2026-04-25
INV001182,PRT0923,PLT002,4813,1984,1548,2026-04-11
INV001183,PRT0093,PLT002,59,478,382,2026-06-12
INV001184,PRT0972,PLT005,2272,1832,1509,2026-06-13
INV001185,PRT0800,PLT006,2050,812,572,2026-06-13
INV001186,PRT0070,PLT001,4671,1355,911,2026-04-23
INV001187,PRT0542,PLT002,114,1778,1375,2026-04-08
INV001188,PRT0176,PLT005,2308,1565,1028,2026-04-24
INV001189,PRT0947,PLT002,50,108,96,2026-04-01
INV001190,PRT0487,PLT003,5797,1985,1491,2026-05-21
INV001191,PRT0690,PLT001,3601,1529,1187,2026-04-30
INV001192,PRT0435,PLT002,777,470,399,2026-04-22
INV001193,PRT0780,PLT003,924,1153,770,2026-04-07
INV001194,PRT0140,PLT004,1064,353,261,2026-05-30
INV001195,PRT0571,PLT006,2361,1661,1176,2026-04-21
INV001196,PRT0119,PLT004,505,183,114,2026-03-29
INV001197,PRT0704,PLT004,1277,680,501,2026-05-21
INV001198,PRT0876,PLT004,1190,562,430,2026-04-04
INV001199,PRT0862,PLT004,1832,486,416,2026-04-20
INV001200,PRT0691,PLT004,104,1490,1058,2026-06-15
INV001201,PRT0536,PLT006,3588,1476,932,2026-06-10
INV001202,PRT0405,PLT004,1174,1485,928,2026-04-15
INV001203,PRT0760,PLT002,833,1523,1183,2026-05-02
INV001204,PRT0347,PLT002,203,232,164,2026-05-04
INV001205,PRT0126,PLT002,3311,1318,1124,2026-03-31
INV001206,PRT0286,PLT006,4088,1816,1320,2026-06-12
INV001207,PRT0775,PLT006,2236,1668,1291,2026-05-12
INV001208,PRT0618,PLT004,2730,919,649,2026-06-12
INV001209,PRT0787,PLT004,1207,1092,822,2026-05-21
INV001210,PRT0510,PLT002,1002,321,204,2026-06-07
INV001211,PRT0102,PLT006,243,1386,1223,2026-06-25
INV001212,PRT0695,PLT001,510,208,176,2026-05-11
INV001213,PRT0335,PLT002,1391,466,333,2026-04-07
INV001214,PRT0779,PLT001,394,720,566,2026-05-16
INV001215,PRT0812,PLT004,4032,1453,1199,2026-05-30
INV001216,PRT0503,PLT005,2039,513,352,2026-04-11
INV001217,PRT0560,PLT001,2214,635,484,2026-05-25
INV001218,PRT0902,PLT001,3525,1664,1014,2026-04-15
INV001219,PRT0386,PLT004,3493,885,650,2026-04-30
INV001220,PRT0571,PLT006,1448,1041,635,2026-03-30
INV001221,PRT0724,PLT002,7247,1862,1552,2026-04-20
INV001222,PRT0733,PLT004,2559,1106,806,2026-06-12
INV001223,PRT0676,PLT005,4018,1098,910,2026-06-16
INV001224,PRT0488,PLT005,3848,1503,1145,2026-04-22
INV001225,PRT0401,PLT003,456,1849,1196,2026-05-03
INV001226,PRT0632,PLT006,3094,1113,865,2026-04-04
INV001227,PRT0329,PLT001,1165,822,682,2026-04-04
INV001228,PRT0858,PLT003,131,157,122,2026-03-29
INV001229,PRT0028,PLT006,2391,814,686,2026-06-21
INV001230,PRT0354,PLT003,1753,798,569,2026-05-19
INV001231,PRT0251,PLT002,2708,943,665,2026-05-04
INV001232,PRT0933,PLT006,347,580,460,2026-06-10
INV001233,PRT0346,PLT002,117,234,201,2026-06-09
INV001234,PRT0472,PLT006,38,140,106,2026-06-17
INV001235,PRT0924,PLT004,4216,1868,1357,2026-06-09
INV001236,PRT0603,PLT001,1923,646,391,2026-04-13
INV001237,PRT0331,PLT005,1598,748,533,2026-06-05
INV001238,PRT0708,PLT006,204,300,252,2026-04-19
INV001239,PRT0831,PLT006,2059,521,365,2026-04-10
INV001240,PRT0373,PLT004,1226,795,516,2026-05-18
INV001241,PRT0861,PLT005,308,513,384,2026-04-29
INV001242,PRT0305,PLT005,194,538,369,2026-04-27
INV001243,PRT0761,PLT001,2558,923,776,2026-05-26
INV001244,PRT0607,PLT003,776,1569,1338,2026-05-04
INV001245,PRT0487,PLT004,2175,659,408,2026-05-31
INV001246,PRT0668,PLT003,314,529,372,2026-05-18
INV001247,PRT0680,PLT005,3546,1133,953,2026-05-08
INV001248,PRT0258,PLT005,1647,741,489,2026-05-09
INV001249,PRT0185,PLT001,4485,1155,850,2026-04-17
INV001250,PRT0591,PLT004,1528,1385,1123,2026-05-28
INV001251,PRT0275,PLT006,1914,536,427,2026-06-10
INV001252,PRT0958,PLT005,3553,1191,1003,2026-05-21
INV001253,PRT0206,PLT003,4278,1588,1251,2026-05-06
INV001254,PRT0765,PLT006,1232,1047,674,2026-06-01
INV001255,PRT0421,PLT003,3566,1667,1150,2026-05-02
INV001256,PRT0650,PLT002,527,1861,1580,2026-05-09
INV001257,PRT0294,PLT006,6747,1832,1325,2026-06-04
INV001258,PRT0242,PLT004,1231,428,289,2026-05-23
INV001259,PRT0029,PLT002,786,588,372,2026-05-21
INV001260,PRT0498,PLT005,3802,1732,1469,2026-06-19
INV001261,PRT0038,PLT002,3709,993,721,2026-04-15
INV001262,PRT0265,PLT003,59,426,290,2026-05-21
INV001263,PRT0873,PLT001,5278,1448,1108,2026-04-27
INV001264,PRT0057,PLT001,163,1579,1177,2026-04-11
INV001265,PRT0923,PLT004,260,742,579,2026-05-09
INV001266,PRT0907,PLT001,5385,1936,1372,2026-06-17
INV001267,PRT0863,PLT002,2966,912,805,2026-05-10
INV001268,PRT0956,PLT001,2049,583,369,2026-04-22
INV001269,PRT0258,PLT004,4302,1168,933,2026-06-14
INV001270,PRT0126,PLT003,4913,1911,1198,2026-04-01
INV001271,PRT0400,PLT006,3019,774,657,2026-05-15
INV001272,PRT0224,PLT002,3464,1623,1088,2026-06-15
INV001273,PRT0451,PLT004,562,318,207,2026-04-03
INV001274,PRT0503,PLT005,229,620,532,2026-04-23
INV001275,PRT0325,PLT005,462,867,702,2026-05-11
INV001276,PRT0987,PLT003,1009,967,717,2026-05-05
INV001277,PRT0372,PLT004,1187,1901,1587,2026-04-24
INV001278,PRT0022,PLT006,2524,1565,1111,2026-04-11
INV001279,PRT0758,PLT006,6893,1953,1526,2026-05-16
INV001280,PRT0940,PLT006,5658,1736,1531,2026-06-05
INV001281,PRT0317,PLT006,1575,590,398,2026-04-29
INV001282,PRT0125,PLT005,5613,1534,1087,2026-05-13
INV001283,PRT0398,PLT001,3624,1875,1257,2026-05-11
INV001284,PRT0940,PLT003,7598,1963,1743,2026-05-17
INV001285,PRT0305,PLT002,964,716,448,2026-04-06
INV001286,PRT0647,PLT003,3595,1860,1612,2026-04-16
INV001287,PRT0417,PLT001,5279,1901,1603,2026-05-23
INV001288,PRT0483,PLT006,2013,661,568,2026-06-22
INV001289,PRT0735,PLT004,1362,945,829,2026-05-01
INV001290,PRT0845,PLT002,822,1895,1659,2026-06-25
INV001291,PRT0361,PLT004,543,1530,1037,2026-03-29
INV001292,PRT0756,PLT003,4486,1333,1091,2026-04-28
INV001293,PRT0657,PLT006,426,1028,831,2026-03-30
INV001294,PRT0657,PLT002,1620,476,375,2026-05-22
INV001295,PRT0313,PLT003,321,106,76,2026-05-23
INV001296,PRT0256,PLT005,1292,1279,798,2026-04-21
INV001297,PRT0782,PLT002,5318,1561,1390,2026-06-24
INV001298,PRT0812,PLT003,3361,1834,1427,2026-06-10
INV001299,PRT0267,PLT002,1093,1024,761,2026-05-01
INV001300,PRT0819,PLT003,2683,1507,1172,2026-04-12
INV001301,PRT0187,PLT004,752,506,316,2026-04-08
INV001302,PRT0906,PLT005,6837,1894,1350,2026-05-12
INV001303,PRT0946,PLT005,94,559,338,2026-06-01
INV001304,PRT0929,PLT001,1873,1425,1116,2026-04-17
INV001305,PRT0051,PLT004,1382,1047,690,2026-05-11
INV001306,PRT0153,PLT001,2131,1365,994,2026-04-23
INV001307,PRT0121,PLT001,2323,853,555,2026-04-11
INV001308,PRT0848,PLT006,3716,1571,1190,2026-06-19
INV001309,PRT0196,PLT003,1664,1112,706,2026-05-21
INV001310,PRT0134,PLT004,1564,689,567,2026-06-24
INV001311,PRT0844,PLT003,1765,1853,1226,2026-05-21
INV001312,PRT0185,PLT004,3426,1588,1275,2026-04-17
INV001313,PRT1000,PLT003,2377,1722,1108,2026-06-05
INV001314,PRT0379,PLT005,1017,582,457,2026-04-08
INV001315,PRT0011,PLT004,702,1501,1192,2026-04-17
INV001316,PRT0408,PLT006,1419,372,320,2026-05-23
INV001317,PRT0754,PLT005,1733,534,434,2026-06-24
INV001318,PRT0061,PLT001,2281,624,388,2026-05-29
INV001319,PRT0931,PLT003,1928,781,686,2026-04-16
INV001320,PRT0727,PLT006,4900,1341,1182,2026-06-24
INV001321,PRT0517,PLT005,2077,1758,1078,2026-05-13
INV001322,PRT0688,PLT003,1616,880,607,2026-04-19
INV001323,PRT0043,PLT005,1145,370,329,2026-04-29
INV001324,PRT0505,PLT003,1031,467,316,2026-05-18
INV001325,PRT0325,PLT006,734,1897,1404,2026-06-07
INV001326,PRT0120,PLT003,2133,1186,865,2026-05-04
INV001327,PRT0893,PLT003,511,190,169,2026-04-16
INV001328,PRT0290,PLT003,3523,1631,1155,2026-04-25
INV001329,PRT0530,PLT003,2160,1355,1150,2026-04-11
INV001330,PRT0755,PLT004,1292,992,860,2026-04-25
INV001331,PRT0874,PLT006,4552,1664,1472,2026-05-12
INV001332,PRT0194,PLT002,435,1403,1177,2026-06-03
INV001333,PRT0482,PLT003,36,211,141,2026-06-04
INV001334,PRT0119,PLT004,893,434,352,2026-04-26
INV001335,PRT0575,PLT004,726,183,134,2026-04-11
INV001336,PRT0127,PLT003,1212,1037,775,2026-05-08
INV001337,PRT0185,PLT002,581,291,192,2026-05-01
INV001338,PRT0577,PLT006,2234,1635,1230,2026-04-25
INV001339,PRT0539,PLT005,33,1299,862,2026-06-19
INV001340,PRT0253,PLT004,157,469,339,2026-05-29
INV001341,PRT0027,PLT003,2692,1486,933,2026-06-09
INV001342,PRT0404,PLT003,999,1495,1337,2026-06-21
INV001343,PRT0858,PLT003,868,1309,1150,2026-05-27
INV001344,PRT0851,PLT006,942,414,251,2026-05-06
INV001345,PRT0979,PLT003,5147,1450,1078,2026-06-12
INV001346,PRT0994,PLT001,2698,1316,1049,2026-04-07
INV001347,PRT0333,PLT006,3711,1443,1135,2026-05-02
INV001348,PRT0133,PLT002,4662,1603,1397,2026-06-17
INV001349,PRT0290,PLT003,5272,1867,1147,2026-05-14
INV001350,PRT0561,PLT005,579,1734,1069,2026-04-20
INV001351,PRT0183,PLT002,1045,881,553,2026-05-15
INV001352,PRT0022,PLT002,730,1678,1442,2026-04-15
INV001353,PRT0292,PLT006,824,433,310,2026-05-07
INV001354,PRT0124,PLT003,1262,1641,1454,2026-05-15
INV001355,PRT0926,PLT006,2540,1105,928,2026-05-05
INV001356,PRT0853,PLT003,787,1335,853,2026-05-22
INV001357,PRT0907,PLT004,3649,1149,758,2026-04-13
INV001358,PRT0093,PLT004,3465,1075,731,2026-05-28
INV001359,PRT0445,PLT006,1526,1760,1250,2026-06-17
INV001360,PRT0350,PLT004,2102,972,610,2026-06-08
INV001361,PRT0731,PLT002,5621,1485,990,2026-04-13
INV001362,PRT0086,PLT003,4298,1114,844,2026-05-27
INV001363,PRT0308,PLT002,3912,1058,773,2026-05-10
INV001364,PRT0862,PLT002,615,361,290,2026-06-13
INV001365,PRT0049,PLT005,4657,1171,852,2026-06-13
INV001366,PRT0523,PLT004,220,256,224,2026-05-18
INV001367,PRT0738,PLT005,2706,945,593,2026-05-05
INV001368,PRT0600,PLT001,2087,1764,1192,2026-05-15
INV001369,PRT0759,PLT006,933,1674,1257,2026-06-11
INV001370,PRT0864,PLT004,1492,1047,684,2026-06-07
INV001371,PRT0305,PLT003,721,192,119,2026-04-13
INV001372,PRT0639,PLT003,3685,1302,1064,2026-05-21
INV001373,PRT0217,PLT002,766,799,711,2026-06-05
INV001374,PRT0893,PLT006,531,260,214,2026-04-21
INV001375,PRT0006,PLT004,36,317,231,2026-05-28
INV001376,PRT0489,PLT004,1343,338,204,2026-04-12
INV001377,PRT0989,PLT006,5388,1516,1093,2026-04-04
INV001378,PRT0634,PLT005,2480,1332,1089,2026-04-28
INV001379,PRT0692,PLT004,2827,838,676,2026-05-14
INV001380,PRT0139,PLT001,1024,1747,1206,2026-06-19
INV001381,PRT0713,PLT002,32,490,310,2026-06-15
INV001382,PRT0665,PLT002,3941,1859,1130,2026-06-20
INV001383,PRT0879,PLT005,5128,1430,961,2026-06-05
INV001384,PRT0475,PLT002,1576,490,306,2026-04-22
INV001385,PRT0171,PLT002,954,1070,777,2026-04-25
INV001386,PRT0483,PLT001,3973,1613,1307,2026-04-24
INV001387,PRT0207,PLT003,1987,1860,1366,2026-04-02
INV001388,PRT0053,PLT003,3209,1266,1074,2026-04-29
INV001389,PRT0731,PLT004,433,116,73,2026-05-26
INV001390,PRT0593,PLT005,3019,951,812,2026-04-25
INV001391,PRT0038,PLT004,2382,1597,1223,2026-04-05
INV001392,PRT0743,PLT005,2420,918,684,2026-04-02
INV001393,PRT0238,PLT006,3996,1489,1297,2026-04-24
INV001394,PRT0591,PLT003,432,224,169,2026-05-15
INV001395,PRT0911,PLT004,3417,1233,763,2026-06-15
INV001396,PRT0356,PLT004,1323,339,253,2026-06-02
INV001397,PRT0295,PLT006,1321,1528,1116,2026-04-20
INV001398,PRT0238,PLT005,897,493,365,2026-04-26
INV001399,PRT0944,PLT005,1389,549,426,2026-04-16
INV001400,PRT0480,PLT002,5381,1847,1575,2026-04-22
INV001401,PRT0400,PLT004,5827,1908,1312,2026-05-21
INV001402,PRT0753,PLT003,5345,1806,1593,2026-04-24
INV001403,PRT0166,PLT005,6918,1730,1283,2026-04-16
INV001404,PRT0684,PLT004,353,524,358,2026-04-30
INV001405,PRT0621,PLT004,320,364,237,2026-04-01
INV001406,PRT0311,PLT002,1011,306,256,2026-05-28
INV001407,PRT0368,PLT003,74,528,405,2026-06-24
INV001408,PRT0848,PLT005,715,831,667,2026-05-26
INV001409,PRT0441,PLT001,345,165,138,2026-06-10
INV001410,PRT0230,PLT004,4603,1364,911,2026-04-21
INV001411,PRT0788,PLT001,1455,628,564,2026-04-26
INV001412,PRT0918,PLT002,2191,1677,1447,2026-04-14
INV001413,PRT0619,PLT006,4222,1847,1490,2026-05-14
INV001414,PRT0819,PLT004,896,313,254,2026-05-27
INV001415,PRT0801,PLT005,867,1823,1507,2026-06-15
INV001416,PRT0844,PLT005,834,1348,1125,2026-05-30
INV001417,PRT0646,PLT001,171,185,139,2026-06-03
INV001418,PRT0161,PLT006,2962,1883,1245,2026-05-08
INV001419,PRT0511,PLT006,2072,698,567,2026-05-10
INV001420,PRT0373,PLT003,5300,1882,1185,2026-04-12
INV001421,PRT0207,PLT004,6951,1777,1139,2026-06-17
INV001422,PRT0252,PLT004,26,951,790,2026-05-08
INV001423,PRT0088,PLT003,701,799,548,2026-05-18
INV001424,PRT0370,PLT006,1699,862,702,2026-05-06
INV001425,PRT0432,PLT002,4338,1461,984,2026-04-05
INV001426,PRT0941,PLT004,846,382,321,2026-04-21
INV001427,PRT0529,PLT006,6982,1939,1430,2026-05-24
INV001428,PRT0150,PLT001,1812,840,741,2026-05-23
INV001429,PRT0087,PLT003,570,1569,1320,2026-05-18
INV001430,PRT0445,PLT001,673,744,536,2026-06-22
INV001431,PRT0945,PLT006,2704,905,749,2026-04-13
INV001432,PRT0647,PLT006,118,409,356,2026-05-13
INV001433,PRT0997,PLT003,4258,1736,1385,2026-04-14
INV001434,PRT0718,PLT005,2788,958,690,2026-04-15
INV001435,PRT0322,PLT003,6084,1889,1305,2026-04-04
INV001436,PRT0541,PLT005,460,116,98,2026-05-21
INV001437,PRT0457,PLT006,3309,1985,1278,2026-04-30
INV001438,PRT0715,PLT003,1811,520,450,2026-06-17
INV001439,PRT0415,PLT002,5314,1917,1617,2026-06-11
INV001440,PRT0551,PLT003,302,1904,1314,2026-04-26
INV001441,PRT0901,PLT002,3031,898,734,2026-05-04
INV001442,PRT0219,PLT001,2325,1165,1045,2026-04-15
INV001443,PRT0349,PLT006,4270,1147,878,2026-04-30
INV001444,PRT0553,PLT005,1631,427,259,2026-05-27
INV001445,PRT0744,PLT004,1244,629,422,2026-05-21
INV001446,PRT0862,PLT003,491,1134,717,2026-03-28
INV001447,PRT0127,PLT001,1451,631,497,2026-04-01
INV001448,PRT0460,PLT003,1021,1649,1311,2026-04-18
INV001449,PRT0348,PLT002,3712,1272,1044,2026-04-02
INV001450,PRT0580,PLT006,4764,1749,1440,2026-05-03
INV001451,PRT0547,PLT005,5451,1931,1701,2026-03-31
INV001452,PRT0683,PLT006,1165,578,407,2026-05-19
INV001453,PRT0533,PLT006,3093,1273,1020,2026-06-14
INV001454,PRT0597,PLT002,2115,607,383,2026-04-22
INV001455,PRT0101,PLT002,3721,1785,1487,2026-05-02
INV001456,PRT0084,PLT001,3375,1557,1133,2026-05-11
INV001457,PRT0488,PLT002,133,227,165,2026-04-13
INV001458,PRT0539,PLT004,2772,1013,631,2026-05-12
INV001459,PRT0893,PLT003,3234,1304,1001,2026-04-11
INV001460,PRT0451,PLT006,3468,1296,971,2026-06-13
INV001461,PRT0844,PLT002,3415,1102,903,2026-05-17
INV001462,PRT0729,PLT004,992,395,296,2026-04-01
INV001463,PRT0884,PLT005,1051,364,324,2026-05-18
INV001464,PRT0485,PLT001,932,341,275,2026-04-20
INV001465,PRT0379,PLT001,4579,1628,1053,2026-06-11
INV001466,PRT0124,PLT003,903,1332,1139,2026-04-09
INV001467,PRT0157,PLT001,4282,1270,872,2026-04-30
INV001468,PRT0311,PLT003,1533,860,594,2026-06-17
INV001469,PRT0146,PLT005,1170,1095,666,2026-06-09
INV001470,PRT0313,PLT003,3662,963,591,2026-06-20
INV001471,PRT0003,PLT001,2002,541,354,2026-05-02
INV001472,PRT0428,PLT004,366,1221,860,2026-05-18
INV001473,PRT0922,PLT003,3705,1273,882,2026-06-01
INV001474,PRT0854,PLT005,5898,1700,1212,2026-06-22
INV001475,PRT0652,PLT004,1033,371,307,2026-04-18
INV001476,PRT0153,PLT006,3678,1659,1219,2026-06-24
INV001477,PRT0681,PLT005,2559,766,480,2026-06-11
INV001478,PRT0405,PLT003,3687,938,671,2026-03-30
INV001479,PRT0754,PLT003,3629,1207,740,2026-06-21
INV001480,PRT0725,PLT001,1356,1422,890,2026-06-01
INV001481,PRT0575,PLT006,2530,1271,1002,2026-04-16
INV001482,PRT0198,PLT005,174,353,279,2026-04-28
INV001483,PRT0981,PLT005,433,1209,934,2026-05-26
INV001484,PRT0515,PLT001,3898,1168,767,2026-05-10
INV001485,PRT0185,PLT001,1089,346,275,2026-05-30
INV001486,PRT0850,PLT006,1004,663,554,2026-06-10
INV001487,PRT0087,PLT005,3639,1818,1574,2026-05-15
INV001488,PRT0047,PLT004,4824,1342,934,2026-05-08
INV001489,PRT0448,PLT002,2784,1865,1641,2026-05-03
INV001490,PRT0325,PLT004,2162,949,576,2026-05-29
INV001491,PRT0555,PLT002,406,626,392,2026-04-07
INV001492,PRT0787,PLT001,1046,684,439,2026-06-12
INV001493,PRT0695,PLT002,834,415,287,2026-06-18
INV001494,PRT0186,PLT001,333,220,172,2026-05-20
INV001495,PRT0102,PLT003,3194,1560,963,2026-04-02
INV001496,PRT0265,PLT004,663,391,283,2026-04-21
INV001497,PRT0208,PLT002,424,1795,1561,2026-04-11
INV001498,PRT0505,PLT005,1937,1640,1277,2026-06-19
INV001499,PRT0276,PLT001,942,1640,1232,2026-04-06
INV001500,PRT0068,PLT004,1667,751,555,2026-04-20
INV001501,PRT0936,PLT001,239,159,114,2026-03-31
INV001502,PRT0692,PLT001,2400,651,498,2026-06-20
INV001503,PRT0312,PLT005,514,604,500,2026-04-09
INV001504,PRT0652,PLT005,3466,933,684,2026-06-19
INV001505,PRT0383,PLT005,583,516,430,2026-04-01
INV001506,PRT0976,PLT004,1100,444,370,2026-06-02
INV001507,PRT0002,PLT004,342,1966,1507,2026-04-23
INV001508,PRT0996,PLT002,5349,1798,1413,2026-05-01
INV001509,PRT0280,PLT005,246,101,62,2026-06-06
INV001510,PRT0360,PLT006,1557,613,522,2026-06-05
INV001511,PRT0289,PLT001,2090,535,414,2026-04-16
INV001512,PRT0072,PLT003,1153,430,353,2026-04-20
INV001513,PRT0851,PLT002,251,283,203,2026-06-08
INV001514,PRT0900,PLT004,2289,1584,1214,2026-04-26
INV001515,PRT0906,PLT006,1303,531,415,2026-06-14
INV001516,PRT0725,PLT004,3083,801,633,2026-04-09
INV001517,PRT0350,PLT002,1317,659,444,2026-04-14
INV001518,PRT0017,PLT006,2690,1041,924,2026-04-17
INV001519,PRT0624,PLT004,4,373,296,2026-04-01
INV001520,PRT0178,PLT004,344,108,94,2026-04-03
INV001521,PRT0781,PLT004,4005,1238,1075,2026-05-21
INV001522,PRT0552,PLT001,635,1202,750,2026-04-29
INV001523,PRT0456,PLT006,5501,1927,1637,2026-06-25
INV001524,PRT0848,PLT005,770,352,248,2026-05-29
INV001525,PRT0832,PLT006,3145,833,596,2026-03-30
INV001526,PRT0959,PLT002,189,117,74,2026-05-08
INV001527,PRT0021,PLT003,3043,1010,608,2026-04-23
INV001528,PRT0197,PLT001,2931,1493,1308,2026-05-25
INV001529,PRT0828,PLT006,2483,1771,1388,2026-06-11
INV001530,PRT0991,PLT003,2022,552,369,2026-06-22
INV001531,PRT0215,PLT001,620,175,119,2026-06-11
INV001532,PRT0406,PLT001,1307,501,448,2026-04-14
INV001533,PRT0506,PLT002,4098,1881,1285,2026-05-11
INV001534,PRT0689,PLT006,4634,1230,809,2026-05-27
INV001535,PRT0603,PLT002,535,1334,1026,2026-06-03
INV001536,PRT0956,PLT005,2126,1627,1007,2026-06-12
INV001537,PRT0747,PLT003,4285,1852,1237,2026-04-24
INV001538,PRT0994,PLT006,47,492,420,2026-05-23
INV001539,PRT0698,PLT005,2071,1488,1130,2026-06-08
INV001540,PRT0657,PLT006,3498,1908,1404,2026-06-20
INV001541,PRT0443,PLT004,2646,1431,880,2026-06-11
INV001542,PRT0478,PLT004,2122,661,420,2026-04-17
INV001543,PRT0906,PLT006,178,840,634,2026-05-17
INV001544,PRT0546,PLT004,1720,559,343,2026-05-20
INV001545,PRT0343,PLT001,797,747,449,2026-05-19
INV001546,PRT0756,PLT002,207,1902,1467,2026-04-29
INV001547,PRT0940,PLT002,609,1512,1099,2026-06-22
INV001548,PRT0065,PLT006,636,503,326,2026-06-19
INV001549,PRT0443,PLT001,3931,1380,868,2026-06-04
INV001550,PRT0861,PLT003,2738,1313,1101,2026-04-15
INV001551,PRT0982,PLT003,976,606,383,2026-06-23
INV001552,PRT0533,PLT002,2732,1804,1111,2026-06-25
INV001553,PRT0450,PLT001,634,249,207,2026-05-02
INV001554,PRT0088,PLT001,1022,1380,1012,2026-05-16
INV001555,PRT0912,PLT006,2566,1977,1205,2026-06-18
INV001556,PRT0942,PLT004,63,233,194,2026-04-30
INV001557,PRT0443,PLT001,641,212,146,2026-04-01
INV001558,PRT0054,PLT003,1145,308,247,2026-04-03
INV001559,PRT0633,PLT004,785,1840,1314,2026-06-17
INV001560,PRT0465,PLT004,43,577,495,2026-05-19
INV001561,PRT0348,PLT006,829,1050,880,2026-05-18
INV001562,PRT0530,PLT003,3719,1483,1238,2026-04-16
INV001563,PRT0013,PLT005,841,1303,857,2026-05-26
INV001564,PRT0927,PLT005,1586,1560,967,2026-06-04
INV001565,PRT0364,PLT004,524,358,283,2026-06-22
INV001566,PRT0191,PLT002,3642,1085,886,2026-04-01
INV001567,PRT0131,PLT003,123,381,319,2026-06-14
INV001568,PRT0319,PLT005,2930,1297,947,2026-06-03
INV001569,PRT0151,PLT004,1192,1912,1457,2026-04-12
INV001570,PRT0378,PLT001,1192,732,571,2026-04-15
INV001571,PRT0059,PLT002,1184,1160,900,2026-06-19
INV001572,PRT0433,PLT003,447,1138,962,2026-04-11
INV001573,PRT0931,PLT002,1311,500,446,2026-04-21
INV001574,PRT0684,PLT004,1551,1708,1059,2026-04-05
INV001575,PRT0615,PLT006,3828,1522,1229,2026-04-20
INV001576,PRT0987,PLT003,2318,778,665,2026-05-23
INV001577,PRT0167,PLT001,2692,1361,938,2026-05-02
INV001578,PRT0508,PLT002,345,1030,888,2026-04-11
INV001579,PRT0710,PLT002,1827,1984,1192,2026-05-19
INV001580,PRT0493,PLT006,1958,1055,830,2026-04-26
INV001581,PRT0827,PLT006,2715,1673,1481,2026-04-02
INV001582,PRT0846,PLT001,754,869,574,2026-06-19
INV001583,PRT0031,PLT005,1465,843,508,2026-05-25
INV001584,PRT0200,PLT006,901,335,215,2026-06-24
INV001585,PRT0045,PLT001,2948,1299,1135,2026-06-05
INV001586,PRT0225,PLT003,356,507,334,2026-06-07
INV001587,PRT0252,PLT002,4542,1572,1025,2026-04-04
