DeliveryID,POLineID,DeliveryDate,ReceivedQuantity,RejectedQuantity,DelayDays,OnTimeFlag
DEL003877,POL004774,2024-07-18,1241,0,0,True
DEL003878,POL015144,2026-06-23,413,0,0,True
DEL003879,POL039259,2026-06-05,1162,0,0,True
DEL003880,POL002103,2025-02-08,3901,0,0,True
DEL003881,POL058975,2025-08-07,1576,0,3,False
DEL003882,POL039581,2024-12-16,540,0,0,True
DEL003883,POL029763,2026-04-01,2119,0,5,False
DEL003884,POL061126,2025-06-11,1538,0,1,False
DEL003885,POL060726,2026-07-08,1167,0,0,True
DEL003886,POL019076,2025-01-11,367,0,5,False
DEL003887,POL006963,2025-08-04,91,0,0,True
DEL003888,POL056805,2026-02-17,2400,0,0,True
DEL003889,POL067183,2025-09-30,849,2,0,True
DEL003890,POL062844,2025-12-15,1278,0,0,True
DEL003891,POL066417,2024-10-22,1440,0,0,True
DEL003892,POL073609,2026-06-25,1532,0,0,True
DEL003893,POL068301,2024-08-30,179,0,0,True
DEL003894,POL060332,2025-07-11,1259,0,0,True
DEL003895,POL006674,2025-10-05,3843,0,2,False
DEL003896,POL057462,2025-12-21,2990,0,2,False
DEL003897,POL004740,2024-12-17,3629,0,1,False
DEL003898,POL074233,2024-11-12,1986,2,0,True
DEL003899,POL049536,2026-01-24,4329,0,0,True
DEL003900,POL035011,2025-11-22,4583,1,0,True
DEL003901,POL012215,2025-12-02,2352,0,0,True
DEL003902,POL005491,2026-07-30,627,2,0,True
DEL003903,POL025493,2025-01-13,904,0,0,True
DEL003904,POL019877,2026-04-18,1835,0,0,True
DEL003905,POL027606,2025-03-19,1702,0,0,True
DEL003906,POL004911,2025-11-18,3126,0,0,True
DEL003907,POL028718,2025-04-05,523,1,0,True
DEL003908,POL064682,2024-08-08,4121,0,0,True
DEL003909,POL044924,2026-06-13,1485,0,0,True
DEL003910,POL033828,2025-02-23,3363,0,0,True
DEL003911,POL043333,2024-12-08,2290,0,0,True
DEL003912,POL077304,2026-01-18,1079,0,0,True
DEL003913,POL032152,2024-10-20,1172,0,0,True
DEL003914,POL035677,2026-01-08,3216,0,0,True
DEL003915,POL053047,2026-05-01,1763,0,0,True
DEL003916,POL033770,2025-11-05,1963,0,0,True
DEL003917,POL028699,2025-08-15,2341,0,3,False
DEL003918,POL020088,2025-06-12,2046,0,5,False
DEL003919,POL047579,2025-01-12,2706,0,0,True
DEL003920,POL043413,2024-12-13,1902,0,0,True
DEL003921,POL063069,2024-11-30,3927,0,7,False
DEL003922,POL041151,2025-03-10,922,0,5,False
DEL003923,POL056646,2025-11-14,1630,5,0,True
DEL003924,POL043750,2026-03-06,234,0,7,False
DEL003925,POL063770,2025-10-05,729,1,3,False
DEL003926,POL051950,2026-06-12,1583,0,0,True
DEL003927,POL030817,2024-08-06,530,0,0,True
DEL003928,POL044055,2024-08-01,1493,0,0,True
DEL003929,POL010864,2025-06-10,1035,0,0,True
DEL003930,POL001113,2025-12-31,2692,0,0,True
DEL003931,POL012100,2026-07-24,4210,0,7,False
DEL003932,POL006732,2026-05-12,801,0,0,True
DEL003933,POL038198,2024-11-07,2556,0,14,False
DEL003934,POL046826,2025-07-05,1768,0,1,False
DEL003935,POL040602,2024-07-29,202,20,0,True
DEL003936,POL010794,2025-12-02,242,0,14,False
DEL003937,POL025199,2025-05-18,2752,0,2,False
DEL003938,POL064273,2024-09-20,510,0,0,True
DEL003939,POL068956,2025-09-14,3671,0,0,True
DEL003940,POL008513,2026-02-09,272,0,0,True
DEL003941,POL067488,2024-09-29,3807,0,0,True
DEL003942,POL037185,2025-08-15,656,0,0,True
DEL003943,POL061953,2024-08-18,1279,2,2,False
DEL003944,POL040161,2026-03-05,2730,0,0,True
DEL003945,POL030819,2024-12-17,2477,0,2,False
DEL003946,POL027597,2024-10-30,435,0,0,True
DEL003947,POL004824,2025-04-15,1032,0,0,True
DEL003948,POL019357,2025-06-03,2948,0,0,True
DEL003949,POL009627,2024-12-12,2441,0,0,True
DEL003950,POL075927,2026-04-20,3025,0,0,True
DEL003951,POL016072,2025-06-17,538,2,5,False
DEL003952,POL072368,2026-06-11,738,2,1,False
DEL003953,POL027496,2025-09-11,122,0,5,False
DEL003954,POL020517,2025-09-26,2530,0,0,True
DEL003955,POL004113,2026-01-06,1980,0,3,False
DEL003956,POL065224,2025-05-17,692,0,0,True
DEL003957,POL042413,2026-01-30,1250,0,0,True
DEL003958,POL055359,2025-05-22,574,0,1,False
DEL003959,POL024113,2025-01-26,893,2,0,True
DEL003960,POL054500,2026-06-09,1291,0,0,True
DEL003961,POL018395,2025-11-18,993,0,0,True
DEL003962,POL036420,2025-08-09,1098,0,5,False
DEL003963,POL005040,2025-04-24,531,0,2,False
DEL003964,POL044953,2024-09-17,1543,0,2,False
DEL003965,POL013710,2026-01-01,1270,5,0,True
DEL003966,POL026439,2026-01-29,1426,0,0,True
DEL003967,POL066189,2025-08-07,199,0,0,True
DEL003968,POL077397,2025-09-19,3931,0,0,True
DEL003969,POL005168,2025-01-18,1628,0,0,True
DEL003970,POL059827,2025-08-23,1489,0,0,True
DEL003971,POL077244,2026-07-03,189,0,0,True
DEL003972,POL054690,2025-05-27,970,1,5,False
DEL003973,POL077450,2025-10-02,2130,0,0,True
DEL003974,POL005074,2024-12-11,243,0,2,False
DEL003975,POL000562,2024-11-21,1612,0,0,True
DEL003976,POL058885,2026-05-27,584,0,0,True
DEL003977,POL009976,2026-06-29,2320,0,2,False
DEL003978,POL071637,2025-03-19,1502,0,7,False
DEL003979,POL040135,2024-12-19,1350,0,2,False
DEL003980,POL076045,2025-04-24,2060,0,0,True
DEL003981,POL015188,2025-06-10,764,0,3,False
DEL003982,POL043069,2026-04-16,1842,0,0,True
DEL003983,POL056296,2025-09-11,118,2,0,True
DEL003984,POL002712,2024-11-16,1161,0,0,True
DEL003985,POL022155,2025-01-28,3935,0,1,False
DEL003986,POL021216,2026-05-03,1149,0,5,False
DEL003987,POL047374,2025-01-12,693,0,0,True
DEL003988,POL071083,2025-08-06,2032,0,1,False
DEL003989,POL020391,2024-10-08,286,2,3,False
DEL003990,POL008649,2025-09-06,2362,0,2,False
DEL003991,POL035397,2026-03-16,1065,0,10,False
DEL003992,POL044241,2025-09-18,841,0,0,True
DEL003993,POL016004,2025-01-24,525,0,0,True
DEL003994,POL010915,2024-12-07,509,0,0,True
DEL003995,POL050841,2024-12-07,1985,2,2,False
DEL003996,POL002390,2026-02-16,988,0,5,False
DEL003997,POL011328,2025-08-29,1878,0,14,False
DEL003998,POL021017,2025-07-12,2271,0,0,True
DEL003999,POL062743,2025-01-05,4586,0,14,False
DEL004000,POL003905,2026-02-02,2543,0,0,True
DEL004001,POL056676,2025-04-25,804,0,0,True
DEL004002,POL052752,2025-04-17,1172,0,0,True
DEL004003,POL063364,2026-06-07,2189,0,2,False
DEL004004,POL029721,2026-03-29,797,0,3,False
DEL004005,POL060012,2025-07-22,4102,0,0,True
DEL004006,POL005501,2024-10-27,468,0,0,True
DEL004007,POL046586,2025-08-20,2680,0,0,True
DEL004008,POL054465,2025-12-04,577,5,1,False
DEL004009,POL060750,2025-10-21,1336,0,0,True
DEL004010,POL073586,2024-12-28,950,0,2,False
DEL004011,POL064795,2026-04-26,3522,0,0,True
DEL004012,POL044657,2024-08-03,376,0,0,True
DEL004013,POL041559,2026-04-12,3632,0,0,True
DEL004014,POL038464,2025-10-06,1891,0,0,True
DEL004015,POL039349,2025-03-14,49,0,1,False
DEL004016,POL049753,2025-10-02,1330,0,14,False
DEL004017,POL054006,2025-12-03,1563,0,14,False
DEL004018,POL065312,2025-10-04,1061,0,0,True
DEL004019,POL003428,2026-05-28,183,0,14,False
DEL004020,POL012200,2026-06-26,1593,0,3,False
DEL004021,POL013124,2025-02-19,1376,5,0,True
DEL004022,POL043750,2026-02-27,237,0,0,True
DEL004023,POL027828,2025-05-05,1557,0,0,True
DEL004024,POL036244,2026-02-09,3445,0,0,True
DEL004025,POL010442,2025-04-09,3681,2,2,False
DEL004026,POL071574,2026-06-07,3446,0,0,True
DEL004027,POL013165,2026-03-10,2327,2,5,False
DEL004028,POL040881,2024-09-28,2628,0,5,False
DEL004029,POL043682,2025-10-07,112,0,0,True
DEL004030,POL012363,2025-05-06,1014,0,7,False
DEL004031,POL062519,2025-10-16,78,0,0,True
DEL004032,POL014011,2025-07-17,3895,2,0,True
DEL004033,POL032451,2024-09-14,1907,0,0,True
DEL004034,POL074582,2024-08-26,1659,0,1,False
DEL004035,POL002208,2024-12-16,216,0,0,True
DEL004036,POL066806,2024-11-18,1394,0,0,True
DEL004037,POL068548,2025-07-31,838,0,3,False
DEL004038,POL031184,2025-08-30,882,0,0,True
DEL004039,POL050914,2024-09-20,517,0,0,True
DEL004040,POL053022,2026-05-22,2675,1,10,False
DEL004041,POL037705,2024-10-31,1490,0,0,True
DEL004042,POL033424,2025-01-08,1504,0,0,True
DEL004043,POL015023,2025-10-21,2255,0,0,True
DEL004044,POL016803,2025-08-13,1737,0,0,True
DEL004045,POL032609,2026-04-06,547,0,0,True
DEL004046,POL032768,2025-10-19,718,0,1,False
DEL004047,POL017428,2024-09-20,549,2,10,False
DEL004048,POL075311,2025-04-09,227,0,0,True
DEL004049,POL001804,2025-08-20,715,0,0,True
DEL004050,POL018925,2025-01-31,1610,0,0,True
DEL004051,POL042614,2025-04-12,2544,0,10,False
DEL004052,POL036054,2025-10-25,1160,0,0,True
DEL004053,POL019126,2024-08-19,2933,0,0,True
DEL004054,POL031821,2025-01-21,2183,0,0,True
DEL004055,POL033045,2024-11-08,1397,0,0,True
DEL004056,POL007811,2025-11-30,1568,0,1,False
DEL004057,POL054186,2026-04-05,2155,0,0,True
DEL004058,POL036613,2026-03-01,1250,0,0,True
DEL004059,POL069415,2025-02-05,3055,0,0,True
DEL004060,POL029402,2026-06-19,2281,0,0,True
DEL004061,POL051197,2025-04-24,3210,0,0,True
DEL004062,POL017497,2025-12-21,2052,0,0,True
DEL004063,POL050408,2025-04-04,841,0,0,True
DEL004064,POL018966,2026-05-25,2173,0,0,True
DEL004065,POL033399,2025-02-28,569,0,1,False
DEL004066,POL067697,2024-10-31,579,0,2,False
DEL004067,POL008254,2025-10-14,835,0,0,True
DEL004068,POL037069,2025-05-31,2329,0,0,True
DEL004069,POL072871,2025-01-27,785,1,3,False
DEL004070,POL065148,2025-06-21,1029,0,10,False
DEL004071,POL002566,2025-12-22,4308,0,0,True
DEL004072,POL055015,2024-12-29,468,0,0,True
DEL004073,POL024560,2025-08-12,2314,0,0,True
DEL004074,POL055686,2026-05-02,2456,0,0,True
DEL004075,POL026145,2026-02-15,495,0,0,True
DEL004076,POL078850,2025-04-07,2370,0,0,True
DEL004077,POL061847,2026-05-21,2490,0,0,True
DEL004078,POL044060,2025-01-28,268,0,0,True
DEL004079,POL064639,2026-03-11,3536,0,0,True
DEL004080,POL009997,2026-04-29,838,0,0,True
DEL004081,POL005752,2025-05-30,1361,0,0,True
DEL004082,POL009517,2024-09-28,1830,0,0,True
DEL004083,POL017790,2026-07-08,55,0,0,True
DEL004084,POL012696,2025-10-18,953,1,0,True
DEL004085,POL053627,2026-05-31,2047,0,0,True
DEL004086,POL058962,2026-02-17,1816,0,5,False
DEL004087,POL031026,2025-02-15,23,0,0,True
DEL004088,POL078424,2025-05-15,3782,2,0,True
DEL004089,POL031616,2025-07-16,1110,0,0,True
DEL004090,POL000834,2026-03-22,51,0,5,False
DEL004091,POL028359,2024-08-19,2650,0,2,False
DEL004092,POL066022,2026-04-08,1371,0,0,True
DEL004093,POL000013,2025-05-02,760,2,0,True
DEL004094,POL059292,2025-08-06,2082,0,0,True
DEL004095,POL012781,2025-08-04,963,0,14,False
DEL004096,POL025238,2025-03-18,145,0,0,True
DEL004097,POL005926,2025-12-16,295,0,1,False
DEL004098,POL025906,2025-06-15,2970,0,0,True
DEL004099,POL058913,2025-09-30,1573,0,0,True
DEL004100,POL026761,2026-01-03,271,0,0,True
DEL004101,POL056600,2025-06-05,1318,0,0,True
DEL004102,POL020850,2026-02-28,1493,0,0,True
DEL004103,POL004605,2025-06-18,4055,0,0,True
DEL004104,POL055097,2025-10-02,191,0,0,True
DEL004105,POL020151,2026-07-05,739,0,0,True
DEL004106,POL021783,2025-12-10,3438,0,0,True
DEL004107,POL069582,2025-05-31,55,0,7,False
DEL004108,POL076759,2024-11-15,3253,0,14,False
DEL004109,POL077893,2025-07-30,3785,0,0,True
DEL004110,POL058860,2024-11-20,2000,0,0,True
DEL004111,POL058337,2026-07-10,2522,0,0,True
DEL004112,POL002626,2025-04-29,2446,0,0,True
DEL004113,POL070183,2024-09-24,224,0,0,True
DEL004114,POL015119,2025-10-14,263,1,2,False
DEL004115,POL030113,2025-05-27,3244,2,1,False
DEL004116,POL014833,2025-02-11,346,1,0,True
DEL004117,POL076109,2025-12-10,2438,0,1,False
DEL004118,POL067890,2024-10-17,2630,0,0,True
DEL004119,POL016572,2025-04-08,1276,0,0,True
DEL004120,POL079548,2025-01-11,762,0,0,True
DEL004121,POL072389,2025-07-25,1906,0,0,True
DEL004122,POL034034,2026-03-28,862,0,0,True
DEL004123,POL023372,2025-10-21,856,0,0,True
DEL004124,POL026910,2025-10-14,2068,0,0,True
DEL004125,POL011716,2025-12-14,2125,0,0,True
DEL004126,POL055329,2025-12-19,1985,0,1,False
DEL004127,POL042185,2024-09-08,139,20,0,True
DEL004128,POL044261,2025-02-24,2272,0,0,True
DEL004129,POL003582,2025-12-27,267,0,2,False
DEL004130,POL003978,2026-03-21,1706,0,0,True
DEL004131,POL076788,2025-08-20,968,0,0,True
DEL004132,POL012880,2024-11-01,3632,0,0,True
DEL004133,POL007504,2025-07-08,1127,5,2,False
DEL004134,POL003388,2025-08-15,1391,0,1,False
DEL004135,POL015094,2025-04-04,890,0,2,False
DEL004136,POL038292,2024-11-12,1502,0,0,True
DEL004137,POL019392,2025-01-01,3544,0,0,True
DEL004138,POL037642,2026-01-31,1561,0,0,True
DEL004139,POL037877,2025-09-09,4623,0,0,True
DEL004140,POL049735,2026-01-08,54,0,0,True
DEL004141,POL003441,2026-05-16,146,0,0,True
DEL004142,POL034248,2026-01-25,1574,0,3,False
DEL004143,POL044760,2024-07-31,4390,0,0,True
DEL004144,POL069473,2026-07-17,1337,0,0,True
DEL004145,POL030908,2025-09-01,153,0,0,True
DEL004146,POL042159,2025-11-13,1098,0,0,True
DEL004147,POL022314,2025-01-18,1537,0,2,False
DEL004148,POL072423,2026-04-09,1991,0,1,False
DEL004149,POL053312,2024-10-06,3019,0,0,True
DEL004150,POL073173,2024-10-21,322,0,0,True
DEL004151,POL002228,2025-03-08,2417,0,2,False
DEL004152,POL068921,2025-06-05,1457,0,0,True
DEL004153,POL006159,2025-08-15,337,0,5,False
DEL004154,POL069282,2025-09-01,3598,1,0,True
DEL004155,POL000652,2025-04-14,2243,0,0,True
DEL004156,POL023259,2025-11-21,3039,0,0,True
DEL004157,POL032639,2026-03-23,2662,0,0,True
DEL004158,POL024601,2026-02-09,680,0,0,True
DEL004159,POL031750,2024-10-18,1531,0,0,True
DEL004160,POL052440,2026-06-12,2319,0,0,True
DEL004161,POL068384,2024-10-05,2303,0,0,True
DEL004162,POL020788,2025-07-20,2834,0,0,True
DEL004163,POL017107,2025-12-24,779,0,0,True
DEL004164,POL013644,2025-01-17,2193,0,0,True
DEL004165,POL005345,2025-09-16,2484,2,2,False
DEL004166,POL051103,2026-05-30,1282,0,0,True
DEL004167,POL005547,2024-12-07,2372,0,0,True
DEL004168,POL048372,2025-04-20,964,0,0,True
DEL004169,POL003050,2026-01-31,1786,0,1,False
DEL004170,POL053896,2026-03-11,563,0,2,False
DEL004171,POL069515,2026-07-02,145,0,0,True
DEL004172,POL014283,2026-01-02,851,0,0,True
DEL004173,POL067994,2024-10-26,1380,0,0,True
DEL004174,POL017597,2025-09-21,41,0,0,True
DEL004175,POL044556,2026-02-25,266,0,0,True
DEL004176,POL038192,2025-11-08,466,0,0,True
DEL004177,POL046539,2025-08-12,458,0,0,True
DEL004178,POL041298,2025-05-28,1696,0,3,False
DEL004179,POL029083,2025-08-07,93,0,2,False
DEL004180,POL078625,2026-02-19,896,0,0,True
DEL004181,POL016224,2024-10-13,3908,5,0,True
DEL004182,POL031601,2025-04-05,1852,0,0,True
DEL004183,POL017657,2025-10-29,1460,20,0,True
DEL004184,POL005140,2026-04-22,635,0,3,False
DEL004185,POL010993,2025-08-26,1548,0,5,False
DEL004186,POL042919,2026-02-19,914,0,14,False
DEL004187,POL065626,2026-01-05,2417,0,3,False
DEL004188,POL068744,2025-07-30,233,1,5,False
DEL004189,POL027356,2026-02-27,178,0,2,False
DEL004190,POL043856,2025-01-09,112,0,2,False
DEL004191,POL078276,2025-05-10,1151,0,0,True
DEL004192,POL049453,2026-07-09,3071,0,0,True
DEL004193,POL037179,2026-02-11,936,0,2,False
DEL004194,POL054462,2025-08-05,1011,0,5,False
DEL004195,POL051349,2025-10-02,4641,0,0,True
DEL004196,POL007595,2024-07-31,3840,0,0,True
DEL004197,POL016145,2024-09-15,1034,0,3,False
DEL004198,POL037597,2024-11-28,2577,0,0,True
DEL004199,POL052036,2026-04-04,1238,0,0,True
DEL004200,POL076882,2025-07-07,716,0,0,True
DEL004201,POL020668,2025-08-01,2050,0,7,False
DEL004202,POL019384,2025-09-11,1398,0,0,True
DEL004203,POL044263,2025-06-24,1004,0,0,True
DEL004204,POL004782,2025-07-11,1042,0,1,False
DEL004205,POL070269,2025-05-25,2226,0,0,True
DEL004206,POL048082,2025-07-04,1221,0,0,True
DEL004207,POL031150,2025-03-16,656,0,0,True
DEL004208,POL006077,2024-12-19,1731,0,0,True
DEL004209,POL016881,2026-03-04,1264,0,0,True
DEL004210,POL005526,2025-01-10,2593,20,7,False
DEL004211,POL068192,2024-11-24,184,0,3,False
DEL004212,POL079617,2026-01-14,2281,0,0,True
DEL004213,POL020185,2026-01-03,147,0,1,False
DEL004214,POL027900,2025-05-10,1702,0,0,True
DEL004215,POL033296,2026-02-08,754,0,5,False
DEL004216,POL056334,2026-05-12,1965,0,0,True
DEL004217,POL014258,2025-06-01,189,0,0,True
DEL004218,POL073581,2024-12-13,1012,0,0,True
DEL004219,POL068747,2026-05-15,1059,0,3,False
DEL004220,POL005288,2025-03-17,2407,0,0,True
DEL004221,POL000650,2026-03-01,1715,0,2,False
DEL004222,POL044907,2026-03-10,1751,0,0,True
DEL004223,POL072128,2025-12-29,1739,0,1,False
DEL004224,POL006046,2024-07-14,4100,0,0,True
DEL004225,POL016271,2026-07-01,4045,0,0,True
DEL004226,POL002367,2024-09-07,1072,0,0,True
DEL004227,POL073986,2025-08-05,833,0,0,True
DEL004228,POL037456,2026-07-17,965,0,0,True
DEL004229,POL059390,2025-01-01,1620,0,14,False
DEL004230,POL078362,2024-08-18,3687,2,1,False
DEL004231,POL055147,2025-10-11,226,0,2,False
DEL004232,POL038852,2025-12-19,4051,0,3,False
DEL004233,POL078684,2026-07-26,2027,0,1,False
DEL004234,POL059796,2026-06-26,3098,0,0,True
DEL004235,POL070159,2024-12-03,2497,0,2,False
DEL004236,POL074549,2024-11-18,663,0,0,True
DEL004237,POL038589,2025-07-22,1592,0,0,True
DEL004238,POL074644,2025-04-25,139,2,0,True
DEL004239,POL024953,2024-11-20,2261,0,0,True
DEL004240,POL018520,2024-09-30,1708,0,2,False
DEL004241,POL073381,2024-07-30,1465,0,10,False
DEL004242,POL003010,2026-04-15,786,0,14,False
DEL004243,POL015430,2025-07-09,2860,5,0,True
DEL004244,POL004001,2025-05-14,298,0,0,True
DEL004245,POL040568,2026-07-21,2267,0,0,True
DEL004246,POL079526,2024-12-03,969,0,0,True
DEL004247,POL047423,2025-01-31,1852,0,1,False
DEL004248,POL073552,2025-01-12,632,0,2,False
DEL004249,POL037317,2025-03-29,570,5,2,False
DEL004250,POL015441,2025-12-19,672,0,14,False
DEL004251,POL071992,2026-02-02,490,0,2,False
DEL004252,POL047019,2026-03-13,1479,0,0,True
DEL004253,POL034871,2024-10-06,3634,0,0,True
DEL004254,POL049585,2025-08-24,930,0,0,True
DEL004255,POL028395,2025-02-03,1689,0,0,True
DEL004256,POL012879,2026-04-06,1715,0,1,False
DEL004257,POL069273,2026-04-19,2875,10,0,True
DEL004258,POL015754,2025-02-08,1212,0,0,True
DEL004259,POL052255,2025-04-08,2477,0,0,True
DEL004260,POL040730,2025-06-04,36,0,3,False
DEL004261,POL005317,2025-01-27,2065,0,3,False
DEL004262,POL029326,2026-01-08,189,0,0,True
DEL004263,POL051207,2025-08-31,189,0,5,False
DEL004264,POL007229,2024-12-20,2307,0,0,True
DEL004265,POL026485,2026-05-17,860,0,0,True
DEL004266,POL043889,2026-03-26,1325,0,2,False
DEL004267,POL008680,2024-08-27,390,0,0,True
DEL004268,POL036602,2024-09-14,979,0,0,True
DEL004269,POL042126,2025-07-08,338,0,0,True
DEL004270,POL068395,2024-11-01,1766,2,0,True
DEL004271,POL053889,2025-09-29,200,0,0,True
DEL004272,POL028903,2026-05-18,1144,0,0,True
DEL004273,POL064916,2024-09-17,3637,0,0,True
DEL004274,POL021275,2024-11-24,376,0,0,True
DEL004275,POL052851,2024-12-08,3132,0,2,False
DEL004276,POL078160,2025-09-17,129,0,0,True
DEL004277,POL012068,2026-07-04,1751,0,1,False
DEL004278,POL062147,2024-10-30,18,10,5,False
DEL004279,POL074111,2026-06-02,1766,0,1,False
DEL004280,POL034544,2026-03-08,3068,0,0,True
DEL004281,POL034446,2025-04-05,2075,0,0,True
DEL004282,POL059490,2025-12-29,1472,2,0,True
DEL004283,POL041183,2025-02-04,1680,0,0,True
DEL004284,POL052601,2026-02-13,224,1,0,True
DEL004285,POL060851,2026-06-28,1860,0,0,True
DEL004286,POL010302,2026-04-28,1315,0,0,True
DEL004287,POL028688,2026-03-03,1866,0,2,False
DEL004288,POL041649,2025-03-22,226,0,0,True
DEL004289,POL045216,2025-06-16,1765,0,0,True
DEL004290,POL009744,2025-03-30,3609,0,5,False
DEL004291,POL034682,2025-08-31,826,0,0,True
DEL004292,POL042340,2026-05-27,2997,0,0,True
DEL004293,POL005637,2025-03-13,985,0,10,False
DEL004294,POL037325,2025-10-07,2417,0,14,False
DEL004295,POL032785,2024-07-21,2762,0,3,False
DEL004296,POL014193,2025-06-27,355,0,5,False
DEL004297,POL065492,2025-10-02,989,1,1,False
DEL004298,POL009854,2025-04-16,865,0,0,True
DEL004299,POL064432,2025-04-27,3607,0,5,False
DEL004300,POL023907,2025-04-25,548,0,0,True
DEL004301,POL055033,2025-01-14,3255,0,0,True
DEL004302,POL064397,2025-11-27,1366,0,2,False
DEL004303,POL055840,2025-05-25,1097,0,3,False
DEL004304,POL070695,2025-10-14,541,0,0,True
DEL004305,POL023229,2026-06-27,2389,0,0,True
DEL004306,POL044365,2025-02-02,1382,2,0,True
DEL004307,POL003004,2024-09-26,532,0,0,True
DEL004308,POL056190,2025-08-11,1675,0,0,True
DEL004309,POL008008,2024-10-16,3171,0,0,True
DEL004310,POL053096,2025-12-03,1557,0,0,True
DEL004311,POL002027,2024-12-16,1006,0,0,True
DEL004312,POL018826,2024-08-26,2039,0,0,True
DEL004313,POL045784,2025-08-03,1053,0,0,True
DEL004314,POL051559,2025-06-14,4165,0,1,False
DEL004315,POL043916,2026-03-15,2904,2,0,True
DEL004316,POL034723,2026-02-12,1891,0,0,True
DEL004317,POL068530,2025-09-07,2040,0,1,False
DEL004318,POL074793,2024-08-27,3589,0,0,True
DEL004319,POL059864,2025-08-13,1151,0,2,False
DEL004320,POL070027,2026-04-06,2587,0,2,False
DEL004321,POL079818,2026-04-15,849,0,0,True
DEL004322,POL020754,2026-02-25,838,0,0,True
DEL004323,POL004445,2026-02-02,4071,0,7,False
DEL004324,POL071079,2025-01-26,2162,0,0,True
DEL004325,POL032870,2026-04-09,683,0,0,True
DEL004326,POL039078,2025-12-22,625,0,3,False
DEL004327,POL079919,2025-07-27,2041,0,0,True
DEL004328,POL011012,2025-06-10,2874,0,0,True
DEL004329,POL066524,2026-01-21,1274,0,0,True
DEL004330,POL057856,2026-02-09,1780,0,0,True
DEL004331,POL071300,2025-03-26,1636,0,0,True
DEL004332,POL070684,2026-07-18,487,0,2,False
DEL004333,POL059246,2024-09-06,790,5,0,True
DEL004334,POL008321,2025-04-23,3925,5,1,False
DEL004335,POL064868,2024-12-07,1490,0,0,True
DEL004336,POL019650,2025-05-11,2689,0,3,False
DEL004337,POL020174,2025-01-15,52,0,3,False
DEL004338,POL075603,2025-05-09,1107,0,0,True
DEL004339,POL069749,2025-06-19,391,0,0,True
DEL004340,POL024411,2026-05-31,1218,0,1,False
DEL004341,POL006799,2024-10-24,1084,0,1,False
DEL004342,POL047233,2025-06-01,2987,0,2,False
DEL004343,POL043500,2024-10-01,3534,0,1,False
DEL004344,POL016362,2024-08-03,335,0,0,True
DEL004345,POL044910,2025-08-26,2252,0,3,False
DEL004346,POL068628,2025-09-24,1836,0,0,True
DEL004347,POL018397,2026-06-13,3735,0,0,True
DEL004348,POL032326,2025-01-09,1430,0,0,True
DEL004349,POL075505,2025-02-19,2599,0,3,False
DEL004350,POL029124,2025-06-13,2225,0,3,False
DEL004351,POL075052,2024-11-11,1455,0,7,False
DEL004352,POL034175,2025-01-24,1230,0,0,True
DEL004353,POL044288,2026-03-06,1517,0,1,False
DEL004354,POL045004,2024-11-22,400,0,0,True
DEL004355,POL077218,2026-03-22,1081,0,0,True
DEL004356,POL069435,2025-06-06,2069,0,0,True
DEL004357,POL029302,2026-03-15,898,0,3,False
DEL004358,POL051278,2026-02-07,398,2,0,True
DEL004359,POL064178,2025-07-16,3064,2,0,True
DEL004360,POL073228,2025-08-30,2346,0,0,True
DEL004361,POL037658,2025-03-21,985,0,2,False
DEL004362,POL040190,2026-02-15,1050,0,0,True
DEL004363,POL067150,2025-11-10,165,1,2,False
DEL004364,POL014837,2026-01-03,1472,0,5,False
DEL004365,POL026103,2025-09-23,2383,0,0,True
DEL004366,POL035276,2024-12-15,94,0,2,False
DEL004367,POL027550,2024-08-11,406,0,0,True
DEL004368,POL059465,2024-11-27,302,0,0,True
DEL004369,POL014054,2024-08-29,1671,0,0,True
DEL004370,POL028111,2025-09-06,3045,0,2,False
DEL004371,POL068751,2025-12-23,4757,0,0,True
DEL004372,POL041592,2026-03-14,3838,0,0,True
DEL004373,POL019620,2026-03-07,1332,0,1,False
DEL004374,POL011422,2025-08-26,1460,0,0,True
DEL004375,POL050192,2025-04-16,353,0,0,True
DEL004376,POL068646,2024-09-14,97,0,0,True
DEL004377,POL017254,2026-05-28,804,0,2,False
DEL004378,POL017010,2026-06-14,1904,0,0,True
DEL004379,POL045655,2025-01-10,1027,2,0,True
DEL004380,POL073061,2025-01-28,3032,0,2,False
DEL004381,POL042527,2026-02-08,3671,0,3,False
DEL004382,POL058954,2026-06-17,721,0,0,True
DEL004383,POL021967,2026-07-26,4366,0,0,True
DEL004384,POL044209,2025-05-08,2034,0,14,False
DEL004385,POL044504,2025-03-15,3013,5,1,False
DEL004386,POL041593,2025-02-26,3934,0,2,False
DEL004387,POL065803,2026-07-17,778,5,0,True
DEL004388,POL056113,2025-01-01,1292,0,14,False
DEL004389,POL000821,2025-07-30,855,0,3,False
DEL004390,POL040219,2025-03-02,2003,0,0,True
DEL004391,POL030421,2025-10-10,2229,0,0,True
DEL004392,POL015170,2026-01-28,2624,0,2,False
DEL004393,POL027309,2025-04-05,1331,0,0,True
DEL004394,POL068392,2025-11-27,503,0,0,True
DEL004395,POL023875,2025-07-09,138,0,1,False
DEL004396,POL068133,2025-03-30,360,0,0,True
DEL004397,POL064308,2026-01-02,2087,20,0,True
DEL004398,POL029110,2026-01-19,334,0,0,True
DEL004399,POL038361,2025-11-23,1906,0,0,True
