POLineID,PO_ID,PartID,OrderedQuantity,UnitCost,LineTotal
POL002742,PO005017,PRT0775,4857,54.46,264512.22
POL002743,PO008365,PRT0462,1569,104.92,164619.48
POL002744,PO018774,PRT0597,1126,98.05,110404.3
POL002745,PO013284,PRT0790,1885,8.77,16531.45
POL002746,PO006393,PRT0461,316,449.03,141893.48
POL002747,PO001098,PRT0614,2907,57.7,167733.9
POL002748,PO003973,PRT0072,1838,394.78,725605.64
POL002749,PO019879,PRT0885,730,57.14,41712.2
POL002750,PO006046,PRT0859,1242,86.95,107991.9
POL002751,PO005116,PRT0451,3598,31.5,113337.0
POL002752,PO003239,PRT0360,4580,17.09,78272.2
POL002753,PO008339,PRT0798,1289,57.12,73627.68
POL002754,PO011376,PRT0715,741,32.13,23808.33
POL002755,PO002854,PRT0932,4484,149.15,668788.6
POL002756,PO015531,PRT0710,2474,402.87,996700.38
POL002757,PO005939,PRT0162,2004,62.16,124568.64
POL002758,PO003936,PRT0574,2739,27.79,76116.81
POL002759,PO016623,PRT0222,767,30.53,23416.51
POL002760,PO007111,PRT0176,4003,156.22,625348.66
POL002761,PO011491,PRT0503,265,10.82,2867.3
POL002762,PO006548,PRT0299,285,265.36,75627.6
POL002763,PO014499,PRT0875,1010,32.25,32572.5
POL002764,PO017546,PRT0096,2243,31.05,69645.15
POL002765,PO017525,PRT0379,2577,551.02,1419978.54
POL002766,PO007500,PRT0972,3342,19.2,64166.4
POL002767,PO004757,PRT0654,3651,58.1,212123.1
POL002768,PO008740,PRT0534,919,38.11,35023.09
POL002769,PO018391,PRT0476,1602,106.12,170004.24
POL002770,PO003801,PRT0491,4584,106.46,488012.64
POL002771,PO010300,PRT0139,4903,63.49,311291.47
POL002772,PO015699,PRT0443,2430,12.82,31152.6
POL002773,PO005318,PRT0836,4214,39.94,168307.16
POL002774,PO008296,PRT0671,3246,89.74,291296.04
POL002775,PO018021,PRT0325,1067,14.81,15802.27
POL002776,PO019358,PRT0157,3349,147.32,493374.68
POL002777,PO002156,PRT0500,2934,10.95,32127.3
POL002778,PO017691,PRT0834,3316,46.74,154989.84
POL002779,PO019669,PRT0153,3740,19.22,71882.8
POL002780,PO009285,PRT0165,459,71.57,32850.63
POL002781,PO001740,PRT0230,1029,57.04,58694.16
POL002782,PO012856,PRT0125,389,212.73,82751.97
POL002783,PO004522,PRT0525,721,81.31,58624.51
POL002784,PO003549,PRT0922,919,14.57,13389.83
POL002785,PO003325,PRT0502,324,305.43,98959.32
POL002786,PO009832,PRT0021,2423,106.97,259188.31
POL002787,PO016267,PRT0558,3895,23.43,91259.85
POL002788,PO007543,PRT0488,2501,47.16,117947.16
POL002789,PO016726,PRT0051,3110,156.09,485439.9
POL002790,PO004446,PRT0121,3842,62.35,239548.7
POL002791,PO000123,PRT0132,430,34.98,15041.4
POL002792,PO016371,PRT0939,2032,40.25,81788.0
POL002793,PO018518,PRT0871,4007,28.74,115161.18
POL002794,PO001841,PRT0644,704,9.95,7004.8
POL002795,PO013640,PRT0696,1913,25.85,49451.05
POL002796,PO004084,PRT0434,1112,237.96,264611.52
POL002797,PO018969,PRT0324,4264,176.6,753022.4
POL002798,PO002143,PRT0941,474,11.89,5635.86
POL002799,PO014794,PRT0491,966,106.46,102840.36
POL002800,PO019066,PRT0406,4111,54.5,224049.5
POL002801,PO014231,PRT0502,2148,305.43,656063.64
POL002802,PO002173,PRT0703,3346,18.85,63072.1
POL002803,PO012607,PRT0849,466,19.88,9264.08
POL002804,PO013275,PRT0273,4540,83.98,381269.2
POL002805,PO011085,PRT0895,4550,338.5,1540175.0
POL002806,PO017157,PRT0554,2400,40.59,97416.0
POL002807,PO010226,PRT0273,1165,83.98,97836.7
POL002808,PO009401,PRT0350,527,60.16,31704.32
POL002809,PO008932,PRT0751,4204,15.82,66507.28
POL002810,PO016749,PRT0414,2437,375.51,915117.87
POL002811,PO011602,PRT0228,4162,46.79,194739.98
POL002812,PO013857,PRT0573,2449,43.01,105331.49
POL002813,PO010361,PRT0110,1460,31.2,45552.0
POL002814,PO013661,PRT0338,1504,25.61,38517.44
POL002815,PO016170,PRT0914,3454,116.98,404048.92
POL002816,PO013815,PRT0971,3692,104.76,386773.92
POL002817,PO007780,PRT0972,939,19.2,18028.8
POL002818,PO011242,PRT0378,1458,38.35,55914.3
POL002819,PO010356,PRT0859,2260,86.95,196507.0
POL002820,PO003009,PRT0712,3868,134.87,521677.16
POL002821,PO017665,PRT0218,1545,103.95,160602.75
POL002822,PO002904,PRT0081,1289,27.78,35808.42
POL002823,PO012448,PRT0976,4464,7.3,32587.2
POL002824,PO003581,PRT0567,3428,6.49,22247.72
POL002825,PO016955,PRT0380,245,17.35,4250.75
POL002826,PO012808,PRT0220,2493,35.36,88152.48
POL002827,PO010677,PRT0988,4369,166.05,725472.45
POL002828,PO011171,PRT0427,4882,15.3,74694.6
POL002829,PO016109,PRT0941,4021,11.89,47809.69
POL002830,PO002077,PRT0002,2416,29.65,71634.4
POL002831,PO012035,PRT0669,3134,3.97,12441.98
POL002832,PO016544,PRT0858,4593,48.29,221795.97
POL002833,PO006016,PRT0445,1985,11.66,23145.1
POL002834,PO009920,PRT0181,2539,248.12,629976.68
POL002835,PO005990,PRT0211,2995,154.17,461739.15
POL002836,PO006056,PRT0544,4309,104.93,452143.37
POL002837,PO015550,PRT0012,184,22.81,4197.04
POL002838,PO010876,PRT0139,2910,63.49,184755.9
POL002839,PO002690,PRT0816,1767,10.09,17829.03
POL002840,PO012922,PRT0187,3950,48.36,191022.0
POL002841,PO005765,PRT0336,4425,29.44,130272.0
POL002842,PO013206,PRT0121,4201,62.35,261932.35
POL002843,PO006026,PRT0101,583,10.67,6220.61
POL002844,PO008422,PRT0011,4544,60.78,276184.32
POL002845,PO008954,PRT0989,4158,27.75,115384.5
POL002846,PO015311,PRT0265,1319,27.06,35692.14
POL002847,PO013530,PRT0117,2892,32.21,93151.32
POL002848,PO010211,PRT0479,1006,388.82,391152.92
POL002849,PO005584,PRT0071,3126,44.22,138231.72
POL002850,PO004114,PRT0484,3115,38.97,121391.55
POL002851,PO014902,PRT0646,1619,26.62,43097.78
POL002852,PO007901,PRT0924,1557,18.91,29442.87
POL002853,PO001085,PRT0026,3490,121.4,423686.0
POL002854,PO003119,PRT0116,1878,42.15,79157.7
POL002855,PO014246,PRT0567,2879,6.49,18684.71
POL002856,PO005095,PRT0629,3896,145.63,567374.48
POL002857,PO009296,PRT0830,4470,101.41,453302.7
POL002858,PO000322,PRT0173,1640,31.13,51053.2
POL002859,PO007570,PRT0651,2988,145.35,434305.8
POL002860,PO005243,PRT0246,2663,25.34,67480.42
POL002861,PO016928,PRT0646,2129,26.62,56673.98
POL002862,PO012245,PRT0612,3598,137.59,495048.82
POL002863,PO007720,PRT0822,4625,102.26,472952.5
POL002864,PO007030,PRT0994,4277,40.73,174202.21
POL002865,PO010094,PRT0401,560,9.25,5180.0
POL002866,PO014759,PRT0296,4827,19.02,91809.54
POL002867,PO002320,PRT0403,4328,33.25,143906.0
POL002868,PO004060,PRT0325,2727,14.81,40386.87
POL002869,PO010595,PRT0447,884,44.4,39249.6
POL002870,PO006341,PRT0811,3560,85.44,304166.4
POL002871,PO001684,PRT0814,2596,38.75,100595.0
POL002872,PO015482,PRT0662,2698,21.38,57683.24
POL002873,PO003816,PRT0875,105,32.25,3386.25
POL002874,PO009513,PRT0190,2251,30.12,67800.12
POL002875,PO004493,PRT0329,4608,54.56,251412.48
POL002876,PO008513,PRT0403,3116,33.25,103607.0
POL002877,PO016970,PRT0970,4902,10.54,51667.08
POL002878,PO019044,PRT0215,1689,90.16,152280.24
POL002879,PO008004,PRT0812,2825,23.29,65794.25
POL002880,PO015626,PRT0095,3718,24.2,89975.6
POL002881,PO014181,PRT0561,3000,41.76,125280.0
POL002882,PO006300,PRT0520,2270,60.41,137130.7
POL002883,PO019343,PRT0631,2264,8.55,19357.2
POL002884,PO000721,PRT0536,2262,72.8,164673.6
POL002885,PO014819,PRT0476,1259,106.12,133605.08
POL002886,PO015364,PRT0630,3759,79.47,298727.73
POL002887,PO005051,PRT0524,248,209.21,51884.08
POL002888,PO004551,PRT0510,3794,17.03,64611.82
POL002889,PO002411,PRT0305,53,93.52,4956.56
POL002890,PO000799,PRT0972,2384,19.2,45772.8
POL002891,PO012351,PRT0946,2151,14.07,30264.57
POL002892,PO001722,PRT0541,4123,64.62,266428.26
POL002893,PO019711,PRT0555,870,43.38,37740.6
POL002894,PO015546,PRT0242,3589,66.55,238847.95
POL002895,PO003602,PRT0522,4350,161.77,703699.5
POL002896,PO011046,PRT0461,2864,449.03,1286021.92
POL002897,PO004878,PRT0278,3027,20.49,62023.23
POL002898,PO005287,PRT0934,987,22.9,22602.3
POL002899,PO012798,PRT0300,1400,54.8,76720.0
POL002900,PO001133,PRT0710,814,402.87,327936.18
POL002901,PO003634,PRT0753,4287,15.17,65033.79
POL002902,PO001652,PRT0538,1433,24.35,34893.55
POL002903,PO019801,PRT0334,2114,60.33,127537.62
POL002904,PO018415,PRT0963,2660,79.32,210991.2
POL002905,PO004379,PRT0086,719,83.71,60187.49
POL002906,PO004495,PRT0116,3037,42.15,128009.55
POL002907,PO018893,PRT0909,2599,218.96,569077.04
POL002908,PO013849,PRT0252,1592,69.01,109863.92
POL002909,PO008103,PRT0576,928,5.65,5243.2
POL002910,PO015500,PRT0992,4713,28.23,133047.99
POL002911,PO017537,PRT0259,1258,230.56,290044.48
POL002912,PO014347,PRT0431,4908,12.85,63067.8
POL002913,PO001476,PRT0104,3875,17.43,67541.25
POL002914,PO015309,PRT0027,3125,13.19,41218.75
POL002915,PO001699,PRT0708,2750,134.81,370727.5
POL002916,PO007504,PRT0930,1660,31.42,52157.2
POL002917,PO015319,PRT0063,1061,13.67,14503.87
POL002918,PO019642,PRT0649,1985,27.53,54647.05
POL002919,PO012425,PRT0233,4991,34.35,171440.85
POL002920,PO020000,PRT0536,3380,72.8,246064.0
POL002921,PO011115,PRT0942,564,66.55,37534.2
POL002922,PO008509,PRT0656,1824,34.72,63329.28
POL002923,PO013369,PRT0257,3570,281.61,1005347.7
POL002924,PO006025,PRT0583,3171,54.94,174214.74
POL002925,PO018741,PRT0057,2874,16.92,48628.08
POL002926,PO010226,PRT0736,2840,108.13,307089.2
POL002927,PO005904,PRT0077,4875,35.5,173062.5
POL002928,PO001320,PRT0802,4823,62.87,303222.01
POL002929,PO005451,PRT0406,3934,54.5,214403.0
POL002930,PO004074,PRT0192,2663,65.7,174959.1
POL002931,PO017599,PRT0803,2300,130.33,299759.0
POL002932,PO000370,PRT0303,4099,60.21,246800.79
POL002933,PO013591,PRT0830,527,101.41,53443.07
POL002934,PO016624,PRT0996,2077,26.45,54936.65
POL002935,PO000886,PRT0449,2072,21.95,45480.4
POL002936,PO010808,PRT0925,2336,86.15,201246.4
POL002937,PO013773,PRT0050,176,8.08,1422.08
POL002938,PO015985,PRT0596,3819,22.02,84094.38
POL002939,PO008332,PRT0061,3910,22.57,88248.7
POL002940,PO014322,PRT0529,2921,40.76,119059.96
POL002941,PO012518,PRT0277,2165,157.88,341810.2
POL002942,PO019474,PRT0708,1295,134.81,174578.95
POL002943,PO010259,PRT0814,2833,38.75,109778.75
POL002944,PO018894,PRT0237,2072,6.55,13571.6
POL002945,PO008303,PRT0546,4177,17.5,73097.5
POL002946,PO012487,PRT0582,2664,23.75,63270.0
POL002947,PO010103,PRT0417,4527,114.54,518522.58
POL002948,PO001977,PRT0006,1077,104.65,112708.05
POL002949,PO005804,PRT0975,171,23.17,3962.07
POL002950,PO014525,PRT0433,2298,119.71,275093.58
POL002951,PO012784,PRT0372,1699,49.32,83794.68
POL002952,PO002257,PRT0726,4127,80.31,331439.37
POL002953,PO012250,PRT0705,2819,35.82,100976.58
POL002954,PO018532,PRT0429,1140,300.98,343117.2
POL002955,PO015519,PRT0271,1095,104.9,114865.5
POL002956,PO007083,PRT0238,2511,38.44,96522.84
POL002957,PO004003,PRT0916,1302,141.48,184206.96
POL002958,PO017883,PRT0708,2020,134.81,272316.2
POL002959,PO009423,PRT0842,2001,56.82,113696.82
POL002960,PO015422,PRT0024,2025,10.59,21444.75
POL002961,PO015116,PRT0349,1581,18.64,29469.84
POL002962,PO012860,PRT0889,3464,53.12,184007.68
POL002963,PO016799,PRT0384,3962,102.3,405312.6
POL002964,PO011676,PRT0234,4941,19.66,97140.06
POL002965,PO002125,PRT0392,899,124.65,112060.35
POL002966,PO006187,PRT0637,2203,258.97,570510.91
POL002967,PO012446,PRT0565,1939,86.57,167859.23
POL002968,PO007705,PRT0131,4017,9.58,38482.86
POL002969,PO012825,PRT0407,772,65.56,50612.32
POL002970,PO012331,PRT0983,1833,15.28,28008.24
POL002971,PO016447,PRT0288,4338,53.02,230000.76
POL002972,PO003411,PRT0806,1036,25.86,26790.96
POL002973,PO015026,PRT0156,1268,85.93,108959.24
POL002974,PO011081,PRT0121,1479,62.35,92215.65
POL002975,PO010649,PRT0493,2547,35.23,89730.81
POL002976,PO016984,PRT0122,2911,65.06,189389.66
POL002977,PO006843,PRT0184,2570,48.71,125184.7
POL002978,PO014188,PRT0650,474,57.8,27397.2
POL002979,PO012353,PRT0877,1908,21.89,41766.12
POL002980,PO019837,PRT0527,932,9.01,8397.32
POL002981,PO017183,PRT0006,4363,104.65,456587.95
POL002982,PO010841,PRT0360,2276,17.09,38896.84
POL002983,PO005634,PRT0036,3257,12.47,40614.79
POL002984,PO000076,PRT0626,2096,93.08,195095.68
POL002985,PO019997,PRT0819,3284,35.37,116155.08
POL002986,PO001744,PRT0057,4027,16.92,68136.84
POL002987,PO017948,PRT0587,2163,49.02,106030.26
POL002988,PO018897,PRT0786,1807,314.14,567650.98
POL002989,PO011098,PRT0787,103,64.53,6646.59
POL002990,PO013149,PRT0101,4040,10.67,43106.8
POL002991,PO014849,PRT0186,1728,58.63,101312.64
POL002992,PO016741,PRT0138,309,25.59,7907.31
POL002993,PO014942,PRT0360,642,17.09,10971.78
POL002994,PO003708,PRT0246,2507,25.34,63527.38
POL002995,PO018334,PRT0794,3576,11.92,42625.92
POL002996,PO011125,PRT0462,4892,104.92,513268.64
POL002997,PO013724,PRT0724,4612,60.02,276812.24
POL002998,PO003685,PRT0013,2045,40.19,82188.55
POL002999,PO006108,PRT0063,1175,13.67,16062.25
POL003000,PO005349,PRT0266,74,50.64,3747.36
POL003001,PO003247,PRT0499,1871,16.44,30759.24
POL003002,PO005249,PRT0573,728,43.01,31311.28
POL003003,PO010459,PRT0628,2689,29.95,80535.55
POL003004,PO010102,PRT0215,578,90.16,52112.48
POL003005,PO004675,PRT0267,3393,360.71,1223889.03
POL003006,PO016008,PRT0257,127,281.61,35764.47
POL003007,PO000140,PRT0883,2414,22.39,54049.46
POL003008,PO000211,PRT0308,2049,20.63,42270.87
POL003009,PO014698,PRT0562,877,174.22,152790.94
POL003010,PO009329,PRT0072,1007,394.78,397543.46
POL003011,PO019132,PRT0384,4381,102.3,448176.3
POL003012,PO015306,PRT0736,1886,108.13,203933.18
POL003013,PO013742,PRT0917,461,53.86,24829.46
POL003014,PO013508,PRT0715,1951,32.13,62685.63
POL003015,PO008663,PRT0041,3090,230.68,712801.2
POL003016,PO002607,PRT0910,1704,186.91,318494.64
POL003017,PO001194,PRT0048,2912,77.15,224660.8
POL003018,PO015167,PRT0191,1958,70.68,138391.44
POL003019,PO018526,PRT0383,1737,6.05,10508.85
POL003020,PO006133,PRT0464,4680,39.3,183924.0
POL003021,PO003739,PRT0520,1446,60.41,87352.86
POL003022,PO007431,PRT0226,1060,196.8,208608.0
POL003023,PO013401,PRT0498,1022,28.44,29065.68
POL003024,PO013717,PRT0141,4947,39.72,196494.84
POL003025,PO019004,PRT0426,4559,98.98,451249.82
POL003026,PO002146,PRT0675,3882,35.65,138393.3
POL003027,PO010921,PRT0316,4602,33.68,154995.36
POL003028,PO003063,PRT0295,2464,44.06,108563.84
POL003029,PO004238,PRT0666,2066,36.06,74499.96
POL003030,PO007196,PRT0353,1324,65.77,87079.48
POL003031,PO003232,PRT0323,3371,17.21,58014.91
POL003032,PO001602,PRT0145,1828,200.08,365746.24
POL003033,PO005505,PRT0309,4111,51.3,210894.3
POL003034,PO010048,PRT0942,3297,66.55,219415.35
POL003035,PO017267,PRT0967,3982,55.98,222912.36
POL003036,PO018603,PRT0136,4095,114.43,468590.85
POL003037,PO002806,PRT0565,2918,86.57,252611.26
POL003038,PO011611,PRT0755,634,15.49,9820.66
POL003039,PO007535,PRT0479,494,388.82,192077.08
POL003040,PO006837,PRT0720,2929,103.45,303005.05
POL003041,PO019047,PRT0463,4960,18.92,93843.2
POL003042,PO014980,PRT0888,4491,101.8,457183.8
POL003043,PO000530,PRT0573,4098,43.01,176254.98
POL003044,PO016588,PRT0650,2424,57.8,140107.2
POL003045,PO003281,PRT0469,4244,21.66,91925.04
POL003046,PO013697,PRT0916,3910,141.48,553186.8
POL003047,PO007336,PRT0631,1816,8.55,15526.8
POL003048,PO014267,PRT0611,1853,55.9,103582.7
POL003049,PO018713,PRT0309,4923,51.3,252549.9
POL003050,PO019214,PRT0680,2747,91.58,251570.26
POL003051,PO016114,PRT0190,294,30.12,8855.28
POL003052,PO004300,PRT0053,1737,19.27,33471.99
POL003053,PO010369,PRT0168,1043,439.94,458857.42
POL003054,PO002026,PRT0310,4476,28.17,126088.92
POL003055,PO003153,PRT0122,2174,65.06,141440.44
POL003056,PO013678,PRT0542,779,13.41,10446.39
POL003057,PO007943,PRT0905,4423,38.59,170683.57
POL003058,PO019250,PRT0744,1910,33.81,64577.1
POL003059,PO007990,PRT0076,1783,63.91,113951.53
POL003060,PO017158,PRT0441,1679,45.03,75605.37
POL003061,PO009470,PRT0589,1161,64.35,74710.35
POL003062,PO007052,PRT0812,2700,23.29,62883.0
POL003063,PO004403,PRT0763,2333,256.74,598974.42
POL003064,PO019898,PRT0202,4044,190.65,770988.6
POL003065,PO003661,PRT0046,2333,68.22,159157.26
POL003066,PO003260,PRT0476,3309,106.12,351151.08
POL003067,PO006110,PRT0826,4603,105.92,487549.76
POL003068,PO010895,PRT0858,911,48.29,43992.19
POL003069,PO000211,PRT0256,105,22.48,2360.4
POL003070,PO002316,PRT0422,2297,282.76,649499.72
POL003071,PO001372,PRT0757,2239,49.14,110024.46
POL003072,PO000833,PRT0234,3885,19.66,76379.1
POL003073,PO013115,PRT0133,995,14.16,14089.2
POL003074,PO003623,PRT0541,4603,64.62,297445.86
POL003075,PO000665,PRT0448,353,15.61,5510.33
POL003076,PO009063,PRT0251,4176,12.08,50446.08
POL003077,PO019270,PRT0082,933,164.25,153245.25
POL003078,PO009963,PRT0663,4248,32.26,137040.48
POL003079,PO004820,PRT0072,4772,394.78,1883890.16
POL003080,PO003676,PRT0174,50,130.55,6527.5
POL003081,PO012313,PRT0151,2128,141.33,300750.24
POL003082,PO009416,PRT0066,4376,98.0,428848.0
POL003083,PO010347,PRT0769,221,20.05,4431.05
POL003084,PO002267,PRT0685,3463,12.46,43148.98
POL003085,PO013750,PRT0750,2439,10.75,26219.25
POL003086,PO002591,PRT0349,199,18.64,3709.36
POL003087,PO019833,PRT0628,3064,29.95,91766.8
POL003088,PO016204,PRT0760,2754,193.04,531632.16
POL003089,PO012644,PRT0540,760,20.87,15861.2
POL003090,PO002425,PRT0663,1923,32.26,62035.98
POL003091,PO008281,PRT0228,680,46.79,31817.2
POL003092,PO011083,PRT0229,1556,18.69,29081.64
POL003093,PO019697,PRT0228,818,46.79,38274.22
POL003094,PO008494,PRT0599,1953,23.21,45329.13
POL003095,PO019809,PRT0138,4287,25.59,109704.33
POL003096,PO005070,PRT0798,1330,57.12,75969.6
POL003097,PO006811,PRT0376,3338,17.92,59816.96
POL003098,PO007937,PRT0284,3968,12.3,48806.4
POL003099,PO005479,PRT0792,3565,39.1,139391.5
POL003100,PO005451,PRT0748,2262,18.1,40942.2
POL003101,PO014571,PRT0107,4917,149.75,736320.75
POL003102,PO007650,PRT0586,824,40.39,33281.36
POL003103,PO013783,PRT0326,1413,44.85,63373.05
POL003104,PO014544,PRT0691,3672,24.81,91102.32
POL003105,PO006528,PRT0006,4507,104.65,471657.55
POL003106,PO015578,PRT0719,1157,106.29,122977.53
POL003107,PO008257,PRT0899,133,318.66,42381.78
POL003108,PO007660,PRT0406,2399,54.5,130745.5
POL003109,PO017205,PRT0769,380,20.05,7619.0
POL003110,PO000407,PRT0907,1402,35.14,49266.28
POL003111,PO011635,PRT0844,2403,44.97,108062.91
POL003112,PO000302,PRT0442,2254,32.26,72714.04
POL003113,PO012510,PRT0686,3763,210.55,792299.65
POL003114,PO013844,PRT0375,579,782.29,452945.91
POL003115,PO016122,PRT0150,4016,155.31,623724.96
POL003116,PO016360,PRT0938,2617,273.59,715985.03
POL003117,PO007196,PRT0161,4785,15.18,72636.3
POL003118,PO003701,PRT0135,1714,39.07,66965.98
POL003119,PO012565,PRT0333,2770,35.19,97476.3
POL003120,PO014268,PRT0300,2167,54.8,118751.6
POL003121,PO003555,PRT0267,4855,360.71,1751247.05
POL003122,PO006428,PRT0005,305,27.46,8375.3
POL003123,PO002371,PRT0755,3065,15.49,47476.85
POL003124,PO000038,PRT0224,4639,9.11,42261.29
POL003125,PO005978,PRT0261,152,15.78,2398.56
POL003126,PO007800,PRT0049,4836,43.59,210801.24
POL003127,PO005380,PRT0142,4205,387.82,1630783.1
POL003128,PO007337,PRT0801,2584,70.15,181267.6
POL003129,PO006599,PRT0396,2276,22.75,51779.0
POL003130,PO009849,PRT0379,3193,551.02,1759406.86
POL003131,PO013915,PRT0206,241,55.86,13462.26
POL003132,PO019448,PRT0813,414,105.38,43627.32
POL003133,PO012415,PRT0437,4726,121.86,575910.36
POL003134,PO010252,PRT0563,484,147.16,71225.44
POL003135,PO009402,PRT0792,2268,39.1,88678.8
POL003136,PO000620,PRT0946,3255,14.07,45797.85
POL003137,PO013323,PRT0859,2519,86.95,219027.05
POL003138,PO010201,PRT0418,3071,96.7,296965.7
POL003139,PO002183,PRT0340,3843,84.7,325502.1
POL003140,PO003081,PRT0498,4781,28.44,135971.64
POL003141,PO004988,PRT0712,1949,134.87,262861.63
POL003142,PO001649,PRT0013,1173,40.19,47142.87
POL003143,PO017228,PRT0516,1710,292.54,500243.4
POL003144,PO009104,PRT0592,1087,98.03,106558.61
POL003145,PO017576,PRT0274,2480,74.92,185801.6
POL003146,PO010869,PRT0336,388,29.44,11422.72
POL003147,PO015575,PRT0318,1454,101.19,147130.26
POL003148,PO016878,PRT0146,4513,249.03,1123872.39
POL003149,PO000664,PRT0201,4046,44.09,178388.14
POL003150,PO019023,PRT0701,2293,90.14,206691.02
POL003151,PO008782,PRT0031,478,20.46,9779.88
POL003152,PO000333,PRT0067,80,31.26,2500.8
POL003153,PO010780,PRT0444,4395,30.84,135541.8
POL003154,PO018910,PRT0955,4012,142.97,573595.64
POL003155,PO015535,PRT0612,462,137.59,63566.58
POL003156,PO007347,PRT0962,3590,95.9,344281.0
POL003157,PO008436,PRT0926,3135,40.9,128221.5
POL003158,PO009957,PRT0309,1150,51.3,58995.0
POL003159,PO005010,PRT0856,992,20.98,20812.16
POL003160,PO013199,PRT0597,3381,98.05,331507.05
POL003161,PO017152,PRT0622,1441,48.29,69585.89
POL003162,PO016386,PRT0443,4668,12.82,59843.76
POL003163,PO015947,PRT0598,3767,15.13,56994.71
POL003164,PO019030,PRT0240,2453,255.14,625858.42
POL003165,PO016385,PRT0891,2669,63.84,170388.96
POL003166,PO014172,PRT0991,1587,39.12,62083.44
POL003167,PO011825,PRT0486,1075,10.61,11405.75
POL003168,PO004213,PRT0825,1685,23.19,39075.15
POL003169,PO002784,PRT0324,1087,176.6,191964.2
POL003170,PO013195,PRT0035,3000,220.25,660750.0
POL003171,PO014998,PRT0608,2390,12.23,29229.7
POL003172,PO017923,PRT0071,2614,44.22,115591.08
POL003173,PO014983,PRT0327,4392,393.83,1729701.36
POL003174,PO003918,PRT0025,342,21.42,7325.64
POL003175,PO002535,PRT0766,3072,58.76,180510.72
POL003176,PO010052,PRT0316,3813,33.68,128421.84
POL003177,PO011790,PRT0066,1521,98.0,149058.0
POL003178,PO008557,PRT0381,4066,56.41,229363.06
POL003179,PO007704,PRT0489,4720,127.7,602744.0
POL003180,PO017728,PRT0275,4236,15.1,63963.6
POL003181,PO001243,PRT0721,517,173.45,89673.65
POL003182,PO004807,PRT0822,83,102.26,8487.58
POL003183,PO007299,PRT0173,4297,31.13,133765.61
POL003184,PO016194,PRT0873,472,10.99,5187.28
POL003185,PO014478,PRT0971,4329,104.76,453506.04
POL003186,PO018940,PRT0879,3198,85.48,273365.04
POL003187,PO002224,PRT0491,4364,106.46,464591.44
POL003188,PO007688,PRT0817,1278,41.0,52398.0
POL003189,PO004362,PRT0383,525,6.05,3176.25
POL003190,PO019602,PRT0722,903,8.43,7612.29
POL003191,PO012069,PRT0738,3005,72.69,218433.45
POL003192,PO014823,PRT0235,1350,882.01,1190713.5
POL003193,PO005825,PRT0965,1241,30.82,38247.62
POL003194,PO006038,PRT0249,1155,135.96,157033.8
POL003195,PO013167,PRT0906,352,34.37,12098.24
POL003196,PO002953,PRT0465,2990,30.27,90507.3
POL003197,PO009377,PRT0148,3272,11.51,37660.72
POL003198,PO017395,PRT0534,1738,38.11,66235.18
POL003199,PO005476,PRT0062,4756,94.42,449061.52
POL003200,PO002622,PRT0140,2282,12.37,28228.34
POL003201,PO004886,PRT0214,2596,188.92,490436.32
POL003202,PO018099,PRT0193,358,156.16,55905.28
POL003203,PO013703,PRT0081,4284,27.78,119009.52
POL003204,PO008871,PRT0789,2768,119.77,331523.36
POL003205,PO013288,PRT0713,4013,21.41,85918.33
POL003206,PO004708,PRT0449,4236,21.95,92980.2
POL003207,PO011476,PRT0492,1662,108.2,179828.4
POL003208,PO000759,PRT0138,1770,25.59,45294.3
POL003209,PO019393,PRT0847,2433,104.85,255100.05
POL003210,PO018272,PRT0299,3982,265.36,1056663.52
POL003211,PO014481,PRT0082,2250,164.25,369562.5
POL003212,PO012910,PRT0483,1964,9.16,17990.24
POL003213,PO006748,PRT0661,4875,20.93,102033.75
POL003214,PO001591,PRT0638,1310,100.04,131052.4
POL003215,PO004002,PRT0249,3674,135.96,499517.04
POL003216,PO001301,PRT0116,4326,42.15,182340.9
POL003217,PO006960,PRT0847,1330,104.85,139450.5
POL003218,PO015920,PRT0269,141,23.29,3283.89
POL003219,PO006346,PRT0999,1007,20.97,21116.79
POL003220,PO014320,PRT0605,2417,142.44,344277.48
POL003221,PO015658,PRT0818,2246,67.47,151537.62
POL003222,PO007923,PRT0267,753,360.71,271614.63
POL003223,PO017636,PRT0544,953,104.93,99998.29
POL003224,PO011811,PRT0890,3709,325.9,1208763.1
POL003225,PO014052,PRT0853,3090,19.89,61460.1
POL003226,PO002721,PRT0383,548,6.05,3315.4
POL003227,PO004662,PRT0100,4241,27.45,116415.45
POL003228,PO013149,PRT0969,2185,32.07,70072.95
POL003229,PO011164,PRT0623,4638,149.25,692221.5
POL003230,PO004550,PRT0089,4761,46.75,222576.75
POL003231,PO009924,PRT0120,3039,60.43,183646.77
POL003232,PO002768,PRT0487,3394,19.74,66997.56
POL003233,PO008064,PRT0524,3396,209.21,710477.16
POL003234,PO002897,PRT0566,272,23.89,6498.08
POL003235,PO017979,PRT0359,2516,42.87,107860.92
POL003236,PO000257,PRT0646,1876,26.62,49939.12
POL003237,PO002019,PRT0200,1225,38.54,47211.5
POL003238,PO011754,PRT0228,3081,46.79,144159.99
POL003239,PO010573,PRT0338,4883,25.61,125053.63
POL003240,PO019781,PRT0742,3004,33.95,101985.8
POL003241,PO006420,PRT0612,3728,137.59,512935.52
POL003242,PO005933,PRT0012,2708,22.81,61769.48
