KPI_ID,SupplierID,Month,TotalReceived,TotalDefective,PPM,OnTimeDeliveryRate,AverageInspectionScore,ScrapCost,OpenCARCount,SupplierQualityScore,RiskLevel
KPI000601,SUP099,2025-01-01,37468,15,400.34,52.38,93.52,819.25,22,63.71,High
KPI000602,SUP097,2026-05-01,32318,27,835.45,84.62,94.21,1263.77,11,79.74,Medium
KPI000603,SUP021,2025-06-01,35865,47,1310.47,59.09,93.28,1652.0,9,73.91,High
KPI000604,SUP099,2026-04-01,21740,20,919.96,53.85,92.88,409.63,22,63.04,High
KPI000605,SUP072,2024-08-01,42098,29,688.87,65.52,94.36,1557.47,10,79.5,Medium
KPI000606,SUP027,2025-12-01,15178,3,197.65,55.56,94.84,70.9,13,72.52,High
KPI000607,SUP020,2026-01-01,30396,20,657.98,55.56,95.83,1046.56,14,69.87,High
KPI000608,SUP061,2025-10-01,9382,0,0.0,42.86,98.36,0.0,17,69.68,High
KPI000609,SUP098,2025-08-01,35089,10,284.99,66.67,96.72,279.09,5,85.96,Medium
KPI000610,SUP043,2025-03-01,32020,30,936.91,76.19,95.05,630.19,10,81.64,Medium
KPI000611,SUP004,2026-01-01,37506,18,479.92,53.85,95.96,611.06,10,71.78,High
KPI000612,SUP017,2025-10-01,17240,1,58.0,83.33,95.61,157.55,17,76.87,Medium
KPI000613,SUP097,2024-09-01,37419,36,962.08,60.87,95.3,962.16,11,73.55,High
KPI000614,SUP038,2025-10-01,45619,21,460.33,61.11,94.32,1336.91,15,74.29,High
KPI000615,SUP043,2024-11-01,41697,55,1319.04,58.33,94.49,2961.88,10,76.41,Medium
KPI000616,SUP012,2024-10-01,31650,34,1074.25,70.0,94.94,748.34,18,71.17,High
KPI000617,SUP067,2025-01-01,57160,59,1032.19,68.57,95.05,2638.91,17,69.0,High
KPI000618,SUP099,2026-07-01,33058,4,121.0,50.0,95.32,196.94,22,63.67,High
KPI000619,SUP067,2025-03-01,21721,2,92.08,84.62,96.48,31.51,17,74.89,High
KPI000620,SUP060,2026-05-01,38864,12,308.77,52.17,96.57,189.06,13,73.15,High
KPI000621,SUP016,2024-07-01,11992,7,583.72,87.5,95.15,578.43,26,80.25,Medium
KPI000622,SUP095,2025-07-01,26137,27,1033.02,44.44,92.8,1057.82,11,73.73,High
KPI000623,SUP093,2026-01-01,26182,32,1222.21,45.0,94.98,953.17,12,71.91,High
KPI000624,SUP075,2025-11-01,27408,19,693.23,68.42,95.12,630.2,15,74.45,High
KPI000625,SUP075,2025-08-01,22657,35,1544.78,52.94,95.94,252.08,15,68.88,High
KPI000626,SUP030,2025-07-01,33684,26,771.88,57.14,94.71,1305.38,12,75.56,Medium
KPI000627,SUP054,2026-03-01,32949,11,333.85,61.9,95.05,597.55,16,75.46,Medium
KPI000628,SUP053,2025-08-01,8347,2,239.61,42.86,92.77,70.9,13,69.92,High
KPI000629,SUP022,2024-12-01,67517,45,666.5,78.38,94.66,1574.35,16,80.39,Medium
KPI000630,SUP066,2025-06-01,21244,13,611.94,90.91,95.15,545.79,14,83.41,Medium
KPI000631,SUP045,2026-05-01,58641,31,528.64,60.61,95.23,1042.07,14,75.69,Medium
KPI000632,SUP042,2025-01-01,27943,33,1180.98,73.08,93.45,880.03,17,75.75,Medium
KPI000633,SUP046,2025-11-01,45294,15,331.17,57.69,93.73,618.94,15,73.57,High
KPI000634,SUP014,2026-06-01,54102,45,831.76,73.33,95.43,1278.38,14,73.56,High
KPI000635,SUP023,2024-09-01,41426,21,506.93,88.0,95.36,958.78,13,82.02,Medium
KPI000636,SUP032,2026-04-01,26452,26,982.91,50.0,92.09,1018.43,11,70.89,High
KPI000637,SUP047,2024-08-01,39947,44,1101.46,52.38,94.93,1008.3,8,72.58,High
KPI000638,SUP073,2024-09-01,31832,4,125.66,58.82,95.64,275.71,12,74.17,High
KPI000639,SUP026,2024-12-01,33760,35,1036.73,56.52,94.78,1636.24,8,74.02,High
KPI000640,SUP090,2025-11-01,23673,0,0.0,76.92,97.65,0.0,12,79.62,Medium
KPI000641,SUP010,2024-12-01,21374,12,561.43,43.75,94.35,373.62,9,75.24,Medium
KPI000642,SUP090,2026-02-01,31357,9,287.02,60.0,96.7,444.51,12,74.82,High
KPI000643,SUP030,2026-03-01,28372,27,951.64,68.42,95.33,575.06,12,78.02,Medium
KPI000644,SUP094,2026-03-01,58424,39,667.53,56.25,95.25,1970.46,13,77.13,Medium
KPI000645,SUP073,2026-07-01,6837,11,1608.89,44.44,94.56,366.86,12,67.61,High
KPI000646,SUP087,2025-09-01,18536,12,647.39,63.64,90.82,252.08,15,77.03,Medium
KPI000647,SUP009,2026-04-01,22459,16,712.41,53.33,96.73,378.12,8,77.56,Medium
KPI000648,SUP074,2026-07-01,8020,14,1745.64,50.0,95.1,409.62,15,72.35,High
KPI000649,SUP052,2025-05-01,28385,11,387.53,68.75,95.73,712.34,14,80.59,Medium
KPI000650,SUP029,2024-09-01,11221,2,178.24,38.46,95.47,63.02,14,64.93,High
KPI000651,SUP048,2025-09-01,35536,26,731.65,68.0,95.68,252.08,13,76.5,Medium
KPI000652,SUP005,2024-08-01,27017,24,888.33,46.15,91.57,1545.09,16,66.78,High
KPI000653,SUP099,2026-03-01,29742,40,1344.9,64.71,94.3,784.35,22,64.9,High
KPI000654,SUP073,2024-10-01,17789,14,787.0,56.25,94.73,396.12,12,72.2,High
KPI000655,SUP076,2025-10-01,23808,18,756.05,38.46,96.18,472.64,13,71.0,High
KPI000656,SUP052,2025-09-01,40776,43,1054.54,53.57,94.89,1268.25,14,75.46,Medium
KPI000657,SUP056,2025-10-01,61115,32,523.6,57.14,94.47,1049.96,10,73.45,High
KPI000658,SUP047,2024-10-01,28830,15,520.29,70.83,94.34,277.96,8,78.35,Medium
KPI000659,SUP006,2025-12-01,18149,15,826.49,60.0,92.7,506.39,16,72.49,High
KPI000660,SUP085,2024-09-01,16300,0,0.0,72.73,97.49,0.0,11,81.45,Medium
KPI000661,SUP028,2025-04-01,46437,39,839.85,53.57,96.19,2123.5,11,77.97,Medium
KPI000662,SUP093,2024-11-01,8584,0,0.0,87.5,97.34,0.0,12,84.98,Medium
KPI000663,SUP005,2025-05-01,23492,79,3362.85,69.23,88.56,3626.95,16,67.6,High
KPI000664,SUP043,2025-05-01,53281,19,356.6,62.07,94.53,1044.31,10,79.27,Medium
KPI000665,SUP043,2025-08-01,34578,18,520.56,62.96,95.99,609.95,10,79.16,Medium
KPI000666,SUP065,2026-05-01,31388,1,31.86,87.5,97.95,31.51,11,82.3,Medium
KPI000667,SUP087,2025-02-01,25884,11,424.97,58.33,91.81,617.82,15,76.14,Medium
KPI000668,SUP070,2025-11-01,23201,3,129.3,61.11,96.58,94.53,12,75.34,Medium
KPI000669,SUP076,2025-09-01,16954,12,707.8,69.23,94.9,196.94,13,78.79,Medium
KPI000670,SUP012,2025-07-01,39323,47,1195.23,72.0,93.14,1186.1,18,71.43,High
KPI000671,SUP052,2025-03-01,15255,7,458.87,75.0,94.54,254.33,14,82.01,Medium
KPI000672,SUP066,2026-06-01,46690,96,2056.11,70.83,93.07,3466.03,14,75.5,Medium
KPI000673,SUP072,2025-03-01,36811,20,543.32,70.0,93.98,504.16,10,80.91,Medium
KPI000674,SUP011,2024-09-01,28228,7,247.98,72.22,94.94,204.82,18,76.29,Medium
KPI000675,SUP037,2024-12-01,24980,11,440.35,88.89,95.99,259.96,8,89.21,Medium
KPI000676,SUP023,2025-07-01,22556,22,975.35,55.56,93.45,984.67,13,72.97,High
KPI000677,SUP087,2024-11-01,61363,34,554.08,74.36,95.12,982.43,15,79.89,Medium
KPI000678,SUP079,2025-08-01,23022,15,651.55,73.33,94.19,527.79,15,78.05,Medium
KPI000679,SUP099,2025-12-01,17145,8,466.61,55.56,94.5,653.82,22,64.37,High
KPI000680,SUP083,2026-06-01,17020,12,705.05,76.47,97.08,508.66,14,81.17,Medium
KPI000681,SUP053,2026-04-01,35210,21,596.42,84.62,93.0,1227.75,13,79.64,Medium
KPI000682,SUP050,2025-01-01,4505,10,2219.76,50.0,96.37,230.69,12,69.17,High
KPI000683,SUP002,2026-05-01,49060,33,672.65,70.83,93.93,1262.64,11,76.16,Medium
KPI000684,SUP009,2024-09-01,24743,11,444.57,60.0,94.5,189.06,8,79.76,Medium
KPI000685,SUP089,2025-12-01,15592,8,513.08,40.0,93.56,236.32,15,70.2,High
KPI000686,SUP034,2025-09-01,44670,15,335.8,60.0,95.98,694.33,19,73.7,High
KPI000687,SUP002,2024-07-01,12118,11,907.74,87.5,95.4,315.1,11,79.86,Medium
KPI000688,SUP077,2025-11-01,15035,1,66.51,40.0,96.56,31.51,20,64.2,High
KPI000689,SUP032,2025-04-01,19308,17,880.46,64.29,95.65,750.6,11,74.67,High
KPI000690,SUP018,2025-09-01,24950,0,0.0,50.0,97.26,0.0,16,67.59,High
KPI000691,SUP098,2024-12-01,13653,2,146.49,66.67,96.83,63.02,5,86.23,Medium
KPI000692,SUP085,2025-06-01,20740,12,578.59,38.1,94.47,480.53,11,71.64,High
KPI000693,SUP033,2025-10-01,44506,18,404.44,59.26,95.75,338.73,16,72.78,High
KPI000694,SUP024,2025-04-01,33062,4,120.98,46.67,95.63,189.06,16,70.25,High
KPI000695,SUP031,2025-02-01,32397,18,555.61,75.0,92.94,895.76,6,87.1,Medium
KPI000696,SUP006,2024-07-01,18176,36,1980.63,87.5,92.42,963.29,16,77.06,Medium
KPI000697,SUP010,2026-06-01,33037,37,1119.96,72.22,91.8,1008.31,9,81.24,Medium
KPI000698,SUP053,2024-09-01,38635,26,672.96,72.41,96.02,734.85,13,76.44,Medium
KPI000699,SUP007,2024-07-01,27734,17,612.97,64.71,95.66,498.53,12,79.63,Medium
KPI000700,SUP030,2025-06-01,49897,19,380.78,56.0,94.38,920.53,12,76.05,Medium
KPI000701,SUP092,2026-04-01,23600,30,1271.19,72.22,93.19,985.81,10,79.7,Medium
KPI000702,SUP031,2024-10-01,18779,3,159.75,80.0,96.35,144.04,6,89.14,Medium
KPI000703,SUP067,2025-08-01,16773,14,834.67,41.67,91.09,228.45,17,62.67,High
KPI000704,SUP006,2024-11-01,24978,21,840.74,53.85,92.42,443.38,16,70.93,High
KPI000705,SUP036,2026-06-01,38289,24,626.81,57.14,94.45,744.97,22,71.73,High
KPI000706,SUP002,2024-08-01,59195,49,827.77,89.66,95.32,1030.81,11,80.56,Medium
KPI000707,SUP005,2025-09-01,37843,2,52.85,78.57,96.58,189.06,16,76.55,Medium
KPI000708,SUP085,2026-05-01,25339,6,236.79,66.67,95.92,102.41,11,79.47,Medium
KPI000709,SUP065,2024-10-01,50362,16,317.7,70.97,95.8,710.09,11,77.59,Medium
KPI000710,SUP044,2024-10-01,14874,6,403.39,80.0,92.87,274.59,9,80.38,Medium
KPI000711,SUP038,2025-06-01,12561,10,796.11,75.0,95.64,372.49,15,77.09,Medium
KPI000712,SUP085,2025-10-01,20613,0,0.0,63.64,98.18,0.0,11,79.18,Medium
KPI000713,SUP062,2025-03-01,49971,4,80.05,67.74,96.15,126.04,8,84.92,Medium
KPI000714,SUP003,2025-07-01,42280,48,1135.29,64.29,94.8,1666.62,11,75.75,Medium
KPI000715,SUP029,2026-05-01,38568,6,155.57,84.21,97.5,126.04,14,76.42,Medium
KPI000716,SUP084,2025-10-01,36729,22,598.98,70.0,94.2,650.45,14,77.52,Medium
KPI000717,SUP084,2025-08-01,40756,39,956.91,78.57,94.52,1631.74,14,78.95,Medium
KPI000718,SUP040,2025-08-01,17231,7,406.24,77.78,93.7,351.11,11,76.56,Medium
KPI000719,SUP038,2025-12-01,28801,3,104.16,63.16,96.49,153.05,15,75.51,Medium
KPI000720,SUP078,2026-05-01,26759,6,224.22,77.78,96.02,70.9,19,74.66,High
KPI000721,SUP060,2024-10-01,22015,8,363.39,75.0,93.76,247.58,13,78.75,Medium
KPI000722,SUP051,2026-02-01,31164,5,160.44,77.78,94.03,192.44,17,75.21,Medium
KPI000723,SUP083,2024-12-01,29867,22,736.6,44.44,94.33,1025.18,14,73.09,High
KPI000724,SUP093,2026-04-01,19936,25,1254.01,64.29,91.97,665.07,12,76.67,Medium
KPI000725,SUP036,2025-10-01,43678,14,320.53,80.0,96.31,1246.87,22,78.06,Medium
KPI000726,SUP025,2025-03-01,29555,18,609.03,55.0,94.52,605.44,11,74.43,High
KPI000727,SUP042,2025-05-01,50837,26,511.44,63.33,95.15,1030.81,17,74.65,High
KPI000728,SUP025,2026-02-01,33949,4,117.82,62.5,95.85,175.55,11,77.29,Medium
KPI000729,SUP002,2025-09-01,5026,2,397.93,44.44,97.3,31.51,11,70.11,High
KPI000730,SUP053,2025-11-01,65047,38,584.19,58.33,94.52,1344.8,13,73.09,High
KPI000731,SUP053,2026-03-01,24593,16,650.59,83.33,91.9,653.82,13,79.21,Medium
KPI000732,SUP090,2025-05-01,8588,5,582.21,57.14,95.39,450.13,12,73.51,High
KPI000733,SUP022,2025-08-01,43191,28,648.28,76.92,94.7,1285.13,16,80.06,Medium
KPI000734,SUP084,2024-11-01,7505,6,799.47,100.0,94.19,126.04,14,84.62,Medium
KPI000735,SUP091,2025-05-01,40126,12,299.06,75.86,96.48,315.1,12,81.33,Medium
KPI000736,SUP054,2024-07-01,19157,22,1148.41,46.15,92.56,896.9,16,69.89,High
KPI000737,SUP088,2024-07-01,15754,18,1142.57,72.73,92.85,508.66,16,78.11,Medium
KPI000738,SUP040,2025-10-01,39912,15,375.83,65.0,94.45,228.45,11,73.42,High
KPI000739,SUP013,2024-11-01,20015,11,549.59,36.36,95.57,279.09,11,73.17,High
KPI000740,SUP080,2026-04-01,31428,27,859.11,64.0,94.14,630.19,11,75.68,Medium
KPI000741,SUP028,2025-10-01,33075,5,151.17,55.56,97.11,157.55,11,79.85,Medium
KPI000742,SUP089,2025-05-01,65259,43,658.91,66.67,93.99,1313.28,15,76.58,Medium
KPI000743,SUP048,2025-02-01,11790,3,254.45,0.0,90.67,175.55,13,60.46,High
KPI000744,SUP004,2025-07-01,31396,11,350.36,66.67,95.92,214.94,10,75.25,Medium
KPI000745,SUP035,2025-05-01,22698,18,793.02,75.0,95.1,378.12,10,79.48,Medium
KPI000746,SUP050,2024-09-01,21248,24,1129.52,72.22,93.68,813.62,12,76.91,Medium
KPI000747,SUP087,2026-01-01,40167,7,174.27,73.08,97.14,291.46,15,80.33,Medium
KPI000748,SUP018,2026-04-01,21859,17,777.71,69.23,96.41,477.15,16,70.84,High
KPI000749,SUP060,2025-04-01,42311,17,401.79,58.82,96.12,1047.69,13,74.63,High
KPI000750,SUP055,2026-01-01,24822,13,523.73,60.0,95.21,315.1,11,74.09,High
KPI000751,SUP042,2025-04-01,10184,10,981.93,100.0,93.41,254.33,17,82.88,Medium
KPI000752,SUP051,2025-10-01,8227,30,3646.53,72.73,94.26,378.11,17,66.98,High
KPI000753,SUP079,2026-01-01,26541,25,941.94,71.43,94.44,998.17,15,76.99,Medium
KPI000754,SUP044,2024-08-01,18025,8,443.83,71.43,93.64,317.34,9,78.16,Medium
KPI000755,SUP023,2026-06-01,32593,30,920.44,66.67,94.94,1412.29,13,75.86,Medium
KPI000756,SUP084,2025-07-01,24765,5,201.9,56.25,95.44,283.59,14,74.88,High
KPI000757,SUP041,2025-06-01,32323,9,278.44,64.71,94.91,414.12,21,70.3,High
KPI000758,SUP025,2026-04-01,39554,11,278.1,73.68,96.22,477.15,11,79.76,Medium
KPI000759,SUP092,2025-03-01,27140,8,294.77,72.22,95.38,495.15,10,81.65,Medium
KPI000760,SUP028,2024-11-01,30152,18,596.98,70.0,95.05,587.43,11,82.56,Medium
KPI000761,SUP017,2024-10-01,45294,61,1346.76,64.0,94.49,3014.76,17,69.46,High
KPI000762,SUP047,2026-02-01,29968,24,800.85,72.73,93.77,747.23,8,78.27,Medium
KPI000763,SUP014,2025-06-01,26855,24,893.69,71.43,93.77,863.14,14,72.96,High
KPI000764,SUP094,2025-09-01,48105,46,956.24,70.97,94.08,858.64,13,80.23,Medium
KPI000765,SUP069,2024-11-01,26242,24,914.56,60.0,94.16,589.68,10,74.49,High
KPI000766,SUP046,2024-09-01,39235,21,535.24,52.17,94.56,504.15,15,71.78,High
KPI000767,SUP082,2025-06-01,21219,20,942.55,56.25,96.35,1126.46,22,69.92,High
KPI000768,SUP074,2026-05-01,29470,21,712.59,64.71,93.28,228.45,15,78.09,Medium
KPI000769,SUP044,2024-09-01,26235,16,609.87,40.0,91.48,998.18,9,69.97,High
KPI000770,SUP034,2026-02-01,50436,67,1328.42,54.17,92.22,1451.68,19,70.26,High
KPI000771,SUP045,2025-09-01,18191,7,384.81,83.33,94.92,408.5,14,81.65,Medium
KPI000772,SUP071,2025-03-01,25672,9,350.58,68.18,94.04,309.47,9,76.26,Medium
KPI000773,SUP011,2026-02-01,42349,17,401.43,82.35,96.29,441.14,18,78.51,Medium
KPI000774,SUP086,2024-07-01,13726,33,2404.2,85.71,89.89,1440.42,11,77.22,Medium
KPI000775,SUP026,2026-05-01,31897,2,62.7,66.67,96.91,144.04,8,78.51,Medium
KPI000776,SUP052,2026-02-01,43208,22,509.16,64.0,94.31,697.71,14,79.16,Medium
KPI000777,SUP015,2024-09-01,33915,8,235.88,66.67,95.08,228.45,17,78.15,Medium
KPI000778,SUP086,2025-05-01,35830,23,641.92,36.36,95.14,944.16,11,68.4,High
KPI000779,SUP100,2025-06-01,53564,24,448.06,67.65,96.15,705.59,9,83.49,Medium
KPI000780,SUP071,2026-03-01,36593,7,191.29,72.73,96.68,207.06,9,77.71,Medium
KPI000781,SUP045,2026-04-01,17594,14,795.73,50.0,95.02,1251.37,14,72.5,High
KPI000782,SUP058,2024-11-01,32497,29,892.39,66.67,95.72,831.62,11,72.92,High
KPI000783,SUP070,2024-12-01,41706,26,623.41,71.43,95.42,958.79,12,76.94,Medium
KPI000784,SUP086,2026-06-01,30043,17,565.86,57.89,93.47,372.48,11,73.94,High
KPI000785,SUP024,2026-02-01,36941,7,189.49,70.0,96.06,270.08,16,75.95,Medium
KPI000786,SUP100,2025-04-01,39957,31,775.83,56.52,96.29,1089.32,9,80.05,Medium
KPI000787,SUP008,2024-08-01,13659,20,1464.24,60.0,94.17,1783.66,20,65.8,High
KPI000788,SUP004,2026-02-01,24890,21,843.71,61.54,94.42,661.7,10,72.98,High
KPI000789,SUP006,2026-04-01,37760,8,211.86,60.0,94.29,259.96,16,73.72,High
KPI000790,SUP036,2024-09-01,38497,71,1844.3,40.91,92.79,2305.82,22,65.24,High
KPI000791,SUP018,2026-01-01,33957,2,58.9,78.95,96.81,63.02,16,74.71,High
KPI000792,SUP058,2025-07-01,17531,0,0.0,60.0,97.74,0.0,11,73.04,High
KPI000793,SUP043,2026-06-01,18111,12,662.58,54.55,95.85,175.55,10,76.78,Medium
KPI000794,SUP098,2025-12-01,17249,0,0.0,33.33,97.57,0.0,5,78.19,Medium
KPI000795,SUP066,2025-12-01,43581,33,757.21,52.38,93.69,760.73,14,73.49,High
KPI000796,SUP018,2025-08-01,22585,1,44.28,86.67,96.58,112.53,16,76.67,Medium
KPI000797,SUP005,2026-06-01,43648,20,458.21,69.23,94.77,841.76,16,73.41,High
KPI000798,SUP095,2025-04-01,42641,78,1829.23,68.97,93.78,1462.95,11,78.27,Medium
KPI000799,SUP015,2026-06-01,25940,21,809.56,76.47,93.61,705.6,17,79.45,Medium
KPI000800,SUP092,2026-03-01,27320,9,329.43,50.0,94.76,346.61,10,76.03,Medium
KPI000801,SUP030,2026-04-01,32358,47,1452.5,43.48,91.89,2404.83,12,70.78,High
KPI000802,SUP022,2025-02-01,27643,21,759.69,64.29,96.37,310.59,16,76.68,Medium
KPI000803,SUP043,2026-01-01,32523,26,799.43,60.0,94.58,720.22,10,77.87,Medium
KPI000804,SUP088,2026-07-01,13618,26,1909.24,45.45,92.15,598.69,16,69.76,High
KPI000805,SUP045,2026-06-01,18121,10,551.85,69.23,95.91,315.1,14,77.79,Medium
KPI000806,SUP014,2026-04-01,31223,31,992.86,77.27,93.34,755.1,14,74.22,High
KPI000807,SUP018,2024-08-01,64009,59,921.75,66.67,94.69,2268.68,16,69.92,High
KPI000808,SUP089,2026-05-01,34987,13,371.57,57.14,95.74,480.52,15,74.77,High
KPI000809,SUP084,2026-01-01,30875,3,97.17,60.0,96.66,354.48,14,76.02,Medium
KPI000810,SUP001,2026-02-01,40415,46,1138.19,47.62,93.48,1072.45,20,63.41,High
KPI000811,SUP071,2025-06-01,14130,0,0.0,60.0,98.63,0.0,9,74.91,High
KPI000812,SUP023,2026-05-01,46081,31,672.73,50.0,94.51,2566.9,13,72.18,High
KPI000813,SUP044,2025-01-01,36223,8,220.85,52.63,95.32,433.26,9,73.9,High
KPI000814,SUP004,2026-03-01,22036,2,90.76,71.43,95.71,63.02,10,76.96,Medium
KPI000815,SUP022,2025-03-01,29006,31,1068.74,94.12,93.26,805.74,16,83.52,Medium
KPI000816,SUP042,2026-04-01,23248,9,387.13,50.0,95.92,196.94,17,71.57,High
KPI000817,SUP008,2025-11-01,10368,7,675.15,83.33,96.37,126.04,20,73.21,High
KPI000818,SUP096,2025-11-01,35909,46,1281.02,73.91,91.98,885.66,9,79.25,Medium
KPI000819,SUP077,2026-07-01,39186,28,714.54,63.16,93.98,917.15,20,68.69,High
KPI000820,SUP034,2026-06-01,30054,39,1297.66,72.22,92.96,1636.24,19,74.83,High
KPI000821,SUP028,2026-03-01,15875,13,818.9,66.67,92.74,495.15,11,81.29,Medium
KPI000822,SUP087,2025-11-01,46487,22,473.25,77.78,93.74,965.55,15,80.91,Medium
KPI000823,SUP018,2025-01-01,29222,13,444.87,50.0,96.44,814.74,16,66.7,High
KPI000824,SUP066,2025-11-01,30425,17,558.75,65.22,94.95,1008.31,14,77.09,Medium
KPI000825,SUP060,2025-07-01,23008,16,695.41,64.71,94.71,537.91,13,75.52,Medium
KPI000826,SUP092,2025-07-01,30664,12,391.34,68.75,95.68,189.06,10,80.59,Medium
KPI000827,SUP060,2025-12-01,32756,24,732.69,88.24,94.04,1347.02,13,81.32,Medium
KPI000828,SUP062,2026-06-01,25840,3,116.1,69.23,96.68,153.05,8,85.22,Medium
KPI000829,SUP057,2025-11-01,23143,13,561.72,76.92,95.65,498.52,18,74.47,High
KPI000830,SUP088,2025-01-01,26017,9,345.93,78.57,94.62,196.94,16,81.17,Medium
KPI000831,SUP088,2024-08-01,16649,12,720.76,91.67,95.86,110.28,16,83.69,Medium
KPI000832,SUP074,2025-12-01,32154,8,248.8,52.63,94.43,181.18,15,76.0,Medium
KPI000833,SUP044,2026-06-01,54587,3,54.96,56.25,96.56,191.31,9,75.14,Medium
KPI000834,SUP027,2026-05-01,32726,27,825.03,79.17,92.92,963.29,13,77.17,Medium
KPI000835,SUP095,2026-07-01,12258,0,0.0,37.5,96.95,0.0,11,74.06,High
KPI000836,SUP074,2026-06-01,52725,48,910.38,48.28,94.54,1570.97,15,73.59,High
KPI000837,SUP030,2024-08-01,22783,3,131.68,83.33,96.05,63.02,12,83.38,Medium
KPI000838,SUP026,2025-01-01,17306,5,288.92,46.67,94.56,126.04,8,73.06,High
KPI000839,SUP049,2024-11-01,55201,31,561.58,74.29,95.68,945.28,9,82.47,Medium
KPI000840,SUP019,2026-03-01,46744,3,64.18,57.14,95.7,94.53,10,75.3,Medium
KPI000841,SUP054,2025-05-01,28071,6,213.74,50.0,97.1,63.02,16,72.72,High
KPI000842,SUP064,2025-02-01,20224,8,395.57,66.67,95.12,378.12,10,78.53,Medium
KPI000843,SUP010,2025-09-01,27777,42,1512.04,78.26,95.48,1412.3,9,81.96,Medium
KPI000844,SUP072,2025-05-01,5713,12,2100.47,66.67,93.25,275.71,10,76.97,Medium
KPI000845,SUP070,2026-01-01,24116,41,1700.12,50.0,93.46,1089.34,12,69.43,High
KPI000846,SUP099,2024-07-01,11454,6,523.83,40.0,94.72,328.6,22,60.37,High
KPI000847,SUP046,2025-02-01,82684,75,907.07,79.55,94.12,1573.23,15,77.88,Medium
KPI000848,SUP075,2026-04-01,24632,24,974.34,66.67,94.35,858.64,15,73.45,High
KPI000849,SUP061,2025-04-01,61883,19,307.03,56.67,94.65,755.1,17,72.52,High
KPI000850,SUP013,2026-07-01,16919,12,709.26,57.14,94.26,189.06,11,78.04,Medium
KPI000851,SUP097,2025-11-01,54066,55,1017.28,76.47,93.13,1791.54,11,77.34,Medium
KPI000852,SUP029,2026-03-01,29903,13,434.74,55.56,96.37,535.67,14,68.69,High
KPI000853,SUP068,2026-02-01,46543,31,666.05,78.26,94.85,1083.7,15,77.65,Medium
KPI000854,SUP049,2024-09-01,12269,4,326.02,63.64,94.86,133.92,9,80.28,Medium
KPI000855,SUP020,2024-10-01,10550,20,1895.73,28.57,94.07,976.79,14,60.65,High
KPI000856,SUP060,2026-06-01,24581,12,488.18,73.33,94.72,270.08,13,78.09,Medium
KPI000857,SUP071,2025-08-01,34368,17,494.65,72.22,96.55,658.31,9,76.98,Medium
KPI000858,SUP044,2026-01-01,38010,5,131.54,60.0,95.9,288.08,9,75.92,Medium
KPI000859,SUP087,2025-08-01,32626,2,61.3,63.16,96.52,151.92,15,78.08,Medium
KPI000860,SUP056,2025-04-01,26920,26,965.82,76.92,93.19,561.55,10,77.51,Medium
KPI000861,SUP058,2024-12-01,63397,37,583.62,42.42,95.01,886.78,11,67.48,High
KPI000862,SUP037,2025-05-01,24188,31,1281.63,53.33,92.29,488.4,8,78.64,Medium
KPI000863,SUP084,2024-09-01,13905,1,71.92,75.0,95.75,31.51,14,79.82,Medium
KPI000864,SUP044,2025-09-01,20138,11,546.23,73.33,93.3,322.98,9,78.43,Medium
KPI000865,SUP002,2025-01-01,33054,11,332.79,69.57,95.11,420.88,11,76.52,Medium
KPI000866,SUP040,2026-06-01,51338,33,642.8,51.85,93.9,793.37,11,69.6,High
KPI000867,SUP084,2026-04-01,37436,32,854.79,83.33,94.54,2036.86,14,80.34,Medium
KPI000868,SUP089,2026-01-01,27517,29,1053.89,81.25,94.38,427.63,15,79.43,Medium
KPI000869,SUP056,2025-06-01,16829,5,297.11,66.67,95.12,165.43,10,76.29,Medium
KPI000870,SUP055,2025-12-01,36271,2,55.14,61.54,95.1,70.9,11,75.41,Medium
KPI000871,SUP045,2025-06-01,18820,26,1381.51,61.54,94.85,562.67,14,74.21,High
KPI000872,SUP049,2025-05-01,33216,17,511.8,68.42,96.81,293.72,9,81.11,Medium
KPI000873,SUP001,2025-11-01,25475,35,1373.9,76.92,95.25,1035.31,20,70.26,High
KPI000874,SUP053,2025-02-01,40875,11,269.11,70.0,95.18,453.51,13,76.64,Medium
KPI000875,SUP044,2024-11-01,25188,11,436.72,75.0,94.5,220.57,9,79.06,Medium
KPI000876,SUP052,2024-09-01,41394,49,1183.75,72.73,95.68,2012.11,14,79.99,Medium
KPI000877,SUP081,2024-09-01,26274,26,989.57,70.59,93.68,876.65,9,80.63,Medium
KPI000878,SUP037,2025-09-01,9707,5,515.09,80.0,96.33,157.55,8,86.84,Medium
KPI000879,SUP092,2026-01-01,41475,13,313.44,65.38,96.9,307.22,10,79.9,Medium
KPI000880,SUP004,2025-10-01,20804,9,432.61,90.91,95.81,175.55,10,81.14,Medium
KPI000881,SUP032,2026-01-01,19307,3,155.38,81.82,95.27,94.53,11,80.5,Medium
KPI000882,SUP094,2025-05-01,33654,19,564.57,73.91,95.44,1152.35,13,81.75,Medium
KPI000883,SUP055,2026-06-01,19672,16,813.34,53.33,95.92,563.79,11,71.84,High
KPI000884,SUP027,2025-04-01,11357,8,704.41,100.0,95.98,141.8,13,82.62,Medium
KPI000885,SUP027,2026-02-01,13796,7,507.39,50.0,94.78,173.3,13,70.51,High
KPI000886,SUP068,2025-04-01,17624,11,624.15,70.0,95.51,270.08,15,75.67,Medium
