PO_ID,SupplierID,PlantID,OrderDate,DueDate,POStatus,TotalAmount
PO004221,SUP093,PLT005,2024-08-01,2024-08-31,Closed,158442.04
PO004222,SUP095,PLT006,2025-03-18,2025-04-14,Closed,276759.97
PO004223,SUP075,PLT004,2026-01-11,2026-01-29,Closed,2113491.79
PO004224,SUP099,PLT003,2025-05-23,2025-06-21,Open,676197.36
PO004225,SUP087,PLT005,2025-08-14,2025-09-21,Closed,725306.9
PO004226,SUP012,PLT005,2025-09-10,2025-10-14,Closed,89264.22
PO004227,SUP043,PLT003,2026-04-22,2026-05-07,Closed,262951.39
PO004228,SUP097,PLT005,2024-08-04,2024-09-08,Closed,272875.04
PO004229,SUP006,PLT003,2025-05-31,2025-06-17,Closed,916814.93
PO004230,SUP077,PLT003,2025-04-01,2025-04-17,Closed,446264.62
PO004231,SUP074,PLT002,2025-02-22,2025-03-11,Delayed,1547604.2
PO004232,SUP089,PLT004,2026-03-27,2026-04-16,Open,402422.4
PO004233,SUP015,PLT005,2025-05-08,2025-06-10,Closed,267257.05
PO004234,SUP014,PLT005,2025-11-18,2025-12-28,Open,829787.77
PO004235,SUP086,PLT002,2024-09-28,2024-11-09,Closed,790560.57
PO004236,SUP063,PLT001,2026-02-05,2026-03-05,Closed,282306.09
PO004237,SUP071,PLT004,2025-06-01,2025-07-01,Closed,523965.43
PO004238,SUP029,PLT005,2026-04-21,2026-05-23,Closed,1248098.72
PO004239,SUP089,PLT001,2026-05-31,2026-07-03,Closed,1741001.16
PO004240,SUP020,PLT006,2025-05-24,2025-06-29,Closed,421342.34
PO004241,SUP092,PLT001,2025-11-06,2025-11-25,Closed,14557.95
PO004242,SUP014,PLT004,2026-06-19,2026-07-28,Open,1170209.05
PO004243,SUP089,PLT003,2026-03-11,2026-03-22,Closed,221074.43
PO004244,SUP039,PLT002,2025-01-17,2025-02-18,Closed,1439199.88
PO004245,SUP025,PLT001,2024-08-19,2024-09-01,Open,94645.36
PO004246,SUP016,PLT002,2026-01-13,2026-02-07,Closed,140447.14
PO004247,SUP009,PLT003,2024-09-15,2024-09-26,Closed,5519887.18
PO004248,SUP055,PLT003,2026-03-01,2026-03-15,Closed,739679.64
PO004249,SUP090,PLT005,2025-07-21,2025-07-28,Closed,732502.69
PO004250,SUP048,PLT002,2026-06-03,2026-07-04,Closed,807148.58
PO004251,SUP062,PLT006,2024-08-03,2024-09-16,Closed,697890.82
PO004252,SUP087,PLT004,2026-04-13,2026-04-22,Delayed,818109.17
PO004253,SUP041,PLT003,2025-08-02,2025-09-09,Open,359111.64
PO004254,SUP050,PLT005,2025-06-03,2025-07-10,Closed,1274099.43
PO004255,SUP089,PLT005,2025-03-11,2025-04-14,Closed,633373.97
PO004256,SUP088,PLT004,2025-07-18,2025-08-16,Cancelled,1125354.16
PO004257,SUP005,PLT004,2024-11-27,2024-12-28,Closed,1287866.32
PO004258,SUP061,PLT003,2026-01-02,2026-01-14,Closed,1608255.94
PO004259,SUP032,PLT006,2025-03-22,2025-04-03,Closed,375798.87
PO004260,SUP059,PLT004,2025-05-17,2025-05-30,Closed,759389.92
PO004261,SUP078,PLT004,2026-05-29,2026-06-20,Open,828992.47
PO004262,SUP071,PLT006,2026-04-21,2026-05-17,Closed,45859.98
PO004263,SUP079,PLT004,2024-07-07,2024-07-27,Open,595738.78
PO004264,SUP076,PLT006,2026-02-10,2026-02-25,Closed,64670.55
PO004265,SUP057,PLT001,2025-12-23,2026-01-31,Closed,266270.35
PO004266,SUP036,PLT006,2024-08-17,2024-09-22,Closed,499698.24
PO004267,SUP084,PLT006,2024-10-14,2024-11-24,Open,766222.95
PO004268,SUP016,PLT006,2026-06-09,2026-07-23,Closed,616767.82
PO004269,SUP058,PLT003,2025-09-18,2025-10-06,Closed,268293.15
PO004270,SUP038,PLT005,2026-01-24,2026-02-02,Closed,73658.25
PO004271,SUP088,PLT002,2026-01-19,2026-02-02,Delayed,223641.66
PO004272,SUP026,PLT004,2025-06-28,2025-07-09,Closed,411703.04
PO004273,SUP050,PLT006,2026-05-21,2026-05-28,Closed,1693339.83
PO004274,SUP099,PLT004,2024-09-25,2024-10-13,Open,649385.06
PO004275,SUP029,PLT003,2025-05-02,2025-05-20,Closed,3222938.95
PO004276,SUP064,PLT002,2026-06-17,2026-07-31,Closed,229910.82
PO004277,SUP013,PLT002,2026-05-12,2026-05-26,Open,586823.7
PO004278,SUP073,PLT001,2025-02-19,2025-04-05,Closed,103021.52
PO004279,SUP090,PLT004,2024-11-19,2024-12-19,Open,908820.97
PO004280,SUP089,PLT003,2025-03-28,2025-05-07,Closed,621344.03
PO004281,SUP054,PLT004,2025-05-20,2025-06-02,Open,191925.65
PO004282,SUP072,PLT006,2025-08-23,2025-09-26,Closed,37078.05
PO004283,SUP012,PLT003,2024-06-29,2024-07-10,Closed,1022403.61
PO004284,SUP061,PLT004,2024-11-13,2024-12-12,Closed,676657.32
PO004285,SUP018,PLT001,2025-04-14,2025-05-06,Open,1773423.99
PO004286,SUP074,PLT002,2024-11-28,2024-12-10,Closed,166453.49
PO004287,SUP085,PLT005,2026-05-07,2026-06-11,Closed,382630.3
PO004288,SUP062,PLT001,2024-08-01,2024-08-24,Delayed,722873.33
PO004289,SUP075,PLT004,2025-04-05,2025-04-23,Open,283927.22
PO004290,SUP030,PLT002,2025-07-19,2025-07-28,Open,317007.78
PO004291,SUP096,PLT006,2025-10-02,2025-10-17,Closed,2070951.36
PO004292,SUP008,PLT005,2025-08-06,2025-09-05,Closed,689034.47
PO004293,SUP068,PLT006,2026-03-22,2026-04-05,Closed,484979.65
PO004294,SUP002,PLT003,2026-05-20,2026-06-29,Closed,430433.48
PO004295,SUP041,PLT002,2025-04-06,2025-04-21,Closed,904503.63
PO004296,SUP025,PLT006,2026-04-23,2026-05-13,Closed,1233459.42
PO004297,SUP028,PLT001,2025-10-11,2025-11-17,Closed,4286234.12
PO004298,SUP082,PLT006,2025-01-11,2025-02-22,Closed,579443.43
PO004299,SUP019,PLT006,2024-09-04,2024-09-15,Open,356809.17
PO004300,SUP019,PLT001,2026-01-11,2026-02-19,Closed,385506.68
PO004301,SUP073,PLT002,2024-10-17,2024-10-28,Closed,240877.19
PO004302,SUP081,PLT003,2025-12-20,2026-01-22,Delayed,354990.95
PO004303,SUP053,PLT001,2025-08-08,2025-08-31,Closed,1260021.36
PO004304,SUP042,PLT004,2025-03-21,2025-03-30,Open,2043565.54
PO004305,SUP051,PLT004,2024-10-24,2024-11-23,Closed,463353.4
PO004306,SUP096,PLT002,2025-11-13,2025-12-04,Closed,1266021.8
PO004307,SUP053,PLT006,2024-08-03,2024-09-11,Closed,925128.85
PO004308,SUP031,PLT005,2025-04-25,2025-05-12,Closed,793859.42
PO004309,SUP099,PLT001,2026-03-10,2026-04-17,Closed,837007.95
PO004310,SUP054,PLT001,2024-07-02,2024-07-10,Closed,773282.75
PO004311,SUP099,PLT006,2025-09-28,2025-10-14,Open,85614.67
PO004312,SUP051,PLT003,2025-05-27,2025-06-20,Closed,2796535.18
PO004313,SUP039,PLT005,2026-04-30,2026-05-28,Closed,1437046.52
PO004314,SUP061,PLT005,2025-06-16,2025-07-12,Closed,3049049.21
PO004315,SUP089,PLT005,2025-03-07,2025-04-20,Delayed,1041483.56
PO004316,SUP077,PLT006,2025-12-17,2026-01-31,Closed,1364394.64
PO004317,SUP061,PLT003,2026-03-12,2026-03-27,Open,819549.01
PO004318,SUP044,PLT005,2024-10-26,2024-12-03,Closed,548608.56
PO004319,SUP033,PLT006,2025-02-25,2025-03-08,Closed,1954326.35
PO004320,SUP037,PLT005,2026-05-03,2026-05-27,Closed,271057.72
PO004321,SUP042,PLT002,2026-06-09,2026-07-06,Closed,786875.34
PO004322,SUP040,PLT002,2026-04-19,2026-05-18,Closed,2212139.02
PO004323,SUP087,PLT004,2024-11-12,2024-12-22,Closed,176433.87
PO004324,SUP055,PLT006,2024-10-03,2024-11-17,Closed,238596.35
PO004325,SUP099,PLT006,2025-04-10,2025-04-25,Closed,1791661.84
PO004326,SUP092,PLT005,2025-02-03,2025-03-05,Closed,407772.42
PO004327,SUP060,PLT005,2026-01-06,2026-01-26,Closed,529762.18
PO004328,SUP093,PLT006,2025-01-08,2025-01-22,Closed,1124719.8
PO004329,SUP027,PLT005,2026-06-20,2026-07-12,Closed,1122487.74
PO004330,SUP024,PLT006,2025-10-01,2025-10-29,Closed,813930.13
PO004331,SUP032,PLT004,2024-11-20,2024-12-20,Closed,166776.39
PO004332,SUP073,PLT004,2025-12-23,2026-01-16,Closed,915308.83
PO004333,SUP033,PLT005,2026-03-31,2026-04-16,Open,758962.79
PO004334,SUP049,PLT005,2025-06-24,2025-07-08,Cancelled,825911.95
PO004335,SUP009,PLT002,2025-02-18,2025-02-25,Closed,279982.54
PO004336,SUP064,PLT004,2025-01-27,2025-02-19,Delayed,594292.69
PO004337,SUP075,PLT003,2025-11-04,2025-12-16,Closed,1237577.51
PO004338,SUP026,PLT003,2025-04-26,2025-05-29,Open,1399720.0
PO004339,SUP081,PLT004,2025-05-17,2025-06-20,Closed,850037.57
PO004340,SUP056,PLT004,2025-11-30,2026-01-06,Closed,463826.76
PO004341,SUP024,PLT001,2025-01-27,2025-02-11,Closed,2456700.03
PO004342,SUP006,PLT001,2024-11-05,2024-11-15,Closed,344940.49
PO004343,SUP069,PLT003,2025-02-14,2025-03-28,Open,569337.67
PO004344,SUP096,PLT006,2026-03-10,2026-03-23,Closed,1981869.42
PO004345,SUP085,PLT005,2024-07-27,2024-08-05,Open,136886.7
PO004346,SUP044,PLT005,2024-07-05,2024-07-19,Closed,597735.14
PO004347,SUP056,PLT002,2024-09-27,2024-10-22,Closed,1337595.8
PO004348,SUP074,PLT003,2024-06-28,2024-08-12,Delayed,84842.82
PO004349,SUP031,PLT002,2025-01-18,2025-02-16,Open,362314.77
PO004350,SUP041,PLT002,2024-12-21,2025-02-03,Closed,60525.7
PO004351,SUP027,PLT005,2025-05-25,2025-06-25,Closed,1383980.32
PO004352,SUP012,PLT005,2026-02-12,2026-03-01,Closed,1818955.62
PO004353,SUP063,PLT001,2025-05-10,2025-06-03,Open,1801070.6
PO004354,SUP029,PLT002,2025-10-31,2025-12-03,Closed,0.0
PO004355,SUP023,PLT002,2025-02-02,2025-02-19,Closed,978850.06
PO004356,SUP031,PLT006,2025-07-18,2025-07-25,Closed,429266.58
PO004357,SUP077,PLT004,2024-08-25,2024-10-08,Closed,501515.05
PO004358,SUP013,PLT001,2024-07-14,2024-08-04,Closed,573078.2
PO004359,SUP057,PLT002,2025-07-29,2025-09-02,Closed,1533164.8
PO004360,SUP079,PLT004,2025-10-28,2025-11-28,Open,1512913.77
PO004361,SUP027,PLT006,2025-09-25,2025-10-19,Closed,620086.85
PO004362,SUP044,PLT003,2026-01-30,2026-03-11,Open,106867.75
PO004363,SUP079,PLT004,2026-06-14,2026-07-23,Closed,700365.01
PO004364,SUP027,PLT003,2026-03-17,2026-05-01,Open,402804.4
PO004365,SUP077,PLT006,2026-05-07,2026-05-18,Closed,655680.5
PO004366,SUP052,PLT002,2025-03-13,2025-03-30,Closed,587378.34
PO004367,SUP052,PLT003,2024-11-26,2024-12-25,Closed,1153594.44
PO004368,SUP030,PLT004,2025-08-20,2025-09-14,Closed,870364.11
PO004369,SUP004,PLT006,2026-01-17,2026-02-23,Delayed,431624.38
PO004370,SUP083,PLT006,2024-07-28,2024-08-19,Open,1947231.02
PO004371,SUP050,PLT005,2026-03-18,2026-03-26,Closed,856133.81
PO004372,SUP003,PLT004,2025-01-16,2025-02-16,Closed,795182.82
PO004373,SUP055,PLT001,2026-05-31,2026-07-05,Closed,819341.39
PO004374,SUP030,PLT003,2025-12-09,2026-01-07,Closed,716439.37
PO004375,SUP062,PLT002,2024-11-26,2024-12-19,Closed,284652.86
PO004376,SUP083,PLT005,2026-04-22,2026-06-05,Closed,1707400.61
PO004377,SUP005,PLT004,2026-04-05,2026-04-24,Closed,284071.99
PO004378,SUP012,PLT006,2025-05-09,2025-05-30,Delayed,411923.78
PO004379,SUP079,PLT006,2026-06-06,2026-06-18,Closed,1154460.43
PO004380,SUP011,PLT005,2025-08-02,2025-08-25,Delayed,1072907.88
PO004381,SUP020,PLT003,2026-01-17,2026-02-21,Open,0.0
PO004382,SUP036,PLT002,2024-09-08,2024-10-12,Closed,1821829.24
PO004383,SUP022,PLT005,2025-12-18,2026-01-13,Open,464728.32
PO004384,SUP080,PLT001,2025-11-26,2025-12-08,Closed,540709.59
PO004385,SUP037,PLT005,2024-10-30,2024-11-17,Closed,369623.45
PO004386,SUP022,PLT002,2024-08-19,2024-09-22,Open,2881588.56
PO004387,SUP078,PLT006,2025-09-28,2025-10-17,Open,74501.1
PO004388,SUP035,PLT002,2026-04-11,2026-04-24,Closed,1510999.51
PO004389,SUP071,PLT003,2024-08-07,2024-09-12,Closed,470606.22
PO004390,SUP069,PLT002,2025-12-02,2025-12-18,Closed,49570.18
PO004391,SUP042,PLT002,2025-07-19,2025-07-26,Closed,286068.73
PO004392,SUP003,PLT005,2026-05-28,2026-07-06,Closed,92144.06
PO004393,SUP051,PLT002,2024-08-23,2024-09-02,Closed,153978.69
PO004394,SUP020,PLT002,2026-03-12,2026-04-18,Closed,16183007.12
PO004395,SUP048,PLT005,2025-07-27,2025-09-10,Closed,1099768.72
PO004396,SUP032,PLT004,2024-09-29,2024-11-04,Closed,1397790.52
PO004397,SUP092,PLT002,2026-04-10,2026-04-24,Closed,1668692.42
PO004398,SUP097,PLT001,2026-01-05,2026-02-19,Open,1679595.46
PO004399,SUP018,PLT001,2026-02-16,2026-03-19,Closed,766197.6
PO004400,SUP063,PLT006,2025-05-06,2025-06-15,Closed,318384.04
PO004401,SUP070,PLT006,2025-06-07,2025-07-19,Closed,558553.14
PO004402,SUP060,PLT006,2025-08-14,2025-09-23,Delayed,856575.76
PO004403,SUP078,PLT005,2024-09-12,2024-10-11,Closed,1309866.22
PO004404,SUP097,PLT003,2025-10-12,2025-11-13,Closed,1006538.46
PO004405,SUP022,PLT005,2025-05-20,2025-06-22,Closed,786025.41
PO004406,SUP005,PLT002,2026-01-02,2026-01-17,Open,1369159.97
PO004407,SUP039,PLT001,2025-11-29,2025-12-29,Closed,31752.35
PO004408,SUP049,PLT004,2024-08-05,2024-09-07,Closed,1213875.94
PO004409,SUP041,PLT004,2024-09-04,2024-09-12,Closed,666818.08
PO004410,SUP028,PLT004,2025-07-05,2025-07-13,Closed,618176.41
PO004411,SUP058,PLT005,2025-04-27,2025-05-13,Closed,2464417.98
PO004412,SUP084,PLT003,2025-05-16,2025-05-31,Closed,517954.9
PO004413,SUP003,PLT002,2025-02-02,2025-02-18,Delayed,1137677.9
PO004414,SUP063,PLT004,2025-05-16,2025-06-08,Closed,1335502.67
PO004415,SUP048,PLT002,2025-12-27,2026-02-01,Closed,629464.51
PO004416,SUP007,PLT002,2025-12-15,2026-01-17,Delayed,46643.1
PO004417,SUP038,PLT003,2026-06-01,2026-06-14,Open,1376051.59
PO004418,SUP050,PLT006,2026-06-13,2026-07-19,Closed,70837.47
PO004419,SUP077,PLT003,2025-08-15,2025-08-26,Closed,1566647.84
PO004420,SUP071,PLT004,2026-03-29,2026-05-07,Open,853732.9
PO004421,SUP009,PLT003,2026-04-01,2026-05-08,Closed,910360.26
PO004422,SUP065,PLT002,2025-02-05,2025-03-03,Open,374006.59
PO004423,SUP019,PLT006,2025-09-13,2025-09-26,Closed,85490.37
PO004424,SUP008,PLT001,2024-10-13,2024-11-06,Closed,704619.79
PO004425,SUP048,PLT001,2024-09-06,2024-10-16,Closed,411617.95
PO004426,SUP079,PLT004,2024-08-25,2024-09-22,Closed,1146494.91
PO004427,SUP037,PLT003,2026-03-29,2026-04-25,Open,675598.42
PO004428,SUP075,PLT001,2025-07-26,2025-09-04,Closed,3228566.89
PO004429,SUP056,PLT005,2026-03-10,2026-04-17,Open,122637.42
PO004430,SUP094,PLT006,2025-05-08,2025-06-19,Closed,146534.79
PO004431,SUP020,PLT004,2025-09-08,2025-09-19,Closed,1055600.0
PO004432,SUP094,PLT006,2025-09-25,2025-10-30,Closed,394480.4
PO004433,SUP019,PLT002,2026-02-24,2026-03-12,Open,937918.86
PO004434,SUP036,PLT004,2026-02-13,2026-03-16,Closed,1638929.48
PO004435,SUP039,PLT001,2025-02-07,2025-02-16,Delayed,803463.37
PO004436,SUP054,PLT005,2026-03-10,2026-03-29,Closed,527931.53
PO004437,SUP055,PLT005,2025-06-03,2025-06-19,Closed,219879.55
PO004438,SUP001,PLT001,2026-04-19,2026-05-09,Closed,2449367.99
PO004439,SUP034,PLT006,2026-01-25,2026-02-03,Closed,897208.46
PO004440,SUP029,PLT004,2025-09-15,2025-09-26,Delayed,650344.84
PO004441,SUP087,PLT004,2025-11-09,2025-11-26,Open,230229.68
PO004442,SUP044,PLT005,2026-06-18,2026-07-24,Closed,0.0
PO004443,SUP061,PLT003,2025-04-07,2025-05-07,Closed,600473.95
PO004444,SUP095,PLT003,2025-07-29,2025-09-09,Closed,161327.48
PO004445,SUP068,PLT002,2026-06-19,2026-07-16,Closed,1603340.54
PO004446,SUP067,PLT006,2026-04-23,2026-06-06,Closed,1442232.47
PO004447,SUP100,PLT002,2025-01-06,2025-02-20,Closed,2904309.3
PO004448,SUP056,PLT004,2025-10-22,2025-10-30,Closed,2670479.54
PO004449,SUP039,PLT004,2025-09-13,2025-10-22,Delayed,774515.76
PO004450,SUP007,PLT005,2025-08-30,2025-10-01,Closed,4226994.48
PO004451,SUP014,PLT002,2025-09-21,2025-10-14,Closed,529955.8
PO004452,SUP032,PLT004,2025-09-25,2025-10-16,Delayed,1247121.66
PO004453,SUP090,PLT005,2025-05-28,2025-06-10,Closed,1285717.43
PO004454,SUP096,PLT004,2025-04-14,2025-05-17,Closed,320069.87
PO004455,SUP039,PLT001,2025-08-10,2025-09-07,Closed,1843254.54
PO004456,SUP085,PLT001,2024-07-01,2024-08-07,Closed,669957.27
PO004457,SUP056,PLT004,2024-06-25,2024-07-05,Closed,1205956.29
PO004458,SUP054,PLT004,2025-03-14,2025-03-30,Delayed,704077.32
PO004459,SUP048,PLT001,2026-05-17,2026-06-14,Closed,389481.55
PO004460,SUP063,PLT004,2024-08-15,2024-09-22,Closed,0.0
PO004461,SUP056,PLT002,2024-11-26,2024-12-28,Closed,412456.18
PO004462,SUP044,PLT002,2025-09-30,2025-10-17,Closed,1128068.65
PO004463,SUP049,PLT001,2026-06-04,2026-07-18,Open,1027251.25
PO004464,SUP095,PLT001,2025-07-29,2025-08-10,Closed,543902.32
PO004465,SUP064,PLT001,2026-03-30,2026-05-03,Delayed,185191.32
PO004466,SUP007,PLT001,2025-03-23,2025-04-08,Closed,617708.04
PO004467,SUP018,PLT003,2026-05-10,2026-05-19,Cancelled,6404337.01
PO004468,SUP087,PLT006,2024-07-13,2024-08-12,Delayed,2239627.55
PO004469,SUP086,PLT005,2026-04-07,2026-05-06,Open,855262.78
PO004470,SUP040,PLT003,2025-12-19,2026-01-05,Open,2883517.21
PO004471,SUP011,PLT001,2025-01-22,2025-03-07,Closed,5347027.12
PO004472,SUP022,PLT004,2024-10-15,2024-11-03,Closed,0.0
PO004473,SUP014,PLT003,2025-09-09,2025-10-17,Closed,1351287.81
PO004474,SUP010,PLT005,2026-04-18,2026-05-28,Closed,349239.12
PO004475,SUP060,PLT005,2025-10-29,2025-11-09,Closed,402011.16
PO004476,SUP083,PLT006,2025-10-30,2025-11-16,Closed,1130254.98
PO004477,SUP078,PLT002,2024-12-06,2025-01-13,Closed,817833.38
PO004478,SUP051,PLT003,2025-12-04,2025-12-13,Closed,853286.29
PO004479,SUP058,PLT003,2025-11-15,2025-12-22,Delayed,2437168.9
PO004480,SUP038,PLT006,2024-10-26,2024-11-21,Closed,191625.6
PO004481,SUP054,PLT002,2024-08-06,2024-09-07,Closed,1938969.2
PO004482,SUP086,PLT003,2025-10-24,2025-11-19,Closed,1738211.69
PO004483,SUP020,PLT006,2024-08-23,2024-09-28,Closed,247978.92
PO004484,SUP008,PLT005,2025-07-15,2025-07-27,Closed,59219.6
PO004485,SUP014,PLT004,2024-07-10,2024-07-26,Open,2659475.52
PO004486,SUP037,PLT003,2024-09-12,2024-09-23,Closed,637168.86
PO004487,SUP031,PLT006,2025-02-10,2025-03-26,Closed,404150.32
PO004488,SUP016,PLT006,2024-11-07,2024-12-10,Closed,2836569.84
PO004489,SUP094,PLT005,2025-04-17,2025-05-29,Closed,918299.03
PO004490,SUP061,PLT006,2025-07-26,2025-08-15,Open,621850.51
PO004491,SUP051,PLT002,2026-06-17,2026-07-04,Closed,2026296.48
PO004492,SUP005,PLT003,2025-02-22,2025-03-04,Closed,1989349.78
PO004493,SUP060,PLT006,2025-09-09,2025-10-17,Delayed,776198.13
PO004494,SUP058,PLT002,2024-11-27,2024-12-24,Closed,1350691.91
PO004495,SUP085,PLT003,2025-06-23,2025-07-27,Delayed,756466.25
PO004496,SUP090,PLT002,2025-08-01,2025-09-13,Open,904895.25
PO004497,SUP033,PLT004,2025-06-09,2025-06-26,Open,281242.17
PO004498,SUP019,PLT001,2026-06-11,2026-07-09,Closed,3328010.54
PO004499,SUP066,PLT005,2025-07-03,2025-07-25,Closed,7942273.09
PO004500,SUP026,PLT006,2026-04-07,2026-05-01,Closed,1025913.8
PO004501,SUP099,PLT001,2026-04-23,2026-05-02,Closed,1373542.9
PO004502,SUP079,PLT003,2026-06-08,2026-07-06,Closed,24193.95
PO004503,SUP062,PLT005,2025-12-26,2026-01-08,Closed,605951.65
PO004504,SUP043,PLT006,2025-03-08,2025-03-24,Closed,442590.7
PO004505,SUP036,PLT005,2025-07-16,2025-08-24,Closed,3604769.38
PO004506,SUP076,PLT005,2025-06-16,2025-07-26,Delayed,228988.24
PO004507,SUP056,PLT006,2025-06-28,2025-07-17,Closed,1206693.59
PO004508,SUP093,PLT005,2025-11-22,2025-12-28,Closed,358199.02
PO004509,SUP097,PLT004,2025-07-22,2025-09-01,Open,470802.04
PO004510,SUP003,PLT004,2025-12-14,2026-01-11,Closed,650474.21
PO004511,SUP061,PLT004,2024-09-11,2024-09-22,Delayed,379809.38
PO004512,SUP074,PLT002,2025-03-04,2025-04-18,Delayed,1730468.1
PO004513,SUP029,PLT004,2024-07-15,2024-08-28,Closed,842681.14
PO004514,SUP030,PLT006,2025-01-22,2025-01-31,Delayed,1742217.5
PO004515,SUP051,PLT003,2024-09-25,2024-10-18,Open,761329.73
PO004516,SUP006,PLT002,2025-01-24,2025-02-14,Delayed,1795221.14
PO004517,SUP031,PLT004,2024-10-19,2024-11-23,Open,1335450.79
PO004518,SUP010,PLT003,2025-07-27,2025-08-06,Closed,1379314.42
PO004519,SUP054,PLT001,2025-05-13,2025-06-23,Closed,853353.0
PO004520,SUP099,PLT005,2024-07-16,2024-08-11,Closed,1267897.86
PO004521,SUP075,PLT002,2026-04-16,2026-05-24,Closed,474967.61
PO004522,SUP037,PLT001,2024-07-27,2024-09-07,Closed,205988.67
PO004523,SUP072,PLT006,2024-10-21,2024-11-21,Closed,1933140.97
PO004524,SUP084,PLT002,2024-08-22,2024-10-02,Open,0.0
PO004525,SUP011,PLT003,2026-06-07,2026-07-11,Closed,788061.58
PO004526,SUP003,PLT001,2025-07-26,2025-09-01,Open,210871.47
PO004527,SUP022,PLT006,2024-08-03,2024-08-26,Closed,1201546.88
PO004528,SUP054,PLT002,2026-06-13,2026-07-06,Delayed,998244.04
PO004529,SUP094,PLT002,2024-12-25,2025-01-14,Closed,613964.83
PO004530,SUP040,PLT005,2025-12-09,2026-01-03,Closed,484518.62
PO004531,SUP010,PLT002,2026-03-13,2026-03-24,Closed,1356167.49
PO004532,SUP031,PLT001,2026-04-30,2026-05-07,Closed,308000.88
PO004533,SUP023,PLT001,2025-08-31,2025-09-24,Closed,2104118.56
PO004534,SUP016,PLT005,2025-10-04,2025-11-01,Closed,1710961.39
PO004535,SUP060,PLT005,2025-03-26,2025-05-06,Open,809295.08
PO004536,SUP011,PLT003,2024-08-31,2024-09-24,Closed,431303.44
PO004537,SUP023,PLT004,2025-11-16,2025-12-15,Closed,334394.59
PO004538,SUP033,PLT006,2025-08-25,2025-10-05,Open,1302470.32
PO004539,SUP009,PLT002,2025-06-19,2025-07-01,Open,447383.34
PO004540,SUP067,PLT006,2025-08-28,2025-09-14,Closed,989761.62
PO004541,SUP097,PLT006,2025-11-10,2025-12-17,Closed,2017669.44
PO004542,SUP050,PLT004,2026-04-07,2026-05-05,Open,248218.96
PO004543,SUP100,PLT004,2024-10-01,2024-11-09,Closed,320175.4
PO004544,SUP080,PLT006,2025-12-14,2026-01-02,Closed,388645.04
PO004545,SUP096,PLT006,2024-10-22,2024-12-05,Open,1426093.1
PO004546,SUP085,PLT004,2024-11-27,2024-12-18,Closed,1373615.38
PO004547,SUP050,PLT003,2024-12-31,2025-02-05,Closed,960663.25
PO004548,SUP006,PLT001,2025-08-17,2025-09-05,Closed,947094.83
PO004549,SUP074,PLT003,2025-11-18,2025-11-25,Open,1788040.87
PO004550,SUP084,PLT003,2025-09-21,2025-10-21,Closed,986233.26
PO004551,SUP041,PLT004,2025-03-07,2025-03-14,Open,230071.98
PO004552,SUP077,PLT005,2024-10-29,2024-11-11,Closed,587984.37
PO004553,SUP076,PLT002,2026-02-15,2026-03-01,Closed,1040797.69
PO004554,SUP071,PLT006,2025-02-02,2025-03-16,Closed,1225004.66
PO004555,SUP080,PLT001,2026-03-02,2026-03-16,Closed,644432.03
PO004556,SUP032,PLT003,2026-05-30,2026-06-26,Closed,842640.41
PO004557,SUP038,PLT001,2026-01-31,2026-03-06,Closed,326602.51
PO004558,SUP039,PLT006,2025-01-18,2025-01-28,Delayed,104704.55
PO004559,SUP090,PLT003,2024-06-25,2024-07-10,Closed,44393.9
PO004560,SUP036,PLT003,2025-07-20,2025-08-05,Closed,238039.4
PO004561,SUP068,PLT003,2026-05-04,2026-05-15,Open,1012658.18
PO004562,SUP095,PLT003,2026-02-23,2026-03-21,Closed,1184022.29
PO004563,SUP037,PLT003,2024-10-05,2024-10-13,Closed,500280.66
PO004564,SUP018,PLT005,2024-07-05,2024-07-17,Closed,41369.16
PO004565,SUP047,PLT001,2025-10-14,2025-10-27,Open,2098127.58
PO004566,SUP099,PLT003,2026-06-07,2026-06-30,Closed,1511966.84
PO004567,SUP024,PLT005,2025-08-07,2025-08-21,Closed,830681.18
PO004568,SUP030,PLT001,2025-02-12,2025-02-24,Closed,506884.06
PO004569,SUP097,PLT005,2026-02-14,2026-03-28,Delayed,2840009.67
PO004570,SUP092,PLT005,2024-07-17,2024-07-29,Delayed,398417.9
PO004571,SUP039,PLT005,2024-07-07,2024-08-17,Closed,1923279.18
PO004572,SUP052,PLT001,2025-05-23,2025-06-05,Closed,838212.45
PO004573,SUP012,PLT006,2025-12-07,2026-01-09,Closed,458943.75
PO004574,SUP018,PLT001,2024-10-15,2024-10-25,Open,163479.28
PO004575,SUP001,PLT001,2024-12-29,2025-02-11,Closed,40699.49
PO004576,SUP061,PLT003,2026-04-22,2026-05-01,Closed,982264.3
PO004577,SUP034,PLT002,2026-01-30,2026-02-12,Closed,497416.9
PO004578,SUP032,PLT001,2026-03-25,2026-05-06,Closed,336985.54
PO004579,SUP084,PLT005,2025-04-19,2025-05-07,Closed,1354073.58
PO004580,SUP081,PLT001,2024-08-18,2024-08-31,Closed,410321.65
PO004581,SUP022,PLT006,2024-12-17,2025-01-01,Delayed,49741.3
PO004582,SUP031,PLT004,2025-09-16,2025-10-25,Open,2009271.91
PO004583,SUP035,PLT005,2026-02-11,2026-03-23,Closed,526650.24
PO004584,SUP064,PLT005,2025-05-11,2025-05-30,Closed,176733.04
