DefectID,InspectionID,DefectCategoryID,RootCauseID,DefectQuantity,Severity,ScrapQuantity,ReworkQuantity,DefectCost
DFT001597,INS005890,DEF007,RC007,1,Critical,1,0,157.55
DFT001598,INS005890,DEF002,RC005,1,Minor,0,1,31.51
DFT001599,INS005894,DEF006,RC002,2,Major,1,1,151.92
DFT001600,INS005895,DEF004,RC005,1,Minor,1,0,90.03
DFT001601,INS005896,DEF002,RC002,1,Minor,0,1,31.51
DFT001602,INS005897,DEF008,RC002,2,Major,1,1,151.92
DFT001603,INS005900,DEF010,RC002,1,Minor,0,1,31.51
DFT001604,INS005907,DEF006,RC009,2,Minor,0,2,63.02
DFT001605,INS005911,DEF009,RC003,3,Minor,0,3,94.53
DFT001606,INS005914,DEF012,RC006,1,Major,1,0,112.53
DFT001607,INS005917,DEF003,RC008,2,Major,2,0,225.07
DFT001608,INS005923,DEF007,RC009,1,Minor,0,1,31.51
DFT001609,INS005925,DEF007,RC006,1,Minor,0,1,31.51
DFT001610,INS005925,DEF004,RC002,1,Minor,0,1,31.51
DFT001611,INS005926,DEF008,RC001,1,Major,0,1,39.39
DFT001612,INS005927,DEF009,RC009,1,Minor,0,1,31.51
DFT001613,INS005937,DEF012,RC001,2,Major,2,0,225.07
DFT001614,INS005941,DEF012,RC009,20,Minor,0,20,630.19
DFT001615,INS005944,DEF009,RC004,1,Minor,0,1,31.51
DFT001616,INS005955,DEF001,RC007,8,Minor,0,8,252.07
DFT001617,INS005957,DEF011,RC004,5,Major,0,5,196.93
DFT001618,INS005961,DEF008,RC005,3,Minor,0,3,94.53
DFT001619,INS005965,DEF004,RC005,9,Major,0,9,354.48
DFT001620,INS005967,DEF010,RC008,1,Minor,0,1,31.51
DFT001621,INS005967,DEF006,RC005,3,Minor,0,3,94.53
DFT001622,INS005971,DEF007,RC006,1,Minor,0,1,31.51
DFT001623,INS005980,DEF009,RC003,14,Minor,0,14,441.13
DFT001624,INS005984,DEF011,RC005,1,Minor,0,1,31.51
DFT001625,INS005985,DEF003,RC009,2,Minor,0,2,63.02
DFT001626,INS005991,DEF003,RC003,6,Major,0,6,236.32
DFT001627,INS005991,DEF006,RC004,1,Minor,0,1,31.51
DFT001628,INS005993,DEF012,RC006,1,Minor,0,1,31.51
DFT001629,INS005994,DEF011,RC005,4,Minor,0,4,126.04
DFT001630,INS005995,DEF012,RC003,3,Major,3,0,337.6
DFT001631,INS005995,DEF009,RC007,1,Minor,0,1,31.51
DFT001632,INS006006,DEF003,RC006,1,Major,0,1,39.39
DFT001633,INS006012,DEF006,RC007,10,Major,6,4,832.75
DFT001634,INS006021,DEF005,RC008,1,Major,0,1,39.39
DFT001635,INS006022,DEF012,RC009,1,Minor,0,1,31.51
DFT001636,INS006027,DEF012,RC004,4,Minor,0,4,126.04
DFT001637,INS006027,DEF002,RC009,1,Minor,0,1,31.51
DFT001638,INS006031,DEF003,RC004,1,Minor,0,1,31.51
DFT001639,INS006032,DEF003,RC007,1,Minor,0,1,31.51
DFT001640,INS006032,DEF001,RC007,4,Minor,0,4,126.04
DFT001641,INS006037,DEF004,RC006,7,Minor,0,7,220.57
DFT001642,INS006037,DEF011,RC001,2,Minor,0,2,63.02
DFT001643,INS006037,DEF006,RC007,1,Minor,0,1,31.51
DFT001644,INS006038,DEF001,RC006,1,Minor,0,1,31.51
DFT001645,INS006039,DEF007,RC003,1,Critical,1,0,157.55
DFT001646,INS006044,DEF002,RC002,1,Major,0,1,39.39
DFT001647,INS006046,DEF012,RC006,2,Minor,0,2,63.02
DFT001648,INS006050,DEF002,RC002,1,Minor,0,1,31.51
DFT001649,INS006051,DEF011,RC004,4,Major,0,4,157.55
DFT001650,INS006052,DEF009,RC010,3,Minor,0,3,94.53
DFT001651,INS006058,DEF009,RC003,1,Minor,0,1,31.51
DFT001652,INS006058,DEF012,RC005,3,Major,3,0,337.6
DFT001653,INS006060,DEF002,RC007,1,Minor,0,1,31.51
DFT001654,INS006069,DEF001,RC003,1,Major,0,1,39.39
DFT001655,INS006070,DEF010,RC001,4,Major,3,1,376.99
DFT001656,INS006071,DEF009,RC009,1,Minor,0,1,31.51
DFT001657,INS006073,DEF007,RC007,2,Minor,0,2,63.02
DFT001658,INS006076,DEF010,RC001,2,Minor,0,2,63.02
DFT001659,INS006086,DEF004,RC005,9,Minor,0,9,283.58
DFT001660,INS006089,DEF004,RC005,1,Minor,0,1,31.51
DFT001661,INS006101,DEF003,RC005,14,Major,10,4,1282.88
DFT001662,INS006102,DEF004,RC009,1,Minor,0,1,31.51
DFT001663,INS006102,DEF010,RC006,1,Minor,0,1,31.51
DFT001664,INS006105,DEF012,RC003,4,Major,2,2,303.84
DFT001665,INS006111,DEF001,RC001,3,Minor,1,2,153.05
DFT001666,INS006113,DEF001,RC009,1,Major,1,0,112.53
DFT001667,INS006126,DEF005,RC010,5,Minor,0,5,157.55
DFT001668,INS006127,DEF004,RC010,7,Minor,0,7,220.57
DFT001669,INS006137,DEF006,RC003,2,Minor,0,2,63.02
DFT001670,INS006138,DEF003,RC004,10,Minor,0,10,315.09
DFT001671,INS006142,DEF001,RC005,1,Major,1,0,112.53
DFT001672,INS006147,DEF004,RC002,1,Minor,0,1,31.51
DFT001673,INS006151,DEF007,RC002,1,Major,0,1,39.39
DFT001674,INS006151,DEF010,RC002,1,Minor,0,1,31.51
DFT001675,INS006152,DEF011,RC001,2,Minor,0,2,63.02
DFT001676,INS006159,DEF011,RC010,1,Major,0,1,39.39
DFT001677,INS006165,DEF002,RC009,6,Major,0,6,236.32
DFT001678,INS006165,DEF004,RC003,4,Major,3,1,376.99
DFT001679,INS006180,DEF005,RC006,2,Minor,0,2,63.02
DFT001680,INS006182,DEF011,RC009,2,Minor,0,2,63.02
DFT001681,INS006186,DEF002,RC009,7,Minor,0,7,220.57
DFT001682,INS006196,DEF007,RC007,3,Minor,0,3,94.53
DFT001683,INS006200,DEF011,RC007,2,Minor,1,1,121.54
DFT001684,INS006200,DEF004,RC002,5,Minor,0,5,157.55
DFT001685,INS006206,DEF002,RC001,1,Minor,0,1,31.51
DFT001686,INS006208,DEF011,RC007,1,Major,1,0,112.53
DFT001687,INS006214,DEF005,RC006,1,Minor,0,1,31.51
DFT001688,INS006224,DEF005,RC002,1,Major,0,1,39.39
DFT001689,INS006225,DEF003,RC006,1,Minor,0,1,31.51
DFT001690,INS006225,DEF008,RC002,1,Minor,1,0,90.03
DFT001691,INS006226,DEF002,RC006,2,Minor,0,2,63.02
DFT001692,INS006227,DEF007,RC008,14,Minor,0,14,441.13
DFT001693,INS006228,DEF011,RC004,4,Minor,0,4,126.04
DFT001694,INS006244,DEF009,RC009,4,Minor,0,4,126.04
DFT001695,INS006247,DEF010,RC004,1,Minor,0,1,31.51
DFT001696,INS006248,DEF001,RC006,2,Critical,1,1,212.69
DFT001697,INS006251,DEF006,RC006,1,Minor,0,1,31.51
DFT001698,INS006253,DEF007,RC004,2,Major,0,2,78.77
DFT001699,INS006253,DEF012,RC003,1,Critical,1,0,157.55
DFT001700,INS006263,DEF001,RC007,6,Minor,0,6,189.06
DFT001701,INS006264,DEF008,RC010,1,Minor,0,1,31.51
DFT001702,INS006274,DEF002,RC001,5,Major,3,2,416.37
DFT001703,INS006275,DEF003,RC008,6,Minor,0,6,189.06
DFT001704,INS006281,DEF008,RC007,1,Minor,0,1,31.51
DFT001705,INS006284,DEF002,RC003,1,Major,0,1,39.39
DFT001706,INS006285,DEF003,RC009,1,Minor,0,1,31.51
DFT001707,INS006290,DEF008,RC009,2,Major,2,0,225.07
DFT001708,INS006291,DEF004,RC007,2,Minor,0,2,63.02
DFT001709,INS006292,DEF003,RC004,7,Minor,0,7,220.57
DFT001710,INS006293,DEF012,RC009,5,Major,5,0,562.67
DFT001711,INS006301,DEF006,RC007,1,Minor,0,1,31.51
DFT001712,INS006302,DEF004,RC005,1,Minor,0,1,31.51
DFT001713,INS006304,DEF006,RC001,2,Minor,0,2,63.02
DFT001714,INS006304,DEF002,RC004,3,Minor,0,3,94.53
DFT001715,INS006309,DEF004,RC001,2,Minor,1,1,121.54
DFT001716,INS006316,DEF010,RC008,1,Minor,0,1,31.51
DFT001717,INS006318,DEF006,RC005,2,Minor,0,2,63.02
DFT001718,INS006326,DEF006,RC003,1,Minor,0,1,31.51
DFT001719,INS006340,DEF009,RC003,1,Minor,0,1,31.51
DFT001720,INS006352,DEF001,RC005,1,Minor,0,1,31.51
DFT001721,INS006353,DEF002,RC004,1,Major,0,1,39.39
DFT001722,INS006353,DEF012,RC003,1,Minor,0,1,31.51
DFT001723,INS006358,DEF010,RC007,2,Major,2,0,225.07
DFT001724,INS006367,DEF004,RC010,5,Minor,0,5,157.55
DFT001725,INS006370,DEF008,RC002,1,Minor,0,1,31.51
DFT001726,INS006375,DEF002,RC008,1,Minor,0,1,31.51
DFT001727,INS006377,DEF002,RC005,2,Minor,0,2,63.02
DFT001728,INS006381,DEF008,RC005,4,Critical,3,1,527.78
DFT001729,INS006386,DEF003,RC002,10,Minor,0,10,315.09
DFT001730,INS006389,DEF007,RC010,2,Minor,0,2,63.02
DFT001731,INS006394,DEF006,RC006,1,Major,1,0,112.53
DFT001732,INS006399,DEF011,RC001,10,Critical,5,5,1063.44
DFT001733,INS006404,DEF004,RC009,1,Minor,0,1,31.51
DFT001734,INS006405,DEF010,RC007,1,Minor,0,1,31.51
DFT001735,INS006409,DEF006,RC008,1,Minor,0,1,31.51
DFT001736,INS006410,DEF002,RC003,4,Major,3,1,376.99
DFT001737,INS006412,DEF004,RC007,3,Minor,0,3,94.53
DFT001738,INS006412,DEF010,RC008,1,Major,1,0,112.53
DFT001739,INS006421,DEF008,RC001,18,Minor,0,18,567.17
DFT001740,INS006425,DEF006,RC010,1,Critical,1,0,157.55
DFT001741,INS006429,DEF006,RC007,4,Minor,0,4,126.04
DFT001742,INS006434,DEF011,RC007,2,Minor,0,2,63.02
DFT001743,INS006438,DEF005,RC007,1,Minor,0,1,31.51
DFT001744,INS006440,DEF009,RC004,2,Minor,0,2,63.02
DFT001745,INS006443,DEF007,RC006,5,Minor,0,5,157.55
DFT001746,INS006443,DEF007,RC008,4,Minor,0,4,126.04
DFT001747,INS006444,DEF007,RC006,19,Minor,0,19,598.68
DFT001748,INS006444,DEF010,RC004,1,Major,0,1,39.39
DFT001749,INS006445,DEF012,RC006,1,Minor,0,1,31.51
DFT001750,INS006451,DEF006,RC002,4,Minor,0,4,126.04
DFT001751,INS006459,DEF003,RC008,1,Minor,0,1,31.51
DFT001752,INS006459,DEF004,RC007,1,Minor,0,1,31.51
DFT001753,INS006460,DEF004,RC010,1,Minor,0,1,31.51
DFT001754,INS006462,DEF005,RC009,2,Major,2,0,225.07
DFT001755,INS006468,DEF007,RC007,3,Minor,0,3,94.53
DFT001756,INS006468,DEF009,RC006,1,Major,1,0,112.53
DFT001757,INS006468,DEF007,RC006,1,Minor,0,1,31.51
DFT001758,INS006469,DEF005,RC007,2,Major,0,2,78.77
DFT001759,INS006471,DEF002,RC002,1,Minor,0,1,31.51
DFT001760,INS006471,DEF008,RC010,9,Minor,0,9,283.58
DFT001761,INS006474,DEF001,RC005,7,Minor,0,7,220.57
DFT001762,INS006475,DEF002,RC004,4,Critical,3,1,527.78
DFT001763,INS006477,DEF008,RC007,4,Minor,0,4,126.04
DFT001764,INS006477,DEF004,RC009,1,Minor,0,1,31.51
DFT001765,INS006485,DEF007,RC004,1,Major,1,0,112.53
DFT001766,INS006486,DEF001,RC003,3,Major,2,1,264.45
DFT001767,INS006487,DEF010,RC007,1,Minor,0,1,31.51
DFT001768,INS006490,DEF007,RC001,13,Critical,12,1,1945.7
DFT001769,INS006495,DEF011,RC007,2,Minor,0,2,63.02
DFT001770,INS006501,DEF004,RC002,1,Minor,0,1,31.51
DFT001771,INS006502,DEF011,RC005,1,Critical,1,0,157.55
DFT001772,INS006502,DEF002,RC002,1,Minor,0,1,31.51
DFT001773,INS006510,DEF001,RC010,1,Minor,0,1,31.51
DFT001774,INS006520,DEF008,RC006,1,Minor,0,1,31.51
DFT001775,INS006524,DEF009,RC004,4,Major,0,4,157.55
DFT001776,INS006535,DEF003,RC001,5,Major,0,5,196.93
DFT001777,INS006536,DEF010,RC002,1,Minor,0,1,31.51
DFT001778,INS006551,DEF002,RC008,1,Major,0,1,39.39
DFT001779,INS006554,DEF008,RC001,2,Minor,1,1,121.54
DFT001780,INS006556,DEF011,RC007,7,Major,7,0,787.73
DFT001781,INS006570,DEF003,RC005,1,Major,0,1,39.39
DFT001782,INS006570,DEF002,RC006,1,Minor,0,1,31.51
DFT001783,INS006572,DEF003,RC009,3,Major,1,2,191.31
DFT001784,INS006573,DEF009,RC001,1,Minor,0,1,31.51
DFT001785,INS006574,DEF001,RC006,1,Minor,0,1,31.51
DFT001786,INS006574,DEF003,RC005,1,Minor,1,0,90.03
DFT001787,INS006577,DEF009,RC005,4,Major,3,1,376.99
DFT001788,INS006583,DEF007,RC004,2,Minor,0,2,63.02
DFT001789,INS006584,DEF005,RC007,1,Minor,0,1,31.51
DFT001790,INS006589,DEF004,RC008,2,Major,1,1,151.92
DFT001791,INS006590,DEF005,RC006,10,Minor,0,10,315.09
DFT001792,INS006599,DEF006,RC006,1,Minor,0,1,31.51
DFT001793,INS006600,DEF005,RC010,7,Minor,0,7,220.57
DFT001794,INS006600,DEF011,RC009,2,Minor,0,2,63.02
DFT001795,INS006600,DEF006,RC007,1,Minor,0,1,31.51
DFT001796,INS006604,DEF006,RC003,1,Minor,0,1,31.51
DFT001797,INS006613,DEF006,RC004,1,Minor,0,1,31.51
DFT001798,INS006619,DEF002,RC007,1,Minor,0,1,31.51
DFT001799,INS006630,DEF005,RC010,1,Minor,0,1,31.51
DFT001800,INS006632,DEF007,RC006,1,Minor,0,1,31.51
DFT001801,INS006637,DEF001,RC005,4,Minor,0,4,126.04
DFT001802,INS006638,DEF010,RC007,1,Minor,0,1,31.51
DFT001803,INS006640,DEF010,RC001,4,Minor,0,4,126.04
DFT001804,INS006645,DEF009,RC009,1,Minor,0,1,31.51
DFT001805,INS006648,DEF007,RC005,1,Minor,0,1,31.51
DFT001806,INS006653,DEF006,RC008,5,Minor,0,5,157.55
DFT001807,INS006657,DEF008,RC002,2,Critical,1,1,212.69
DFT001808,INS006658,DEF001,RC001,1,Minor,0,1,31.51
DFT001809,INS006659,DEF007,RC004,1,Minor,0,1,31.51
DFT001810,INS006663,DEF009,RC001,1,Minor,0,1,31.51
DFT001811,INS006672,DEF005,RC002,1,Minor,0,1,31.51
DFT001812,INS006673,DEF005,RC003,1,Minor,0,1,31.51
DFT001813,INS006675,DEF003,RC010,4,Minor,0,4,126.04
DFT001814,INS006680,DEF004,RC010,1,Major,1,0,112.53
DFT001815,INS006693,DEF012,RC008,2,Minor,0,2,63.02
DFT001816,INS006694,DEF006,RC009,2,Major,2,0,225.07
DFT001817,INS006699,DEF012,RC002,1,Critical,1,0,157.55
DFT001818,INS006699,DEF004,RC001,2,Minor,0,2,63.02
DFT001819,INS006700,DEF006,RC004,1,Major,1,0,112.53
DFT001820,INS006706,DEF011,RC003,1,Major,0,1,39.39
DFT001821,INS006709,DEF007,RC008,1,Major,0,1,39.39
DFT001822,INS006710,DEF007,RC003,6,Minor,0,6,189.06
DFT001823,INS006719,DEF003,RC008,1,Major,0,1,39.39
DFT001824,INS006722,DEF008,RC003,1,Minor,0,1,31.51
DFT001825,INS006727,DEF005,RC002,18,Minor,0,18,567.17
DFT001826,INS006728,DEF009,RC007,1,Minor,0,1,31.51
DFT001827,INS006731,DEF011,RC007,1,Minor,0,1,31.51
DFT001828,INS006732,DEF005,RC009,1,Minor,0,1,31.51
DFT001829,INS006737,DEF004,RC002,1,Minor,0,1,31.51
DFT001830,INS006739,DEF004,RC002,5,Minor,0,5,157.55
DFT001831,INS006740,DEF012,RC007,4,Minor,0,4,126.04
DFT001832,INS006743,DEF012,RC005,4,Minor,0,4,126.04
DFT001833,INS006743,DEF006,RC005,1,Major,0,1,39.39
DFT001834,INS006746,DEF012,RC010,1,Major,0,1,39.39
DFT001835,INS006756,DEF011,RC002,6,Minor,0,6,189.06
DFT001836,INS006760,DEF001,RC008,2,Minor,0,2,63.02
DFT001837,INS006765,DEF002,RC003,1,Minor,1,0,90.03
DFT001838,INS006767,DEF008,RC004,2,Minor,0,2,63.02
DFT001839,INS006771,DEF005,RC004,1,Major,0,1,39.39
DFT001840,INS006776,DEF012,RC006,8,Minor,0,8,252.07
DFT001841,INS006786,DEF011,RC008,9,Minor,0,9,283.58
DFT001842,INS006793,DEF012,RC006,1,Minor,0,1,31.51
DFT001843,INS006794,DEF001,RC003,1,Major,0,1,39.39
DFT001844,INS006799,DEF001,RC004,10,Major,6,4,832.75
DFT001845,INS006802,DEF012,RC002,1,Major,1,0,112.53
DFT001846,INS006803,DEF005,RC009,4,Critical,4,0,630.19
DFT001847,INS006807,DEF011,RC006,1,Minor,0,1,31.51
DFT001848,INS006810,DEF005,RC004,1,Minor,0,1,31.51
DFT001849,INS006810,DEF010,RC002,2,Major,2,0,225.07
DFT001850,INS006811,DEF006,RC005,1,Critical,1,0,157.55
DFT001851,INS006811,DEF011,RC003,4,Major,4,0,450.13
DFT001852,INS006812,DEF010,RC009,1,Minor,0,1,31.51
DFT001853,INS006815,DEF001,RC008,1,Minor,0,1,31.51
DFT001854,INS006815,DEF002,RC001,4,Minor,0,4,126.04
DFT001855,INS006819,DEF001,RC001,1,Minor,0,1,31.51
DFT001856,INS006826,DEF009,RC009,1,Critical,1,0,157.55
DFT001857,INS006830,DEF012,RC004,2,Minor,0,2,63.02
DFT001858,INS006833,DEF008,RC006,1,Major,1,0,112.53
DFT001859,INS006843,DEF002,RC005,2,Minor,0,2,63.02
DFT001860,INS006845,DEF006,RC010,1,Major,0,1,39.39
DFT001861,INS006848,DEF007,RC009,1,Minor,0,1,31.51
DFT001862,INS006853,DEF011,RC008,9,Minor,0,9,283.58
DFT001863,INS006858,DEF002,RC003,1,Major,1,0,112.53
DFT001864,INS006863,DEF007,RC008,2,Critical,2,0,315.09
DFT001865,INS006872,DEF009,RC001,1,Minor,0,1,31.51
DFT001866,INS006873,DEF004,RC010,5,Minor,0,5,157.55
DFT001867,INS006874,DEF005,RC001,1,Minor,0,1,31.51
DFT001868,INS006879,DEF009,RC008,1,Minor,0,1,31.51
DFT001869,INS006881,DEF002,RC006,5,Minor,0,5,157.55
DFT001870,INS006883,DEF006,RC001,1,Major,0,1,39.39
DFT001871,INS006892,DEF009,RC003,5,Major,3,2,416.37
DFT001872,INS006910,DEF011,RC003,1,Minor,0,1,31.51
DFT001873,INS006911,DEF008,RC010,1,Minor,0,1,31.51
DFT001874,INS006911,DEF010,RC002,1,Minor,0,1,31.51
DFT001875,INS006913,DEF009,RC008,2,Minor,0,2,63.02
DFT001876,INS006914,DEF003,RC004,5,Minor,0,5,157.55
DFT001877,INS006915,DEF011,RC010,2,Minor,0,2,63.02
DFT001878,INS006917,DEF012,RC004,1,Minor,0,1,31.51
DFT001879,INS006922,DEF008,RC005,3,Major,3,0,337.6
DFT001880,INS006930,DEF005,RC007,2,Major,0,2,78.77
DFT001881,INS006933,DEF007,RC003,1,Minor,0,1,31.51
DFT001882,INS006941,DEF010,RC005,1,Minor,0,1,31.51
DFT001883,INS006946,DEF001,RC006,3,Minor,0,3,94.53
DFT001884,INS006951,DEF003,RC006,17,Major,16,1,1839.92
DFT001885,INS006953,DEF012,RC009,1,Minor,0,1,31.51
DFT001886,INS006972,DEF011,RC010,2,Minor,0,2,63.02
DFT001887,INS006976,DEF011,RC005,1,Minor,0,1,31.51
DFT001888,INS006979,DEF008,RC010,1,Minor,0,1,31.51
DFT001889,INS006982,DEF009,RC005,1,Major,1,0,112.53
DFT001890,INS006986,DEF007,RC002,1,Minor,0,1,31.51
DFT001891,INS006987,DEF011,RC002,4,Critical,3,1,527.78
DFT001892,INS006991,DEF004,RC004,4,Major,1,3,230.69
DFT001893,INS006995,DEF007,RC007,3,Minor,0,3,94.53
DFT001894,INS007001,DEF012,RC002,4,Major,4,0,450.13
DFT001895,INS007002,DEF001,RC003,2,Minor,0,2,63.02
DFT001896,INS007006,DEF011,RC010,9,Minor,0,9,283.58
DFT001897,INS007011,DEF005,RC004,1,Major,1,0,112.53
DFT001898,INS007018,DEF004,RC002,10,Minor,1,9,373.61
DFT001899,INS007023,DEF001,RC003,15,Minor,0,15,472.64
DFT001900,INS007024,DEF002,RC006,2,Major,2,0,225.07
DFT001901,INS007026,DEF008,RC004,4,Minor,0,4,126.04
DFT001902,INS007027,DEF010,RC009,1,Major,1,0,112.53
DFT001903,INS007031,DEF007,RC002,1,Minor,0,1,31.51
DFT001904,INS007032,DEF008,RC004,1,Minor,0,1,31.51
DFT001905,INS007038,DEF005,RC005,7,Major,1,6,348.85
DFT001906,INS007040,DEF003,RC005,1,Minor,0,1,31.51
DFT001907,INS007045,DEF010,RC009,1,Minor,0,1,31.51
DFT001908,INS007047,DEF002,RC010,1,Critical,1,0,157.55
DFT001909,INS007048,DEF001,RC006,7,Minor,0,7,220.57
DFT001910,INS007049,DEF003,RC004,5,Major,2,3,343.23
DFT001911,INS007051,DEF011,RC001,1,Minor,0,1,31.51
DFT001912,INS007054,DEF010,RC001,1,Critical,1,0,157.55
DFT001913,INS007062,DEF010,RC002,2,Critical,2,0,315.09
DFT001914,INS007069,DEF002,RC001,4,Minor,0,4,126.04
DFT001915,INS007073,DEF005,RC004,1,Critical,1,0,157.55
DFT001916,INS007077,DEF004,RC009,2,Major,2,0,225.07
DFT001917,INS007079,DEF008,RC001,2,Major,2,0,225.07
DFT001918,INS007083,DEF012,RC007,1,Minor,0,1,31.51
DFT001919,INS007084,DEF006,RC006,1,Minor,0,1,31.51
DFT001920,INS007085,DEF002,RC010,1,Minor,0,1,31.51
DFT001921,INS007086,DEF009,RC010,1,Critical,1,0,157.55
DFT001922,INS007086,DEF012,RC004,1,Minor,0,1,31.51
DFT001923,INS007090,DEF001,RC006,6,Minor,0,6,189.06
DFT001924,INS007091,DEF003,RC010,4,Minor,0,4,126.04
DFT001925,INS007091,DEF002,RC002,1,Critical,1,0,157.55
DFT001926,INS007094,DEF012,RC006,2,Minor,0,2,63.02
DFT001927,INS007096,DEF009,RC005,1,Minor,0,1,31.51
DFT001928,INS007113,DEF009,RC002,1,Minor,0,1,31.51
DFT001929,INS007115,DEF008,RC005,1,Minor,0,1,31.51
DFT001930,INS007117,DEF004,RC005,1,Minor,0,1,31.51
DFT001931,INS007119,DEF001,RC004,1,Minor,0,1,31.51
DFT001932,INS007120,DEF008,RC001,2,Minor,0,2,63.02
DFT001933,INS007121,DEF002,RC001,1,Major,1,0,112.53
DFT001934,INS007124,DEF007,RC007,1,Minor,0,1,31.51
DFT001935,INS007126,DEF007,RC009,1,Major,0,1,39.39
DFT001936,INS007132,DEF006,RC001,5,Major,2,3,343.23
DFT001937,INS007133,DEF005,RC010,1,Major,1,0,112.53
DFT001938,INS007134,DEF010,RC007,7,Major,0,7,275.71
DFT001939,INS007136,DEF009,RC007,1,Major,1,0,112.53
DFT001940,INS007139,DEF012,RC010,9,Minor,1,8,342.1
DFT001941,INS007141,DEF004,RC003,1,Minor,0,1,31.51
DFT001942,INS007143,DEF004,RC009,3,Minor,0,3,94.53
DFT001943,INS007144,DEF006,RC005,5,Major,4,1,489.52
DFT001944,INS007145,DEF005,RC010,11,Major,2,9,579.55
DFT001945,INS007149,DEF001,RC008,1,Minor,1,0,90.03
DFT001946,INS007152,DEF009,RC004,1,Minor,0,1,31.51
DFT001947,INS007153,DEF010,RC009,2,Critical,2,0,315.09
DFT001948,INS007154,DEF005,RC005,8,Minor,0,8,252.07
DFT001949,INS007155,DEF010,RC001,1,Minor,0,1,31.51
DFT001950,INS007165,DEF008,RC010,1,Minor,0,1,31.51
DFT001951,INS007168,DEF012,RC005,2,Minor,0,2,63.02
DFT001952,INS007169,DEF009,RC001,5,Minor,0,5,157.55
DFT001953,INS007172,DEF002,RC009,1,Minor,0,1,31.51
DFT001954,INS007177,DEF011,RC007,1,Minor,0,1,31.51
DFT001955,INS007180,DEF006,RC010,3,Minor,0,3,94.53
DFT001956,INS007184,DEF008,RC005,10,Minor,0,10,315.09
DFT001957,INS007198,DEF003,RC010,1,Minor,0,1,31.51
DFT001958,INS007205,DEF012,RC009,2,Critical,2,0,315.09
DFT001959,INS007209,DEF001,RC003,7,Major,1,6,348.85
DFT001960,INS007209,DEF002,RC004,3,Minor,0,3,94.53
DFT001961,INS007215,DEF007,RC009,1,Major,0,1,39.39
DFT001962,INS007216,DEF011,RC009,5,Minor,0,5,157.55
DFT001963,INS007217,DEF005,RC004,1,Minor,0,1,31.51
DFT001964,INS007218,DEF008,RC006,1,Major,1,0,112.53
DFT001965,INS007223,DEF007,RC006,2,Minor,0,2,63.02
DFT001966,INS007225,DEF011,RC008,1,Minor,0,1,31.51
DFT001967,INS007225,DEF010,RC003,1,Major,1,0,112.53
DFT001968,INS007239,DEF011,RC003,10,Minor,0,10,315.09
DFT001969,INS007243,DEF002,RC007,1,Minor,0,1,31.51
DFT001970,INS007245,DEF004,RC003,15,Minor,0,15,472.64
DFT001971,INS007251,DEF009,RC008,1,Minor,0,1,31.51
DFT001972,INS007254,DEF012,RC003,1,Minor,0,1,31.51
DFT001973,INS007266,DEF007,RC006,2,Minor,0,2,63.02
DFT001974,INS007266,DEF012,RC005,1,Minor,0,1,31.51
DFT001975,INS007272,DEF010,RC010,1,Critical,1,0,157.55
DFT001976,INS007281,DEF006,RC008,4,Minor,0,4,126.04
DFT001977,INS007286,DEF008,RC003,1,Major,0,1,39.39
DFT001978,INS007290,DEF001,RC010,2,Major,1,1,151.92
DFT001979,INS007294,DEF008,RC003,1,Critical,1,0,157.55
DFT001980,INS007295,DEF008,RC006,2,Minor,0,2,63.02
DFT001981,INS007297,DEF007,RC005,2,Minor,0,2,63.02
DFT001982,INS007298,DEF001,RC004,1,Minor,0,1,31.51
DFT001983,INS007301,DEF002,RC006,3,Minor,0,3,94.53
DFT001984,INS007313,DEF004,RC003,1,Critical,1,0,157.55
DFT001985,INS007317,DEF002,RC004,1,Minor,0,1,31.51
DFT001986,INS007319,DEF003,RC001,1,Critical,1,0,157.55
DFT001987,INS007321,DEF001,RC006,4,Minor,0,4,126.04
DFT001988,INS007324,DEF008,RC009,1,Major,1,0,112.53
DFT001989,INS007326,DEF012,RC002,2,Major,1,1,151.92
DFT001990,INS007340,DEF003,RC005,1,Critical,1,0,157.55
DFT001991,INS007341,DEF004,RC002,1,Minor,0,1,31.51
DFT001992,INS007347,DEF012,RC009,2,Major,1,1,151.92
DFT001993,INS007348,DEF001,RC007,1,Critical,1,0,157.55
DFT001994,INS007348,DEF004,RC009,1,Critical,1,0,157.55
DFT001995,INS007357,DEF010,RC007,1,Major,1,0,112.53
DFT001996,INS007365,DEF008,RC003,2,Minor,0,2,63.02
DFT001997,INS007366,DEF009,RC004,1,Minor,0,1,31.51
DFT001998,INS007366,DEF010,RC004,2,Minor,0,2,63.02
DFT001999,INS007369,DEF011,RC010,1,Minor,0,1,31.51
DFT002000,INS007370,DEF003,RC005,1,Major,1,0,112.53
DFT002001,INS007373,DEF011,RC007,1,Minor,0,1,31.51
DFT002002,INS007377,DEF005,RC007,4,Minor,0,4,126.04
DFT002003,INS007379,DEF008,RC006,22,Minor,0,22,693.21
DFT002004,INS007382,DEF008,RC008,1,Major,0,1,39.39
DFT002005,INS007388,DEF009,RC004,2,Minor,0,2,63.02
DFT002006,INS007392,DEF006,RC007,4,Major,3,1,376.99
DFT002007,INS007406,DEF001,RC005,16,Major,10,6,1361.65
DFT002008,INS007412,DEF001,RC005,4,Minor,0,4,126.04
